#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:54:53       0     40     31     33      -      -      -      -      -      -   1215    210      0      0     75      1      0 
 11:54:55       0     39     31     32      -      -      -      -      -      -   1215    240      0      0     78      2      0 
 11:54:57       0     60     31     32      -      -      -      -      -      -   1215   1395      0      0    965      4      0 
 11:54:59       0    170     35     33      -      -      -      -      -      -   1215   1410      0      0   1571      4      0 
 11:55:01       0    164     38     35      -      -      -      -      -      -   1215   1410      0      0   1571      4      0 
 11:55:03       0    165     38     36      -      -      -      -      -      -   1215   1410      0      0   1571      4      0 
 11:55:05       0    166     39     36      -      -      -      -      -      -   1215   1410      0      0   2268      7      0 
 11:55:07       0    188     40     37      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:09       0    188     40     37      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:11       0    188     40     37      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:13       0    189     40     37      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:15       0    186     40     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:17       0    188     41     37      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:19       0    187     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:21       0    189     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:23       0    190     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:25       0    190     41     38      -      -      -      -      -      -   1215   1410      0      0   7794      7      0 
 11:55:27       0    191     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:29       0    190     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:31       0    190     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:33       0    186     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:35       0    189     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:37       0    189     41     38      -      -      -      -      -      -   1215   1410      0      0   7794      7      0 
 11:55:39       0    190     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:41       0    189     41     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:43       0    190     41     38      -      -      -      -      -      -   1215   1410      0      0   7794      7      0 
 11:55:45       0    191     41     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:47       0    188     42     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:49       0    190     42     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:51       0    187     42     38      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:53       0    191     42     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:55       0    191     42     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:57       0    188     42     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
 11:55:59       0    190     42     39      -      -      -      -      -      -   1215   1410      0      0   7796      7      0 
