[17:49:08] allocating 2× 128 KB buffers
[17:49:08] entering high-launch-rate memcpy loop
[17:49:08] copies=10000 rate=96998/s BW=25.4 GB/s elapsed=0.1s
[17:49:09] copies=20000 rate=96953/s BW=25.4 GB/s elapsed=0.2s
[17:49:09] copies=30000 rate=96836/s BW=25.4 GB/s elapsed=0.3s
[17:49:09] copies=40000 rate=96438/s BW=25.3 GB/s elapsed=0.4s
[17:49:09] copies=50000 rate=96246/s BW=25.2 GB/s elapsed=0.5s
[17:49:09] copies=60000 rate=95880/s BW=25.1 GB/s elapsed=0.6s
[17:49:09] copies=70000 rate=96073/s BW=25.2 GB/s elapsed=0.7s
[17:49:09] copies=80000 rate=96203/s BW=25.2 GB/s elapsed=0.8s
[17:49:09] copies=90000 rate=96111/s BW=25.2 GB/s elapsed=0.9s
[17:49:09] copies=100000 rate=96090/s BW=25.2 GB/s elapsed=1.0s
[17:49:09] copies=110000 rate=96050/s BW=25.2 GB/s elapsed=1.1s
[17:49:10] copies=120000 rate=96122/s BW=25.2 GB/s elapsed=1.2s
[17:49:10] copies=130000 rate=96186/s BW=25.2 GB/s elapsed=1.4s
[17:49:10] copies=140000 rate=96248/s BW=25.2 GB/s elapsed=1.5s
[17:49:10] copies=150000 rate=96219/s BW=25.2 GB/s elapsed=1.6s
[17:49:10] copies=160000 rate=96180/s BW=25.2 GB/s elapsed=1.7s
[17:49:10] copies=170000 rate=96256/s BW=25.2 GB/s elapsed=1.8s
[17:49:10] copies=180000 rate=96385/s BW=25.3 GB/s elapsed=1.9s
[17:49:10] copies=190000 rate=96434/s BW=25.3 GB/s elapsed=2.0s
[17:49:10] copies=200000 rate=96445/s BW=25.3 GB/s elapsed=2.1s
[17:49:10] copies=210000 rate=96428/s BW=25.3 GB/s elapsed=2.2s
[17:49:11] copies=220000 rate=96474/s BW=25.3 GB/s elapsed=2.3s
[17:49:11] copies=230000 rate=96435/s BW=25.3 GB/s elapsed=2.4s
[17:49:11] copies=240000 rate=96476/s BW=25.3 GB/s elapsed=2.5s
[17:49:11] copies=250000 rate=96480/s BW=25.3 GB/s elapsed=2.6s
[17:49:11] copies=260000 rate=96470/s BW=25.3 GB/s elapsed=2.7s
[17:49:11] copies=270000 rate=96525/s BW=25.3 GB/s elapsed=2.8s
[17:49:11] copies=280000 rate=96574/s BW=25.3 GB/s elapsed=2.9s
[17:49:11] copies=290000 rate=96616/s BW=25.3 GB/s elapsed=3.0s
[17:49:11] copies=300000 rate=96504/s BW=25.3 GB/s elapsed=3.1s
[17:49:12] copies=310000 rate=96548/s BW=25.3 GB/s elapsed=3.2s
[17:49:12] copies=320000 rate=96573/s BW=25.3 GB/s elapsed=3.3s
[17:49:12] copies=330000 rate=96607/s BW=25.3 GB/s elapsed=3.4s
[17:49:12] copies=340000 rate=96602/s BW=25.3 GB/s elapsed=3.5s
[17:49:12] copies=350000 rate=96623/s BW=25.3 GB/s elapsed=3.6s
[17:49:12] copies=360000 rate=96620/s BW=25.3 GB/s elapsed=3.7s
[17:49:12] copies=370000 rate=96657/s BW=25.3 GB/s elapsed=3.8s
[17:49:12] copies=380000 rate=96702/s BW=25.3 GB/s elapsed=3.9s
[17:49:12] copies=390000 rate=96740/s BW=25.4 GB/s elapsed=4.0s
[17:49:12] copies=400000 rate=96686/s BW=25.3 GB/s elapsed=4.1s
[17:49:13] copies=410000 rate=96719/s BW=25.4 GB/s elapsed=4.2s
[17:49:13] copies=420000 rate=96746/s BW=25.4 GB/s elapsed=4.3s
