[17:13:56] allocating 2× 128 KB buffers
[17:13:57] entering high-launch-rate memcpy loop
[17:13:57] copies=10000 rate=108300/s BW=28.4 GB/s elapsed=0.1s
[17:13:57] copies=20000 rate=108005/s BW=28.3 GB/s elapsed=0.2s
[17:13:57] copies=30000 rate=107946/s BW=28.3 GB/s elapsed=0.3s
[17:13:57] copies=40000 rate=107869/s BW=28.3 GB/s elapsed=0.4s
[17:13:57] copies=50000 rate=107084/s BW=28.1 GB/s elapsed=0.5s
[17:13:57] copies=60000 rate=106976/s BW=28.0 GB/s elapsed=0.6s
[17:13:57] copies=70000 rate=107325/s BW=28.1 GB/s elapsed=0.7s
[17:13:57] copies=80000 rate=107032/s BW=28.1 GB/s elapsed=0.7s
[17:13:58] copies=90000 rate=107131/s BW=28.1 GB/s elapsed=0.8s
[17:13:58] copies=100000 rate=107091/s BW=28.1 GB/s elapsed=0.9s
[17:13:58] copies=110000 rate=106802/s BW=28.0 GB/s elapsed=1.0s
[17:13:58] copies=120000 rate=106812/s BW=28.0 GB/s elapsed=1.1s
[17:13:58] copies=130000 rate=106852/s BW=28.0 GB/s elapsed=1.2s
[17:13:58] copies=140000 rate=106892/s BW=28.0 GB/s elapsed=1.3s
[17:13:58] copies=150000 rate=106900/s BW=28.0 GB/s elapsed=1.4s
[17:13:58] copies=160000 rate=106815/s BW=28.0 GB/s elapsed=1.5s
[17:13:58] copies=170000 rate=106861/s BW=28.0 GB/s elapsed=1.6s
[17:13:58] copies=180000 rate=106904/s BW=28.0 GB/s elapsed=1.7s
[17:13:58] copies=190000 rate=106914/s BW=28.0 GB/s elapsed=1.8s
[17:13:59] copies=200000 rate=106912/s BW=28.0 GB/s elapsed=1.9s
[17:13:59] copies=210000 rate=106854/s BW=28.0 GB/s elapsed=2.0s
[17:13:59] copies=220000 rate=106869/s BW=28.0 GB/s elapsed=2.1s
[17:13:59] copies=230000 rate=106832/s BW=28.0 GB/s elapsed=2.2s
[17:13:59] copies=240000 rate=106820/s BW=28.0 GB/s elapsed=2.2s
