[17:50:22] allocating 2× 128 KB buffers
[17:50:22] entering high-launch-rate memcpy loop
[17:50:22] copies=10000 rate=103419/s BW=27.1 GB/s elapsed=0.1s
[17:50:23] copies=20000 rate=103883/s BW=27.2 GB/s elapsed=0.2s
[17:50:23] copies=30000 rate=104009/s BW=27.3 GB/s elapsed=0.3s
[17:50:23] copies=40000 rate=103565/s BW=27.1 GB/s elapsed=0.4s
[17:50:23] copies=50000 rate=103597/s BW=27.2 GB/s elapsed=0.5s
[17:50:23] copies=60000 rate=103135/s BW=27.0 GB/s elapsed=0.6s
[17:50:23] copies=70000 rate=103456/s BW=27.1 GB/s elapsed=0.7s
[17:50:23] copies=80000 rate=103771/s BW=27.2 GB/s elapsed=0.8s
[17:50:23] copies=90000 rate=103759/s BW=27.2 GB/s elapsed=0.9s
[17:50:23] copies=100000 rate=103831/s BW=27.2 GB/s elapsed=1.0s
[17:50:23] copies=110000 rate=103861/s BW=27.2 GB/s elapsed=1.1s
[17:50:23] copies=120000 rate=103960/s BW=27.3 GB/s elapsed=1.2s
[17:50:24] copies=130000 rate=103973/s BW=27.3 GB/s elapsed=1.3s
[17:50:24] copies=140000 rate=104087/s BW=27.3 GB/s elapsed=1.3s
[17:50:24] copies=150000 rate=104059/s BW=27.3 GB/s elapsed=1.4s
[17:50:24] copies=160000 rate=104006/s BW=27.3 GB/s elapsed=1.5s
[17:50:24] copies=170000 rate=104055/s BW=27.3 GB/s elapsed=1.6s
[17:50:24] copies=180000 rate=104060/s BW=27.3 GB/s elapsed=1.7s
[17:50:24] copies=190000 rate=104249/s BW=27.3 GB/s elapsed=1.8s
[17:50:24] copies=200000 rate=104344/s BW=27.4 GB/s elapsed=1.9s
[17:50:24] copies=210000 rate=104298/s BW=27.3 GB/s elapsed=2.0s
[17:50:24] copies=220000 rate=104358/s BW=27.4 GB/s elapsed=2.1s
[17:50:25] copies=230000 rate=104415/s BW=27.4 GB/s elapsed=2.2s
[17:50:25] copies=240000 rate=104400/s BW=27.4 GB/s elapsed=2.3s
[17:50:25] copies=250000 rate=104440/s BW=27.4 GB/s elapsed=2.4s
[17:50:25] copies=260000 rate=104457/s BW=27.4 GB/s elapsed=2.5s
[17:50:25] copies=270000 rate=104532/s BW=27.4 GB/s elapsed=2.6s
[17:50:25] copies=280000 rate=104588/s BW=27.4 GB/s elapsed=2.7s
[17:50:25] copies=290000 rate=104652/s BW=27.4 GB/s elapsed=2.8s
[17:50:25] copies=300000 rate=104592/s BW=27.4 GB/s elapsed=2.9s
[17:50:25] copies=310000 rate=104665/s BW=27.4 GB/s elapsed=3.0s
[17:50:25] copies=320000 rate=104654/s BW=27.4 GB/s elapsed=3.1s
[17:50:25] copies=330000 rate=104655/s BW=27.4 GB/s elapsed=3.2s
[17:50:26] copies=340000 rate=104658/s BW=27.4 GB/s elapsed=3.2s
[17:50:26] copies=350000 rate=104672/s BW=27.4 GB/s elapsed=3.3s
[17:50:26] copies=360000 rate=104656/s BW=27.4 GB/s elapsed=3.4s
[17:50:26] copies=370000 rate=104677/s BW=27.4 GB/s elapsed=3.5s
[17:50:26] copies=380000 rate=104734/s BW=27.5 GB/s elapsed=3.6s
[17:50:26] copies=390000 rate=104774/s BW=27.5 GB/s elapsed=3.7s
[17:50:26] copies=400000 rate=104727/s BW=27.5 GB/s elapsed=3.8s
[17:50:26] copies=410000 rate=104774/s BW=27.5 GB/s elapsed=3.9s
[17:50:26] copies=420000 rate=104806/s BW=27.5 GB/s elapsed=4.0s
[17:50:26] copies=430000 rate=104829/s BW=27.5 GB/s elapsed=4.1s
[17:50:27] copies=440000 rate=104854/s BW=27.5 GB/s elapsed=4.2s
[17:50:27] copies=450000 rate=104883/s BW=27.5 GB/s elapsed=4.3s
[17:50:27] copies=460000 rate=104869/s BW=27.5 GB/s elapsed=4.4s
[17:50:27] copies=470000 rate=104892/s BW=27.5 GB/s elapsed=4.5s
[17:50:27] copies=480000 rate=104917/s BW=27.5 GB/s elapsed=4.6s
[17:50:27] copies=490000 rate=104938/s BW=27.5 GB/s elapsed=4.7s
[17:50:27] copies=500000 rate=104911/s BW=27.5 GB/s elapsed=4.8s
[17:50:27] copies=510000 rate=104940/s BW=27.5 GB/s elapsed=4.9s
[17:50:27] copies=520000 rate=104961/s BW=27.5 GB/s elapsed=5.0s
[17:50:27] copies=530000 rate=104981/s BW=27.5 GB/s elapsed=5.0s
[17:50:27] copies=540000 rate=105005/s BW=27.5 GB/s elapsed=5.1s
[17:50:28] copies=550000 rate=105035/s BW=27.5 GB/s elapsed=5.2s
[17:50:28] copies=560000 rate=105027/s BW=27.5 GB/s elapsed=5.3s
[17:50:28] copies=570000 rate=105045/s BW=27.5 GB/s elapsed=5.4s
[17:50:28] copies=580000 rate=105064/s BW=27.5 GB/s elapsed=5.5s
[17:50:28] copies=590000 rate=105082/s BW=27.5 GB/s elapsed=5.6s
[17:50:28] copies=600000 rate=105066/s BW=27.5 GB/s elapsed=5.7s
[17:50:28] copies=610000 rate=105094/s BW=27.5 GB/s elapsed=5.8s
[17:50:28] copies=620000 rate=105113/s BW=27.6 GB/s elapsed=5.9s
[17:50:28] copies=630000 rate=105134/s BW=27.6 GB/s elapsed=6.0s
[17:50:28] copies=640000 rate=105152/s BW=27.6 GB/s elapsed=6.1s
[17:50:29] copies=650000 rate=105159/s BW=27.6 GB/s elapsed=6.2s
[17:50:29] copies=660000 rate=105121/s BW=27.6 GB/s elapsed=6.3s
[17:50:29] copies=670000 rate=105120/s BW=27.6 GB/s elapsed=6.4s
[17:50:29] copies=680000 rate=105146/s BW=27.6 GB/s elapsed=6.5s
[17:50:29] copies=690000 rate=105178/s BW=27.6 GB/s elapsed=6.6s
[17:50:29] copies=700000 rate=105176/s BW=27.6 GB/s elapsed=6.7s
[17:50:29] copies=710000 rate=105167/s BW=27.6 GB/s elapsed=6.8s
[17:50:29] copies=720000 rate=105186/s BW=27.6 GB/s elapsed=6.8s
[17:50:29] copies=730000 rate=105206/s BW=27.6 GB/s elapsed=6.9s
[17:50:29] copies=740000 rate=105226/s BW=27.6 GB/s elapsed=7.0s
[17:50:29] copies=750000 rate=105247/s BW=27.6 GB/s elapsed=7.1s
[17:50:30] copies=760000 rate=105237/s BW=27.6 GB/s elapsed=7.2s
[17:50:30] copies=770000 rate=105248/s BW=27.6 GB/s elapsed=7.3s
[17:50:30] copies=780000 rate=105260/s BW=27.6 GB/s elapsed=7.4s
[17:50:30] copies=790000 rate=105272/s BW=27.6 GB/s elapsed=7.5s
[17:50:30] copies=800000 rate=105253/s BW=27.6 GB/s elapsed=7.6s
[17:50:30] copies=810000 rate=105266/s BW=27.6 GB/s elapsed=7.7s
[17:50:30] copies=820000 rate=105278/s BW=27.6 GB/s elapsed=7.8s
[17:50:30] copies=830000 rate=105292/s BW=27.6 GB/s elapsed=7.9s
[17:50:30] copies=840000 rate=105308/s BW=27.6 GB/s elapsed=8.0s
[17:50:30] copies=850000 rate=105317/s BW=27.6 GB/s elapsed=8.1s
[17:50:30] copies=860000 rate=105285/s BW=27.6 GB/s elapsed=8.2s
[17:50:31] copies=870000 rate=105300/s BW=27.6 GB/s elapsed=8.3s
[17:50:31] copies=880000 rate=105312/s BW=27.6 GB/s elapsed=8.4s
[17:50:31] copies=890000 rate=105326/s BW=27.6 GB/s elapsed=8.4s
[17:50:31] copies=900000 rate=105321/s BW=27.6 GB/s elapsed=8.5s
[17:50:31] copies=910000 rate=105334/s BW=27.6 GB/s elapsed=8.6s
[17:50:31] copies=920000 rate=105346/s BW=27.6 GB/s elapsed=8.7s
[17:50:31] copies=930000 rate=105356/s BW=27.6 GB/s elapsed=8.8s
[17:50:31] copies=940000 rate=105373/s BW=27.6 GB/s elapsed=8.9s
[17:50:31] copies=950000 rate=105394/s BW=27.6 GB/s elapsed=9.0s
[17:50:31] copies=960000 rate=105386/s BW=27.6 GB/s elapsed=9.1s
[17:50:32] copies=970000 rate=105398/s BW=27.6 GB/s elapsed=9.2s
[17:50:32] copies=980000 rate=105411/s BW=27.6 GB/s elapsed=9.3s
[17:50:32] copies=990000 rate=105423/s BW=27.6 GB/s elapsed=9.4s
[17:50:32] copies=1000000 rate=105415/s BW=27.6 GB/s elapsed=9.5s
[17:50:32] copies=1010000 rate=105425/s BW=27.6 GB/s elapsed=9.6s
[17:50:32] copies=1020000 rate=105436/s BW=27.6 GB/s elapsed=9.7s
[17:50:32] copies=1030000 rate=105447/s BW=27.6 GB/s elapsed=9.8s
[17:50:32] copies=1040000 rate=105453/s BW=27.6 GB/s elapsed=9.9s
[17:50:32] copies=1050000 rate=105453/s BW=27.6 GB/s elapsed=10.0s
[17:50:32] copies=1060000 rate=105459/s BW=27.6 GB/s elapsed=10.1s
[17:50:32] copies=1070000 rate=105467/s BW=27.6 GB/s elapsed=10.1s
[17:50:33] copies=1080000 rate=105476/s BW=27.6 GB/s elapsed=10.2s
[17:50:33] copies=1090000 rate=105480/s BW=27.7 GB/s elapsed=10.3s
[17:50:33] copies=1100000 rate=105464/s BW=27.6 GB/s elapsed=10.4s
[17:50:33] copies=1110000 rate=105462/s BW=27.6 GB/s elapsed=10.5s
[17:50:33] copies=1120000 rate=105460/s BW=27.6 GB/s elapsed=10.6s
[17:50:33] copies=1130000 rate=105458/s BW=27.6 GB/s elapsed=10.7s
[17:50:33] copies=1140000 rate=105455/s BW=27.6 GB/s elapsed=10.8s
[17:50:33] copies=1150000 rate=105453/s BW=27.6 GB/s elapsed=10.9s
[17:50:33] copies=1160000 rate=105462/s BW=27.6 GB/s elapsed=11.0s
[17:50:33] copies=1170000 rate=105472/s BW=27.6 GB/s elapsed=11.1s
[17:50:34] copies=1180000 rate=105482/s BW=27.7 GB/s elapsed=11.2s
[17:50:34] copies=1190000 rate=105490/s BW=27.7 GB/s elapsed=11.3s
[17:50:34] copies=1200000 rate=105464/s BW=27.6 GB/s elapsed=11.4s
[17:50:34] copies=1210000 rate=105453/s BW=27.6 GB/s elapsed=11.5s
[17:50:34] copies=1220000 rate=105459/s BW=27.6 GB/s elapsed=11.6s
[17:50:34] copies=1230000 rate=105471/s BW=27.6 GB/s elapsed=11.7s
[17:50:34] copies=1240000 rate=105476/s BW=27.6 GB/s elapsed=11.8s
[17:50:34] copies=1250000 rate=105471/s BW=27.6 GB/s elapsed=11.9s
[17:50:34] copies=1260000 rate=105478/s BW=27.7 GB/s elapsed=11.9s
