[18:48:59] allocating 2× 128 KB buffers
[18:49:00] entering high-launch-rate memcpy loop
[18:49:00] copies=10000 rate=101418/s BW=26.6 GB/s elapsed=0.1s
[18:49:00] copies=20000 rate=100995/s BW=26.5 GB/s elapsed=0.2s
[18:49:00] copies=30000 rate=101003/s BW=26.5 GB/s elapsed=0.3s
[18:49:00] copies=40000 rate=100973/s BW=26.5 GB/s elapsed=0.4s
[18:49:00] copies=50000 rate=100622/s BW=26.4 GB/s elapsed=0.5s
[18:49:00] copies=60000 rate=100384/s BW=26.3 GB/s elapsed=0.6s
[18:49:00] copies=70000 rate=100221/s BW=26.3 GB/s elapsed=0.7s
[18:49:00] copies=80000 rate=100346/s BW=26.3 GB/s elapsed=0.8s
[18:49:01] copies=90000 rate=100456/s BW=26.3 GB/s elapsed=0.9s
[18:49:01] copies=100000 rate=100291/s BW=26.3 GB/s elapsed=1.0s
[18:49:01] copies=110000 rate=100180/s BW=26.3 GB/s elapsed=1.1s
[18:49:01] copies=120000 rate=100225/s BW=26.3 GB/s elapsed=1.2s
[18:49:01] copies=130000 rate=100269/s BW=26.3 GB/s elapsed=1.3s
[18:49:01] copies=140000 rate=100322/s BW=26.3 GB/s elapsed=1.4s
[18:49:01] copies=150000 rate=100315/s BW=26.3 GB/s elapsed=1.5s
[18:49:01] copies=160000 rate=100255/s BW=26.3 GB/s elapsed=1.6s
[18:49:01] copies=170000 rate=100302/s BW=26.3 GB/s elapsed=1.7s
[18:49:01] copies=180000 rate=100328/s BW=26.3 GB/s elapsed=1.8s
[18:49:02] copies=190000 rate=100371/s BW=26.3 GB/s elapsed=1.9s
[18:49:02] copies=200000 rate=100366/s BW=26.3 GB/s elapsed=2.0s
[18:49:02] copies=210000 rate=100245/s BW=26.3 GB/s elapsed=2.1s
[18:49:02] copies=220000 rate=100227/s BW=26.3 GB/s elapsed=2.2s
[18:49:02] copies=230000 rate=100213/s BW=26.3 GB/s elapsed=2.3s
[18:49:02] copies=240000 rate=100088/s BW=26.2 GB/s elapsed=2.4s
[18:49:02] copies=250000 rate=100154/s BW=26.3 GB/s elapsed=2.5s
[18:49:02] copies=260000 rate=100160/s BW=26.3 GB/s elapsed=2.6s
[18:49:02] copies=270000 rate=100223/s BW=26.3 GB/s elapsed=2.7s
[18:49:02] copies=280000 rate=100270/s BW=26.3 GB/s elapsed=2.8s
[18:49:03] copies=290000 rate=100314/s BW=26.3 GB/s elapsed=2.9s
[18:49:03] copies=300000 rate=100233/s BW=26.3 GB/s elapsed=3.0s
[18:49:03] copies=310000 rate=100288/s BW=26.3 GB/s elapsed=3.1s
[18:49:03] copies=320000 rate=100271/s BW=26.3 GB/s elapsed=3.2s
[18:49:03] copies=330000 rate=100282/s BW=26.3 GB/s elapsed=3.3s
[18:49:03] copies=340000 rate=100292/s BW=26.3 GB/s elapsed=3.4s
[18:49:03] copies=350000 rate=100317/s BW=26.3 GB/s elapsed=3.5s
[18:49:03] copies=360000 rate=100281/s BW=26.3 GB/s elapsed=3.6s
[18:49:03] copies=370000 rate=100350/s BW=26.3 GB/s elapsed=3.7s
[18:49:03] copies=380000 rate=100384/s BW=26.3 GB/s elapsed=3.8s
[18:49:04] copies=390000 rate=100423/s BW=26.3 GB/s elapsed=3.9s
[18:49:04] copies=400000 rate=100368/s BW=26.3 GB/s elapsed=4.0s
[18:49:04] copies=410000 rate=100405/s BW=26.3 GB/s elapsed=4.1s
[18:49:04] copies=420000 rate=100421/s BW=26.3 GB/s elapsed=4.2s
[18:49:04] copies=430000 rate=100436/s BW=26.3 GB/s elapsed=4.3s
