[17:15:02] allocating 2× 128 KB buffers
[17:15:03] entering high-launch-rate memcpy loop
[17:15:03] copies=10000 rate=103625/s BW=27.2 GB/s elapsed=0.1s
[17:15:03] copies=20000 rate=103414/s BW=27.1 GB/s elapsed=0.2s
[17:15:03] copies=30000 rate=102986/s BW=27.0 GB/s elapsed=0.3s
[17:15:03] copies=40000 rate=102785/s BW=26.9 GB/s elapsed=0.4s
[17:15:03] copies=50000 rate=102117/s BW=26.8 GB/s elapsed=0.5s
[17:15:03] copies=60000 rate=102137/s BW=26.8 GB/s elapsed=0.6s
[17:15:04] copies=70000 rate=102410/s BW=26.8 GB/s elapsed=0.7s
[17:15:04] copies=80000 rate=102167/s BW=26.8 GB/s elapsed=0.8s
[17:15:04] copies=90000 rate=102169/s BW=26.8 GB/s elapsed=0.9s
[17:15:04] copies=100000 rate=101959/s BW=26.7 GB/s elapsed=1.0s
[17:15:04] copies=110000 rate=101909/s BW=26.7 GB/s elapsed=1.1s
[17:15:04] copies=120000 rate=101960/s BW=26.7 GB/s elapsed=1.2s
[17:15:04] copies=130000 rate=102005/s BW=26.7 GB/s elapsed=1.3s
[17:15:04] copies=140000 rate=102066/s BW=26.8 GB/s elapsed=1.4s
[17:15:04] copies=150000 rate=102056/s BW=26.8 GB/s elapsed=1.5s
[17:15:04] copies=160000 rate=101988/s BW=26.7 GB/s elapsed=1.6s
[17:15:05] copies=170000 rate=102029/s BW=26.7 GB/s elapsed=1.7s
[17:15:05] copies=180000 rate=102054/s BW=26.8 GB/s elapsed=1.8s
[17:15:05] copies=190000 rate=102092/s BW=26.8 GB/s elapsed=1.9s
[17:15:05] copies=200000 rate=102082/s BW=26.8 GB/s elapsed=2.0s
[17:15:05] copies=210000 rate=102033/s BW=26.7 GB/s elapsed=2.1s
[17:15:05] copies=220000 rate=101953/s BW=26.7 GB/s elapsed=2.2s
[17:15:05] copies=230000 rate=101995/s BW=26.7 GB/s elapsed=2.3s
