[16:53:31] allocating 2× 128 KB buffers
[16:53:32] entering high-launch-rate memcpy loop
[16:53:32] copies=10000 rate=92380/s BW=24.2 GB/s elapsed=0.1s
[16:53:32] copies=20000 rate=95186/s BW=25.0 GB/s elapsed=0.2s
[16:53:32] copies=30000 rate=97175/s BW=25.5 GB/s elapsed=0.3s
[16:53:32] copies=40000 rate=97751/s BW=25.6 GB/s elapsed=0.4s
[16:53:32] copies=50000 rate=98635/s BW=25.9 GB/s elapsed=0.5s
[16:53:32] copies=60000 rate=99175/s BW=26.0 GB/s elapsed=0.6s
[16:53:32] copies=70000 rate=99426/s BW=26.1 GB/s elapsed=0.7s
[16:53:32] copies=80000 rate=99839/s BW=26.2 GB/s elapsed=0.8s
[16:53:32] copies=90000 rate=99903/s BW=26.2 GB/s elapsed=0.9s
[16:53:33] copies=100000 rate=100068/s BW=26.2 GB/s elapsed=1.0s
[16:53:33] copies=110000 rate=100162/s BW=26.3 GB/s elapsed=1.1s
[16:53:33] copies=120000 rate=100330/s BW=26.3 GB/s elapsed=1.2s
[16:53:33] copies=130000 rate=100511/s BW=26.3 GB/s elapsed=1.3s
[16:53:33] copies=140000 rate=100614/s BW=26.4 GB/s elapsed=1.4s
[16:53:33] copies=150000 rate=100643/s BW=26.4 GB/s elapsed=1.5s
[16:53:33] copies=160000 rate=100628/s BW=26.4 GB/s elapsed=1.6s
[16:53:33] copies=170000 rate=100823/s BW=26.4 GB/s elapsed=1.7s
[16:53:33] copies=180000 rate=100960/s BW=26.5 GB/s elapsed=1.8s
[16:53:33] copies=190000 rate=101078/s BW=26.5 GB/s elapsed=1.9s
[16:53:33] copies=200000 rate=101137/s BW=26.5 GB/s elapsed=2.0s
[16:53:34] copies=210000 rate=101138/s BW=26.5 GB/s elapsed=2.1s
[16:53:34] copies=220000 rate=101213/s BW=26.5 GB/s elapsed=2.2s
[16:53:34] copies=230000 rate=101320/s BW=26.6 GB/s elapsed=2.3s
[16:53:34] copies=240000 rate=101325/s BW=26.6 GB/s elapsed=2.4s
[16:53:34] copies=250000 rate=101358/s BW=26.6 GB/s elapsed=2.5s
[16:53:34] copies=260000 rate=101387/s BW=26.6 GB/s elapsed=2.6s
[16:53:34] copies=270000 rate=101469/s BW=26.6 GB/s elapsed=2.7s
[16:53:34] copies=280000 rate=101538/s BW=26.6 GB/s elapsed=2.8s
[16:53:34] copies=290000 rate=101608/s BW=26.6 GB/s elapsed=2.9s
[16:53:34] copies=300000 rate=100926/s BW=26.5 GB/s elapsed=3.0s
[16:53:35] copies=310000 rate=101095/s BW=26.5 GB/s elapsed=3.1s
[16:53:35] copies=320000 rate=101184/s BW=26.5 GB/s elapsed=3.2s
[16:53:35] copies=330000 rate=101276/s BW=26.5 GB/s elapsed=3.3s
[16:53:35] copies=340000 rate=101363/s BW=26.6 GB/s elapsed=3.4s
