[16:52:35] allocating 2× 128 KB buffers
[16:52:36] entering high-launch-rate memcpy loop
[16:52:36] copies=10000 rate=99281/s BW=26.0 GB/s elapsed=0.1s
[16:52:36] copies=20000 rate=98218/s BW=25.7 GB/s elapsed=0.2s
[16:52:36] copies=30000 rate=98515/s BW=25.8 GB/s elapsed=0.3s
[16:52:36] copies=40000 rate=98051/s BW=25.7 GB/s elapsed=0.4s
[16:52:37] copies=50000 rate=97847/s BW=25.6 GB/s elapsed=0.5s
[16:52:37] copies=60000 rate=97657/s BW=25.6 GB/s elapsed=0.6s
[16:52:37] copies=70000 rate=97543/s BW=25.6 GB/s elapsed=0.7s
[16:52:37] copies=80000 rate=97741/s BW=25.6 GB/s elapsed=0.8s
[16:52:37] copies=90000 rate=97742/s BW=25.6 GB/s elapsed=0.9s
[16:52:37] copies=100000 rate=97705/s BW=25.6 GB/s elapsed=1.0s
[16:52:37] copies=110000 rate=97571/s BW=25.6 GB/s elapsed=1.1s
[16:52:37] copies=120000 rate=97639/s BW=25.6 GB/s elapsed=1.2s
[16:52:37] copies=130000 rate=97673/s BW=25.6 GB/s elapsed=1.3s
[16:52:38] copies=140000 rate=97690/s BW=25.6 GB/s elapsed=1.4s
[16:52:38] copies=150000 rate=97660/s BW=25.6 GB/s elapsed=1.5s
[16:52:38] copies=160000 rate=97557/s BW=25.6 GB/s elapsed=1.6s
[16:52:38] copies=170000 rate=97582/s BW=25.6 GB/s elapsed=1.7s
[16:52:38] copies=180000 rate=97622/s BW=25.6 GB/s elapsed=1.8s
[16:52:38] copies=190000 rate=97633/s BW=25.6 GB/s elapsed=1.9s
[16:52:38] copies=200000 rate=97719/s BW=25.6 GB/s elapsed=2.0s
[16:52:38] copies=210000 rate=97639/s BW=25.6 GB/s elapsed=2.2s
[16:52:38] copies=220000 rate=97669/s BW=25.6 GB/s elapsed=2.3s
[16:52:38] copies=230000 rate=97644/s BW=25.6 GB/s elapsed=2.4s
[16:52:39] copies=240000 rate=97675/s BW=25.6 GB/s elapsed=2.5s
[16:52:39] copies=250000 rate=97646/s BW=25.6 GB/s elapsed=2.6s
[16:52:39] copies=260000 rate=97566/s BW=25.6 GB/s elapsed=2.7s
[16:52:39] copies=270000 rate=97554/s BW=25.6 GB/s elapsed=2.8s
[16:52:39] copies=280000 rate=97544/s BW=25.6 GB/s elapsed=2.9s
[16:52:39] copies=290000 rate=97529/s BW=25.6 GB/s elapsed=3.0s
[16:52:39] copies=300000 rate=97386/s BW=25.5 GB/s elapsed=3.1s
[16:52:39] copies=310000 rate=97342/s BW=25.5 GB/s elapsed=3.2s
[16:52:39] copies=320000 rate=97315/s BW=25.5 GB/s elapsed=3.3s
[16:52:39] copies=330000 rate=97293/s BW=25.5 GB/s elapsed=3.4s
[16:52:40] copies=340000 rate=97271/s BW=25.5 GB/s elapsed=3.5s
[16:52:40] copies=350000 rate=97195/s BW=25.5 GB/s elapsed=3.6s
[16:52:40] copies=360000 rate=97157/s BW=25.5 GB/s elapsed=3.7s
[16:52:40] copies=370000 rate=97170/s BW=25.5 GB/s elapsed=3.8s
[16:52:40] copies=380000 rate=97179/s BW=25.5 GB/s elapsed=3.9s
[16:52:40] copies=390000 rate=97181/s BW=25.5 GB/s elapsed=4.0s
[16:52:40] copies=400000 rate=97106/s BW=25.5 GB/s elapsed=4.1s
[16:52:40] copies=410000 rate=97122/s BW=25.5 GB/s elapsed=4.2s
[16:52:40] copies=420000 rate=97135/s BW=25.5 GB/s elapsed=4.3s
[16:52:40] copies=430000 rate=97143/s BW=25.5 GB/s elapsed=4.4s
[16:52:41] copies=440000 rate=97152/s BW=25.5 GB/s elapsed=4.5s
[16:52:41] copies=450000 rate=97150/s BW=25.5 GB/s elapsed=4.6s
[16:52:41] copies=460000 rate=97130/s BW=25.5 GB/s elapsed=4.7s
[16:52:41] copies=470000 rate=97158/s BW=25.5 GB/s elapsed=4.8s
