[19:07:58] allocating 2× 128 KB buffers
[19:07:59] entering high-launch-rate memcpy loop
[19:07:59] copies=10000 rate=100911/s BW=26.5 GB/s elapsed=0.1s
[19:07:59] copies=20000 rate=101323/s BW=26.6 GB/s elapsed=0.2s
[19:07:59] copies=30000 rate=101027/s BW=26.5 GB/s elapsed=0.3s
[19:07:59] copies=40000 rate=100987/s BW=26.5 GB/s elapsed=0.4s
[19:07:59] copies=50000 rate=100436/s BW=26.3 GB/s elapsed=0.5s
[19:07:59] copies=60000 rate=100587/s BW=26.4 GB/s elapsed=0.6s
[19:07:59] copies=70000 rate=100887/s BW=26.4 GB/s elapsed=0.7s
[19:08:00] copies=80000 rate=100871/s BW=26.4 GB/s elapsed=0.8s
[19:08:00] copies=90000 rate=101122/s BW=26.5 GB/s elapsed=0.9s
[19:08:00] copies=100000 rate=101017/s BW=26.5 GB/s elapsed=1.0s
[19:08:00] copies=110000 rate=100935/s BW=26.5 GB/s elapsed=1.1s
[19:08:00] copies=120000 rate=101023/s BW=26.5 GB/s elapsed=1.2s
[19:08:00] copies=130000 rate=101115/s BW=26.5 GB/s elapsed=1.3s
[19:08:00] copies=140000 rate=101221/s BW=26.5 GB/s elapsed=1.4s
[19:08:00] copies=150000 rate=101243/s BW=26.5 GB/s elapsed=1.5s
[19:08:00] copies=160000 rate=101188/s BW=26.5 GB/s elapsed=1.6s
[19:08:00] copies=170000 rate=101249/s BW=26.5 GB/s elapsed=1.7s
[19:08:00] copies=180000 rate=101281/s BW=26.6 GB/s elapsed=1.8s
[19:08:01] copies=190000 rate=101349/s BW=26.6 GB/s elapsed=1.9s
[19:08:01] copies=200000 rate=101354/s BW=26.6 GB/s elapsed=2.0s
[19:08:01] copies=210000 rate=101318/s BW=26.6 GB/s elapsed=2.1s
[19:08:01] copies=220000 rate=101280/s BW=26.5 GB/s elapsed=2.2s
[19:08:01] copies=230000 rate=101278/s BW=26.5 GB/s elapsed=2.3s
[19:08:01] copies=240000 rate=101293/s BW=26.6 GB/s elapsed=2.4s
[19:08:01] copies=250000 rate=101249/s BW=26.5 GB/s elapsed=2.5s
[19:08:01] copies=260000 rate=101203/s BW=26.5 GB/s elapsed=2.6s
[19:08:01] copies=270000 rate=101230/s BW=26.5 GB/s elapsed=2.7s
[19:08:01] copies=280000 rate=101243/s BW=26.5 GB/s elapsed=2.8s
[19:08:02] copies=290000 rate=101278/s BW=26.5 GB/s elapsed=2.9s
[19:08:02] copies=300000 rate=101205/s BW=26.5 GB/s elapsed=3.0s
[19:08:02] copies=310000 rate=101247/s BW=26.5 GB/s elapsed=3.1s
[19:08:02] copies=320000 rate=101262/s BW=26.5 GB/s elapsed=3.2s
[19:08:02] copies=330000 rate=101259/s BW=26.5 GB/s elapsed=3.3s
[19:08:02] copies=340000 rate=101270/s BW=26.5 GB/s elapsed=3.4s
[19:08:02] copies=350000 rate=101276/s BW=26.5 GB/s elapsed=3.5s
[19:08:02] copies=360000 rate=101252/s BW=26.5 GB/s elapsed=3.6s
[19:08:02] copies=370000 rate=101242/s BW=26.5 GB/s elapsed=3.7s
[19:08:02] copies=380000 rate=101281/s BW=26.6 GB/s elapsed=3.8s
[19:08:03] copies=390000 rate=101295/s BW=26.6 GB/s elapsed=3.9s
[19:08:03] copies=400000 rate=101234/s BW=26.5 GB/s elapsed=4.0s
[19:08:03] copies=410000 rate=101270/s BW=26.5 GB/s elapsed=4.0s
[19:08:03] copies=420000 rate=101294/s BW=26.6 GB/s elapsed=4.1s
[19:08:03] copies=430000 rate=101316/s BW=26.6 GB/s elapsed=4.2s
[19:08:03] copies=440000 rate=101332/s BW=26.6 GB/s elapsed=4.3s
[19:08:03] copies=450000 rate=101347/s BW=26.6 GB/s elapsed=4.4s
[19:08:03] copies=460000 rate=101323/s BW=26.6 GB/s elapsed=4.5s
[19:08:03] copies=470000 rate=101337/s BW=26.6 GB/s elapsed=4.6s
[19:08:03] copies=480000 rate=101353/s BW=26.6 GB/s elapsed=4.7s
[19:08:04] copies=490000 rate=101368/s BW=26.6 GB/s elapsed=4.8s
[19:08:04] copies=500000 rate=101339/s BW=26.6 GB/s elapsed=4.9s
[19:08:04] copies=510000 rate=101358/s BW=26.6 GB/s elapsed=5.0s
[19:08:04] copies=520000 rate=101364/s BW=26.6 GB/s elapsed=5.1s
[19:08:04] copies=530000 rate=101377/s BW=26.6 GB/s elapsed=5.2s
[19:08:04] copies=540000 rate=101391/s BW=26.6 GB/s elapsed=5.3s
[19:08:04] copies=550000 rate=101411/s BW=26.6 GB/s elapsed=5.4s
[19:08:04] copies=560000 rate=101391/s BW=26.6 GB/s elapsed=5.5s
[19:08:04] copies=570000 rate=101401/s BW=26.6 GB/s elapsed=5.6s
[19:08:04] copies=580000 rate=101408/s BW=26.6 GB/s elapsed=5.7s
[19:08:05] copies=590000 rate=101420/s BW=26.6 GB/s elapsed=5.8s
[19:08:05] copies=600000 rate=101399/s BW=26.6 GB/s elapsed=5.9s
[19:08:05] copies=610000 rate=101410/s BW=26.6 GB/s elapsed=6.0s
[19:08:05] copies=620000 rate=101421/s BW=26.6 GB/s elapsed=6.1s
[19:08:05] copies=630000 rate=101429/s BW=26.6 GB/s elapsed=6.2s
[19:08:05] copies=640000 rate=101435/s BW=26.6 GB/s elapsed=6.3s
[19:08:05] copies=650000 rate=101434/s BW=26.6 GB/s elapsed=6.4s
[19:08:05] copies=660000 rate=101412/s BW=26.6 GB/s elapsed=6.5s
[19:08:05] copies=670000 rate=101426/s BW=26.6 GB/s elapsed=6.6s
[19:08:05] copies=680000 rate=101438/s BW=26.6 GB/s elapsed=6.7s
[19:08:06] copies=690000 rate=101449/s BW=26.6 GB/s elapsed=6.8s
[19:08:06] copies=700000 rate=101404/s BW=26.6 GB/s elapsed=6.9s
[19:08:06] copies=710000 rate=101411/s BW=26.6 GB/s elapsed=7.0s
[19:08:06] copies=720000 rate=101417/s BW=26.6 GB/s elapsed=7.1s
[19:08:06] copies=730000 rate=101418/s BW=26.6 GB/s elapsed=7.2s
[19:08:06] copies=740000 rate=101421/s BW=26.6 GB/s elapsed=7.3s
[19:08:06] copies=750000 rate=101432/s BW=26.6 GB/s elapsed=7.4s
[19:08:06] copies=760000 rate=101408/s BW=26.6 GB/s elapsed=7.5s
[19:08:06] copies=770000 rate=101412/s BW=26.6 GB/s elapsed=7.6s
[19:08:06] copies=780000 rate=101420/s BW=26.6 GB/s elapsed=7.7s
[19:08:07] copies=790000 rate=101426/s BW=26.6 GB/s elapsed=7.8s
[19:08:07] copies=800000 rate=101412/s BW=26.6 GB/s elapsed=7.9s
