[18:46:17] allocating 2× 128 KB buffers
[18:46:18] entering high-launch-rate memcpy loop
[18:46:18] copies=10000 rate=98505/s BW=25.8 GB/s elapsed=0.1s
[18:46:18] copies=20000 rate=97867/s BW=25.7 GB/s elapsed=0.2s
[18:46:18] copies=30000 rate=97755/s BW=25.6 GB/s elapsed=0.3s
[18:46:18] copies=40000 rate=97673/s BW=25.6 GB/s elapsed=0.4s
[18:46:19] copies=50000 rate=96913/s BW=25.4 GB/s elapsed=0.5s
[18:46:19] copies=60000 rate=96758/s BW=25.4 GB/s elapsed=0.6s
[18:46:19] copies=70000 rate=96484/s BW=25.3 GB/s elapsed=0.7s
[18:46:19] copies=80000 rate=96577/s BW=25.3 GB/s elapsed=0.8s
[18:46:19] copies=90000 rate=96644/s BW=25.3 GB/s elapsed=0.9s
[18:46:19] copies=100000 rate=96439/s BW=25.3 GB/s elapsed=1.0s
[18:46:19] copies=110000 rate=96359/s BW=25.3 GB/s elapsed=1.1s
[18:46:19] copies=120000 rate=96428/s BW=25.3 GB/s elapsed=1.2s
[18:46:19] copies=130000 rate=96499/s BW=25.3 GB/s elapsed=1.3s
[18:46:19] copies=140000 rate=96549/s BW=25.3 GB/s elapsed=1.5s
[18:46:20] copies=150000 rate=96547/s BW=25.3 GB/s elapsed=1.6s
[18:46:20] copies=160000 rate=96478/s BW=25.3 GB/s elapsed=1.7s
[18:46:20] copies=170000 rate=96511/s BW=25.3 GB/s elapsed=1.8s
[18:46:20] copies=180000 rate=96571/s BW=25.3 GB/s elapsed=1.9s
[18:46:20] copies=190000 rate=96618/s BW=25.3 GB/s elapsed=2.0s
[18:46:20] copies=200000 rate=96618/s BW=25.3 GB/s elapsed=2.1s
[18:46:20] copies=210000 rate=96499/s BW=25.3 GB/s elapsed=2.2s
[18:46:20] copies=220000 rate=96496/s BW=25.3 GB/s elapsed=2.3s
[18:46:20] copies=230000 rate=96496/s BW=25.3 GB/s elapsed=2.4s
[18:46:20] copies=240000 rate=96457/s BW=25.3 GB/s elapsed=2.5s
[18:46:21] copies=250000 rate=96415/s BW=25.3 GB/s elapsed=2.6s
[18:46:21] copies=260000 rate=96374/s BW=25.3 GB/s elapsed=2.7s
[18:46:21] copies=270000 rate=96400/s BW=25.3 GB/s elapsed=2.8s
[18:46:21] copies=280000 rate=96424/s BW=25.3 GB/s elapsed=2.9s
[18:46:21] copies=290000 rate=96450/s BW=25.3 GB/s elapsed=3.0s
[18:46:21] copies=300000 rate=96325/s BW=25.3 GB/s elapsed=3.1s
[18:46:21] copies=310000 rate=96321/s BW=25.3 GB/s elapsed=3.2s
[18:46:21] copies=320000 rate=96313/s BW=25.2 GB/s elapsed=3.3s
[18:46:21] copies=330000 rate=96311/s BW=25.2 GB/s elapsed=3.4s
[18:46:22] copies=340000 rate=96303/s BW=25.2 GB/s elapsed=3.5s
[18:46:22] copies=350000 rate=96253/s BW=25.2 GB/s elapsed=3.6s
[18:46:22] copies=360000 rate=96214/s BW=25.2 GB/s elapsed=3.7s
[18:46:22] copies=370000 rate=96232/s BW=25.2 GB/s elapsed=3.8s
[18:46:22] copies=380000 rate=96247/s BW=25.2 GB/s elapsed=3.9s
[18:46:22] copies=390000 rate=96261/s BW=25.2 GB/s elapsed=4.1s
[18:46:22] copies=400000 rate=96189/s BW=25.2 GB/s elapsed=4.2s
[18:46:22] copies=410000 rate=96208/s BW=25.2 GB/s elapsed=4.3s
[18:46:22] copies=420000 rate=96229/s BW=25.2 GB/s elapsed=4.4s
[18:46:22] copies=430000 rate=96252/s BW=25.2 GB/s elapsed=4.5s
[18:46:23] copies=440000 rate=96271/s BW=25.2 GB/s elapsed=4.6s
[18:46:23] copies=450000 rate=96279/s BW=25.2 GB/s elapsed=4.7s
[18:46:23] copies=460000 rate=96250/s BW=25.2 GB/s elapsed=4.8s
[18:46:23] copies=470000 rate=96265/s BW=25.2 GB/s elapsed=4.9s
[18:46:23] copies=480000 rate=96278/s BW=25.2 GB/s elapsed=5.0s
[18:46:23] copies=490000 rate=96288/s BW=25.2 GB/s elapsed=5.1s
[18:46:23] copies=500000 rate=96249/s BW=25.2 GB/s elapsed=5.2s
[18:46:23] copies=510000 rate=96260/s BW=25.2 GB/s elapsed=5.3s
[18:46:23] copies=520000 rate=96268/s BW=25.2 GB/s elapsed=5.4s
[18:46:23] copies=530000 rate=96280/s BW=25.2 GB/s elapsed=5.5s
[18:46:24] copies=540000 rate=96292/s BW=25.2 GB/s elapsed=5.6s
[18:46:24] copies=550000 rate=96300/s BW=25.2 GB/s elapsed=5.7s
[18:46:24] copies=560000 rate=96270/s BW=25.2 GB/s elapsed=5.8s
[18:46:24] copies=570000 rate=96275/s BW=25.2 GB/s elapsed=5.9s
[18:46:24] copies=580000 rate=96284/s BW=25.2 GB/s elapsed=6.0s
[18:46:24] copies=590000 rate=96299/s BW=25.2 GB/s elapsed=6.1s
[18:46:24] copies=600000 rate=96277/s BW=25.2 GB/s elapsed=6.2s
[18:46:24] copies=610000 rate=96274/s BW=25.2 GB/s elapsed=6.3s
[18:46:24] copies=620000 rate=96273/s BW=25.2 GB/s elapsed=6.4s
[18:46:25] copies=630000 rate=96264/s BW=25.2 GB/s elapsed=6.5s
[18:46:25] copies=640000 rate=96257/s BW=25.2 GB/s elapsed=6.6s
[18:46:25] copies=650000 rate=96264/s BW=25.2 GB/s elapsed=6.8s
[18:46:25] copies=660000 rate=96248/s BW=25.2 GB/s elapsed=6.9s
[18:46:25] copies=670000 rate=96244/s BW=25.2 GB/s elapsed=7.0s
[18:46:25] copies=680000 rate=96249/s BW=25.2 GB/s elapsed=7.1s
[18:46:25] copies=690000 rate=96258/s BW=25.2 GB/s elapsed=7.2s
[18:46:25] copies=700000 rate=96228/s BW=25.2 GB/s elapsed=7.3s
[18:46:25] copies=710000 rate=96235/s BW=25.2 GB/s elapsed=7.4s
[18:46:25] copies=720000 rate=96243/s BW=25.2 GB/s elapsed=7.5s
[18:46:26] copies=730000 rate=96251/s BW=25.2 GB/s elapsed=7.6s
[18:46:26] copies=740000 rate=96259/s BW=25.2 GB/s elapsed=7.7s
[18:46:26] copies=750000 rate=96264/s BW=25.2 GB/s elapsed=7.8s
[18:46:26] copies=760000 rate=96243/s BW=25.2 GB/s elapsed=7.9s
[18:46:26] copies=770000 rate=96249/s BW=25.2 GB/s elapsed=8.0s
[18:46:26] copies=780000 rate=96262/s BW=25.2 GB/s elapsed=8.1s
[18:46:26] copies=790000 rate=96263/s BW=25.2 GB/s elapsed=8.2s
[18:46:26] copies=800000 rate=96248/s BW=25.2 GB/s elapsed=8.3s
[18:46:26] copies=810000 rate=96253/s BW=25.2 GB/s elapsed=8.4s
[18:46:27] copies=820000 rate=96259/s BW=25.2 GB/s elapsed=8.5s
[18:46:27] copies=830000 rate=96267/s BW=25.2 GB/s elapsed=8.6s
[18:46:27] copies=840000 rate=96276/s BW=25.2 GB/s elapsed=8.7s
[18:46:27] copies=850000 rate=96289/s BW=25.2 GB/s elapsed=8.8s
[18:46:27] copies=860000 rate=96259/s BW=25.2 GB/s elapsed=8.9s
[18:46:27] copies=870000 rate=96273/s BW=25.2 GB/s elapsed=9.0s
[18:46:27] copies=880000 rate=96284/s BW=25.2 GB/s elapsed=9.1s
[18:46:27] copies=890000 rate=96294/s BW=25.2 GB/s elapsed=9.2s
[18:46:27] copies=900000 rate=96278/s BW=25.2 GB/s elapsed=9.3s
[18:46:27] copies=910000 rate=96281/s BW=25.2 GB/s elapsed=9.5s
[18:46:28] copies=920000 rate=96289/s BW=25.2 GB/s elapsed=9.6s
[18:46:28] copies=930000 rate=96295/s BW=25.2 GB/s elapsed=9.7s
[18:46:28] copies=940000 rate=96299/s BW=25.2 GB/s elapsed=9.8s
[18:46:28] copies=950000 rate=96308/s BW=25.2 GB/s elapsed=9.9s
[18:46:28] copies=960000 rate=96291/s BW=25.2 GB/s elapsed=10.0s
[18:46:28] copies=970000 rate=96296/s BW=25.2 GB/s elapsed=10.1s
[18:46:28] copies=980000 rate=96303/s BW=25.2 GB/s elapsed=10.2s
[18:46:28] copies=990000 rate=96310/s BW=25.2 GB/s elapsed=10.3s
[18:46:28] copies=1000000 rate=96296/s BW=25.2 GB/s elapsed=10.4s
[18:46:28] copies=1010000 rate=96306/s BW=25.2 GB/s elapsed=10.5s
[18:46:29] copies=1020000 rate=96303/s BW=25.2 GB/s elapsed=10.6s
[18:46:29] copies=1030000 rate=96302/s BW=25.2 GB/s elapsed=10.7s
[18:46:29] copies=1040000 rate=96291/s BW=25.2 GB/s elapsed=10.8s
[18:46:29] copies=1050000 rate=96284/s BW=25.2 GB/s elapsed=10.9s
[18:46:29] copies=1060000 rate=96291/s BW=25.2 GB/s elapsed=11.0s
[18:46:29] copies=1070000 rate=96297/s BW=25.2 GB/s elapsed=11.1s
[18:46:29] copies=1080000 rate=96304/s BW=25.2 GB/s elapsed=11.2s
[18:46:29] copies=1090000 rate=96304/s BW=25.2 GB/s elapsed=11.3s
[18:46:29] copies=1100000 rate=96290/s BW=25.2 GB/s elapsed=11.4s
[18:46:30] copies=1110000 rate=96286/s BW=25.2 GB/s elapsed=11.5s
[18:46:30] copies=1120000 rate=96290/s BW=25.2 GB/s elapsed=11.6s
[18:46:30] copies=1130000 rate=96292/s BW=25.2 GB/s elapsed=11.7s
[18:46:30] copies=1140000 rate=96285/s BW=25.2 GB/s elapsed=11.8s
[18:46:30] copies=1150000 rate=96274/s BW=25.2 GB/s elapsed=11.9s
[18:46:30] copies=1160000 rate=96277/s BW=25.2 GB/s elapsed=12.0s
[18:46:30] copies=1170000 rate=96281/s BW=25.2 GB/s elapsed=12.2s
[18:46:30] copies=1180000 rate=96286/s BW=25.2 GB/s elapsed=12.3s
[18:46:30] copies=1190000 rate=96281/s BW=25.2 GB/s elapsed=12.4s
[18:46:30] copies=1200000 rate=96264/s BW=25.2 GB/s elapsed=12.5s
[18:46:31] copies=1210000 rate=96273/s BW=25.2 GB/s elapsed=12.6s
[18:46:31] copies=1220000 rate=96282/s BW=25.2 GB/s elapsed=12.7s
[18:46:31] copies=1230000 rate=96291/s BW=25.2 GB/s elapsed=12.8s
[18:46:31] copies=1240000 rate=96293/s BW=25.2 GB/s elapsed=12.9s
[18:46:31] copies=1250000 rate=96286/s BW=25.2 GB/s elapsed=13.0s
[18:46:31] copies=1260000 rate=96292/s BW=25.2 GB/s elapsed=13.1s
[18:46:31] copies=1270000 rate=96298/s BW=25.2 GB/s elapsed=13.2s
[18:46:31] copies=1280000 rate=96305/s BW=25.2 GB/s elapsed=13.3s
[18:46:31] copies=1290000 rate=96308/s BW=25.2 GB/s elapsed=13.4s
[18:46:31] copies=1300000 rate=96300/s BW=25.2 GB/s elapsed=13.5s
[18:46:32] copies=1310000 rate=96305/s BW=25.2 GB/s elapsed=13.6s
[18:46:32] copies=1320000 rate=96302/s BW=25.2 GB/s elapsed=13.7s
[18:46:32] copies=1330000 rate=96300/s BW=25.2 GB/s elapsed=13.8s
[18:46:32] copies=1340000 rate=96291/s BW=25.2 GB/s elapsed=13.9s
[18:46:32] copies=1350000 rate=96287/s BW=25.2 GB/s elapsed=14.0s
[18:46:32] copies=1360000 rate=96287/s BW=25.2 GB/s elapsed=14.1s
[18:46:32] copies=1370000 rate=96291/s BW=25.2 GB/s elapsed=14.2s
[18:46:32] copies=1380000 rate=96302/s BW=25.2 GB/s elapsed=14.3s
[18:46:32] copies=1390000 rate=96305/s BW=25.2 GB/s elapsed=14.4s
[18:46:33] copies=1400000 rate=96292/s BW=25.2 GB/s elapsed=14.5s
[18:46:33] copies=1410000 rate=96291/s BW=25.2 GB/s elapsed=14.6s
[18:46:33] copies=1420000 rate=96288/s BW=25.2 GB/s elapsed=14.7s
[18:46:33] copies=1430000 rate=96285/s BW=25.2 GB/s elapsed=14.9s
[18:46:33] copies=1440000 rate=96273/s BW=25.2 GB/s elapsed=15.0s
[18:46:33] copies=1450000 rate=96266/s BW=25.2 GB/s elapsed=15.1s
[18:46:33] copies=1460000 rate=96275/s BW=25.2 GB/s elapsed=15.2s
[18:46:33] copies=1470000 rate=96281/s BW=25.2 GB/s elapsed=15.3s
[18:46:33] copies=1480000 rate=96288/s BW=25.2 GB/s elapsed=15.4s
[18:46:33] copies=1490000 rate=96292/s BW=25.2 GB/s elapsed=15.5s
[18:46:34] copies=1500000 rate=96256/s BW=25.2 GB/s elapsed=15.6s
[18:46:34] copies=1510000 rate=96258/s BW=25.2 GB/s elapsed=15.7s
[18:46:34] copies=1520000 rate=96222/s BW=25.2 GB/s elapsed=15.8s
[18:46:34] copies=1530000 rate=96217/s BW=25.2 GB/s elapsed=15.9s
[18:46:34] copies=1540000 rate=96177/s BW=25.2 GB/s elapsed=16.0s
[18:46:34] copies=1550000 rate=95993/s BW=25.2 GB/s elapsed=16.1s
[18:46:34] copies=1560000 rate=95827/s BW=25.1 GB/s elapsed=16.3s
[18:46:34] copies=1570000 rate=95661/s BW=25.1 GB/s elapsed=16.4s
[18:46:35] copies=1580000 rate=95496/s BW=25.0 GB/s elapsed=16.5s
[18:46:35] copies=1590000 rate=95326/s BW=25.0 GB/s elapsed=16.7s
[18:46:35] copies=1600000 rate=95154/s BW=24.9 GB/s elapsed=16.8s
[18:46:35] copies=1610000 rate=94997/s BW=24.9 GB/s elapsed=16.9s
[18:46:35] copies=1620000 rate=94841/s BW=24.9 GB/s elapsed=17.1s
[18:46:35] copies=1630000 rate=94690/s BW=24.8 GB/s elapsed=17.2s
[18:46:35] copies=1640000 rate=94536/s BW=24.8 GB/s elapsed=17.3s
[18:46:35] copies=1650000 rate=94378/s BW=24.7 GB/s elapsed=17.5s
[18:46:36] copies=1660000 rate=94232/s BW=24.7 GB/s elapsed=17.6s
[18:46:36] copies=1670000 rate=94085/s BW=24.7 GB/s elapsed=17.7s
[18:46:36] copies=1680000 rate=93940/s BW=24.6 GB/s elapsed=17.9s
[18:46:36] copies=1690000 rate=93791/s BW=24.6 GB/s elapsed=18.0s
[18:46:36] copies=1700000 rate=93622/s BW=24.5 GB/s elapsed=18.2s
[18:46:36] copies=1710000 rate=93485/s BW=24.5 GB/s elapsed=18.3s
[18:46:36] copies=1720000 rate=93351/s BW=24.5 GB/s elapsed=18.4s
[18:46:37] copies=1730000 rate=93218/s BW=24.4 GB/s elapsed=18.6s
[18:46:37] copies=1740000 rate=93086/s BW=24.4 GB/s elapsed=18.7s
[18:46:37] copies=1750000 rate=92947/s BW=24.4 GB/s elapsed=18.8s
[18:46:37] copies=1760000 rate=92820/s BW=24.3 GB/s elapsed=19.0s
[18:46:37] copies=1770000 rate=92695/s BW=24.3 GB/s elapsed=19.1s
[18:46:37] copies=1780000 rate=92572/s BW=24.3 GB/s elapsed=19.2s
[18:46:37] copies=1790000 rate=92449/s BW=24.2 GB/s elapsed=19.4s
[18:46:37] copies=1800000 rate=92311/s BW=24.2 GB/s elapsed=19.5s
[18:46:38] copies=1810000 rate=92192/s BW=24.2 GB/s elapsed=19.6s
[18:46:38] copies=1820000 rate=92076/s BW=24.1 GB/s elapsed=19.8s
[18:46:38] copies=1830000 rate=91961/s BW=24.1 GB/s elapsed=19.9s
[18:46:38] copies=1840000 rate=91844/s BW=24.1 GB/s elapsed=20.0s
[18:46:38] copies=1850000 rate=91724/s BW=24.0 GB/s elapsed=20.2s
[18:46:38] copies=1860000 rate=91615/s BW=24.0 GB/s elapsed=20.3s
[18:46:38] copies=1870000 rate=91506/s BW=24.0 GB/s elapsed=20.4s
[18:46:39] copies=1880000 rate=91399/s BW=24.0 GB/s elapsed=20.6s
[18:46:39] copies=1890000 rate=91285/s BW=23.9 GB/s elapsed=20.7s
[18:46:39] copies=1900000 rate=91170/s BW=23.9 GB/s elapsed=20.8s
[18:46:39] copies=1910000 rate=91065/s BW=23.9 GB/s elapsed=21.0s
[18:46:39] copies=1920000 rate=90964/s BW=23.8 GB/s elapsed=21.1s
[18:46:39] copies=1930000 rate=90865/s BW=23.8 GB/s elapsed=21.2s
[18:46:39] copies=1940000 rate=90761/s BW=23.8 GB/s elapsed=21.4s
[18:46:40] copies=1950000 rate=90656/s BW=23.8 GB/s elapsed=21.5s
[18:46:40] copies=1960000 rate=90559/s BW=23.7 GB/s elapsed=21.6s
[18:46:40] copies=1970000 rate=90464/s BW=23.7 GB/s elapsed=21.8s
[18:46:40] copies=1980000 rate=90370/s BW=23.7 GB/s elapsed=21.9s
[18:46:40] copies=1990000 rate=90275/s BW=23.7 GB/s elapsed=22.0s
[18:46:40] copies=2000000 rate=90173/s BW=23.6 GB/s elapsed=22.2s
[18:46:40] copies=2010000 rate=90083/s BW=23.6 GB/s elapsed=22.3s
[18:46:40] copies=2020000 rate=89993/s BW=23.6 GB/s elapsed=22.4s
[18:46:41] copies=2030000 rate=89904/s BW=23.6 GB/s elapsed=22.6s
[18:46:41] copies=2040000 rate=89809/s BW=23.5 GB/s elapsed=22.7s
[18:46:41] copies=2050000 rate=89722/s BW=23.5 GB/s elapsed=22.8s
[18:46:41] copies=2060000 rate=89637/s BW=23.5 GB/s elapsed=23.0s
[18:46:41] copies=2070000 rate=89547/s BW=23.5 GB/s elapsed=23.1s
[18:46:41] copies=2080000 rate=89462/s BW=23.5 GB/s elapsed=23.2s
[18:46:41] copies=2090000 rate=89373/s BW=23.4 GB/s elapsed=23.4s
[18:46:42] copies=2100000 rate=89290/s BW=23.4 GB/s elapsed=23.5s
[18:46:42] copies=2110000 rate=89209/s BW=23.4 GB/s elapsed=23.7s
[18:46:42] copies=2120000 rate=89130/s BW=23.4 GB/s elapsed=23.8s
