#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:44:51       0     39     26     27      -      -      -      -      -      -   1215    210      0      0     75      1      0 
 11:44:53       0     39     26     27      -      -      -      -      -      -   1215    210      0      0     75      1      0 
 11:44:55       0     45     26     27      -      -      -      -      -      -   1215   1095      0      0    693      4      0 
 11:44:57       0     44     26     26      -      -      -      -      -      -   1215   1095      0      0   1703      4      0 
 11:44:59       0    175     32     38      -      -      -      -      -      -   1215   1410      0      0   2081      4      0 
 11:45:01       0    175     33     41      -      -      -      -      -      -   1215   1410      0      0   2081      4      0 
 11:45:03       0    177     34     41      -      -      -      -      -      -   1215   1410      0      0   5968      7      0 
 11:45:05       0    201     36     42      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:07       0    194     36     43      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:09       0    192     36     44      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:11       0    188     37     42      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:13       0    192     37     43      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:15       0    187     37     44      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:45:17       0    190     37     43      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:20       0    190     37     44      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:22       0    192     38     43      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:24       0    194     38     44      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:26       0    190     38     44      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:28       0    195     38     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:30       0    188     38     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:32       0    193     38     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:34       0    195     39     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:36       0    190     39     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:38       0    194     39     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:40       0    189     39     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:42       0    194     39     45      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:44       0    193     39     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:46       0    192     39     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:48       0    195     39     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:50       0    192     39     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:52       0    192     40     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:54       0    190     40     47      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:45:56       0    188     40     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:45:58       0    193     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:00       0    188     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:02       0    188     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:04       0    189     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:06       0    188     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:08       0    189     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:10       0    188     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:12       0    190     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:14       0    190     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:16       0    191     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:18       0    193     40     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:46:20       0    193     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:22       0    193     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:24       0    193     40     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:26       0    194     41     46      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:28       0    190     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:30       0    196     41     47      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:46:32       0    196     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:34       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:36       0    198     41     48      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:46:38       0    192     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:40       0    196     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:42       0    195     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:44       0    189     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:46       0    192     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:48       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:50       0    192     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:52       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:46:54       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:56       0    189     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:46:58       0    196     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:00       0    192     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:02       0    190     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:04       0    195     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:06       0    189     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:08       0    195     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:10       0    193     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:12       0    195     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:14       0    195     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:16       0    194     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:18       0    192     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:20       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:22       0    190     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:24       0    188     41     48      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:47:26       0    198     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:28       0    190     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:30       0    190     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:32       0    189     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:34       0    191     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:36       0    190     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:38       0    189     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:40       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:42       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:45       0    191     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:47       0    194     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:47:49       0    196     41     48      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:47:51       0    192     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:53       0    196     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:55       0    198     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:57       0    199     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:47:59       0    196     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:01       0    195     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:03       0    198     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:05       0    195     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:07       0    197     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:09       0    195     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:11       0    195     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:13       0    190     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:15       0    195     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:17       0    195     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:19       0    190     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:21       0    195     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:23       0    190     41     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:25       0    193     42     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:27       0    192     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:29       0    192     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:31       0    192     41     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:33       0    189     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:35       0    190     42     49      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:48:37       0    195     42     48      -      -      -      -      -      -   1215   1410      0      0   8304      7      0 
 11:48:39       0    191     41     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:41       0    195     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:43       0    189     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:45       0    189     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:47       0    197     42     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:49       0    192     42     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:51       0    195     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:53       0    195     42     47      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:55       0    193     42     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:57       0    191     42     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:48:59       0    197     42     49      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:49:01       0    192     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:49:03       0    190     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:49:05       0    191     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
 11:49:07       0    190     42     48      -      -      -      -      -      -   1215   1410      0      0   8306      7      0 
