#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:29:30       0     38     26     26      -      -      -      -      -      -   1215    210      0      0     75      1      0 
 11:29:32       0     59     26     26      -      -      -      -      -      -   1215   1410      0      0    259      4      0 
 11:29:34       0    109     28     26      -      -      -      -      -      -   1215   1410      0      0    323      4      0 
 11:29:36       0    108     30     27      -      -      -      -      -      -   1215   1410      0      0    363      4      0 
 11:29:38       0     60     28     27      -      -      -      -      -      -   1215   1410      0      0    441      4      0 
 11:29:40       0    108     28     27      -      -      -      -      -      -   1215   1410      0      0    677      4      0 
 11:29:42       0    107     29     29      -      -      -      -      -      -   1215   1410      0      0   6896      7      0 
 11:29:44       0    105     29     30      -      -      -      -      -      -   1215   1410      0      0   6904      7      0 
 11:29:46       0     64     29     29      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 11:29:48       0    100     29     29      -      -      -      -      -      -   1215   1410      0      0   6664      7      0 
 11:29:50       0     97     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:29:52       0     94     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:29:54       0     95     29     29      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:29:56       0     94     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:29:58       0     93     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:00       0     94     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:02       0     94     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:04       0     94     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:06       0     93     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:08       0    105     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:10       0     98     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:12       0     97     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:14       0     96     29     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:16       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:18       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:20       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:22       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:24       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:26       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:28       0    105     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:30       0    100     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:32       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:34       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:36       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:38       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:40       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:42       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:44       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:46       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:48       0    105     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:50       0    102     30     30      -      -      -      -      -      -   1215   1410      0      0   6664      7      0 
 11:30:52       0     99     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:54       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:30:56       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:30:58       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:00       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:02       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:04       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:06       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:08       0    111     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:10       0    107     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:12       0     98     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:14       0     97     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:16       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:18       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:20       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:22       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:24       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:27       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:29       0    106     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:31       0     98     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:33       0     96     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:35       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:37       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:39       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:41       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:43       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:45       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:47       0    105     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:49       0    101     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:51       0     97     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:53       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:55       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:57       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:31:59       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:01       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:03       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:05       0    111     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:07       0    107     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:09       0    100     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:11       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:13       0     97     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:15       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:17       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:19       0     94     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:21       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:23       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6664      7      0 
 11:32:25       0    110     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:32:27       0    103     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:29       0     99     30     31      -      -      -      -      -      -   1215   1410      0      0   6664      7      0 
 11:32:31       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:33       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:35       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:37       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:39       0     95     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:41       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:43       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:45       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:47       0    108     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:49       0    100     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:51       0     97     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:53       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:55       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:57       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:32:59       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:01       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:03       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:05       0    112     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:07       0    107     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:09       0     98     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:11       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:13       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:15       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:17       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:19       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:21       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:23       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:25       0    105     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:27       0     99     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:29       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:31       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:33       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:35       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6664      7      0 
 11:33:37       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:39       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:41       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:43       0    107     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:45       0    100     30     31      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:47       0     98     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:49       0     97     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:51       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:53       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:33:55       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:57       0     94     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:33:59       0     93     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:01       0    109     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:03       0    106     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:05       0     99     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:07       0     96     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:09       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:11       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
 11:34:13       0     95     30     30      -      -      -      -      -      -   1215   1410      0      0   6666      7      0 
