0, GPU-aa8c68d7-d2e0-a2c0-38ad-986bc81f1d51, NVIDIA A100-SXM4-40GB, 580.178.04, 40960
1, GPU-681c09a6-df8f-9d38-df3a-7a7b07164ca5, NVIDIA A100-SXM4-40GB, 580.178.04, 40960
2, GPU-0a18bc35-a99e-b80a-75b4-90734e7fbe55, NVIDIA A100-SXM4-40GB, 580.178.04, 40960
3, GPU-ea9f1fb3-0dbf-f6bd-89df-d72a0bd9aa08, NVIDIA A100-SXM4-40GB, 580.178.04, 40960
