#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 10:42:16       0     39     28     29      -      -      -      -      -      -   1215    390      0      0     75      1      0 
 10:42:18       0     60     29     29      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:20       0     91     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:22       0     91     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:24       0     90     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:26       0     91     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:28       0     93     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:30       0     91     30     31      -      -      -      -      -      -   1215   1410      0      0   6299      4      0 
 10:42:32       0     93     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:34       0     91     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:36       0     92     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:38       0     90     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:40       0     76     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:42       0     92     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:44       0     91     30     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:46       0     87     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:48       0     92     30     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:50       0     93     30     31      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:52       0     91     30     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:54       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:56       0     92     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:42:58       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:00       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:02       0     92     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:04       0     92     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:06       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:08       0     92     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:10       0     62     29     29      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:12       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:14       0     90     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:16       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:18       0     90     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:20       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:22       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:24       0     90     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:26       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:28       0     90     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:30       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:32       0     91     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
 10:43:34       0     90     29     30      -      -      -      -      -      -   1215   1410      0      0   6301      4      0 
