device,shared_4g_built_engine_mean_ms,native_built_engine_mean_ms,native_built_engine_p99_ms,native_improvement_percent
2g,2.9835295258164405,2.960827363014221,2.969599962234497,0.7609163108921154
full,0.8820116468518973,0.8567009232640267,0.9041919708251953,2.8696586579338685
