[13:07:28] allocating 2× 128 KB buffers
[13:07:28] entering high-launch-rate memcpy loop
[13:07:28] copies=10000 rate=128380/s BW=33.7 GB/s elapsed=0.1s
[13:07:28] copies=20000 rate=127689/s BW=33.5 GB/s elapsed=0.2s
[13:07:28] copies=30000 rate=121638/s BW=31.9 GB/s elapsed=0.2s
[13:07:28] copies=40000 rate=123336/s BW=32.3 GB/s elapsed=0.3s
[13:07:28] copies=50000 rate=118510/s BW=31.1 GB/s elapsed=0.4s
[13:07:28] copies=60000 rate=117372/s BW=30.8 GB/s elapsed=0.5s
[13:07:29] copies=70000 rate=119179/s BW=31.2 GB/s elapsed=0.6s
[13:07:29] copies=80000 rate=120297/s BW=31.5 GB/s elapsed=0.7s
[13:07:29] copies=90000 rate=120606/s BW=31.6 GB/s elapsed=0.7s
[13:07:29] copies=100000 rate=122084/s BW=32.0 GB/s elapsed=0.8s
[13:07:29] copies=110000 rate=118137/s BW=31.0 GB/s elapsed=0.9s
[13:07:29] copies=120000 rate=118913/s BW=31.2 GB/s elapsed=1.0s
[13:07:29] copies=130000 rate=119684/s BW=31.4 GB/s elapsed=1.1s
[13:07:29] copies=140000 rate=120256/s BW=31.5 GB/s elapsed=1.2s
[13:07:29] copies=150000 rate=119954/s BW=31.4 GB/s elapsed=1.3s
[13:07:29] copies=160000 rate=119870/s BW=31.4 GB/s elapsed=1.3s
[13:07:29] copies=170000 rate=120161/s BW=31.5 GB/s elapsed=1.4s
[13:07:29] copies=180000 rate=120696/s BW=31.6 GB/s elapsed=1.5s
[13:07:30] copies=190000 rate=121181/s BW=31.8 GB/s elapsed=1.6s
[13:07:30] copies=200000 rate=121539/s BW=31.9 GB/s elapsed=1.6s
[13:07:30] copies=210000 rate=121216/s BW=31.8 GB/s elapsed=1.7s
[13:07:30] copies=220000 rate=121256/s BW=31.8 GB/s elapsed=1.8s
[13:07:30] copies=230000 rate=121630/s BW=31.9 GB/s elapsed=1.9s
[13:07:30] copies=240000 rate=121940/s BW=32.0 GB/s elapsed=2.0s
[13:07:30] copies=250000 rate=122281/s BW=32.1 GB/s elapsed=2.0s
[13:07:30] copies=260000 rate=122474/s BW=32.1 GB/s elapsed=2.1s
[13:07:30] copies=270000 rate=121695/s BW=31.9 GB/s elapsed=2.2s
[13:07:30] copies=280000 rate=122109/s BW=32.0 GB/s elapsed=2.3s
[13:07:30] copies=290000 rate=122378/s BW=32.1 GB/s elapsed=2.4s
[13:07:30] copies=300000 rate=122501/s BW=32.1 GB/s elapsed=2.4s
[13:07:30] copies=310000 rate=122865/s BW=32.2 GB/s elapsed=2.5s
[13:07:31] copies=320000 rate=122296/s BW=32.1 GB/s elapsed=2.6s
[13:07:31] copies=330000 rate=120755/s BW=31.7 GB/s elapsed=2.7s
[13:07:31] copies=340000 rate=119135/s BW=31.2 GB/s elapsed=2.9s
