[13:39:35] allocating 2× 128 KB buffers
[13:39:35] entering high-launch-rate memcpy loop
[13:39:36] copies=10000 rate=130644/s BW=34.2 GB/s elapsed=0.1s
[13:39:36] copies=20000 rate=130202/s BW=34.1 GB/s elapsed=0.2s
[13:39:36] copies=30000 rate=128495/s BW=33.7 GB/s elapsed=0.2s
[13:39:36] copies=40000 rate=129435/s BW=33.9 GB/s elapsed=0.3s
[13:39:36] copies=50000 rate=129718/s BW=34.0 GB/s elapsed=0.4s
[13:39:36] copies=60000 rate=129409/s BW=33.9 GB/s elapsed=0.5s
[13:39:36] copies=70000 rate=129604/s BW=34.0 GB/s elapsed=0.5s
[13:39:36] copies=80000 rate=129741/s BW=34.0 GB/s elapsed=0.6s
[13:39:36] copies=90000 rate=129667/s BW=34.0 GB/s elapsed=0.7s
[13:39:36] copies=100000 rate=129632/s BW=34.0 GB/s elapsed=0.8s
[13:39:36] copies=110000 rate=129524/s BW=34.0 GB/s elapsed=0.8s
[13:39:36] copies=120000 rate=129523/s BW=34.0 GB/s elapsed=0.9s
[13:39:36] copies=130000 rate=129670/s BW=34.0 GB/s elapsed=1.0s
[13:39:37] copies=140000 rate=129626/s BW=34.0 GB/s elapsed=1.1s
[13:39:37] copies=150000 rate=129609/s BW=34.0 GB/s elapsed=1.2s
[13:39:37] copies=160000 rate=129602/s BW=34.0 GB/s elapsed=1.2s
[13:39:37] copies=170000 rate=129605/s BW=34.0 GB/s elapsed=1.3s
[13:39:37] copies=180000 rate=129629/s BW=34.0 GB/s elapsed=1.4s
[13:39:37] copies=190000 rate=129645/s BW=34.0 GB/s elapsed=1.5s
[13:39:37] copies=200000 rate=129657/s BW=34.0 GB/s elapsed=1.5s
[13:39:37] copies=210000 rate=129704/s BW=34.0 GB/s elapsed=1.6s
[13:39:37] copies=220000 rate=129756/s BW=34.0 GB/s elapsed=1.7s
[13:39:37] copies=230000 rate=129754/s BW=34.0 GB/s elapsed=1.8s
[13:39:37] copies=240000 rate=129750/s BW=34.0 GB/s elapsed=1.8s
[13:39:37] copies=250000 rate=129828/s BW=34.0 GB/s elapsed=1.9s
[13:39:37] copies=260000 rate=129817/s BW=34.0 GB/s elapsed=2.0s
[13:39:38] copies=270000 rate=129812/s BW=34.0 GB/s elapsed=2.1s
[13:39:38] copies=280000 rate=129804/s BW=34.0 GB/s elapsed=2.2s
[13:39:38] copies=290000 rate=129797/s BW=34.0 GB/s elapsed=2.2s
[13:39:38] copies=300000 rate=129790/s BW=34.0 GB/s elapsed=2.3s
[13:39:38] copies=310000 rate=129761/s BW=34.0 GB/s elapsed=2.4s
[13:39:38] copies=320000 rate=129754/s BW=34.0 GB/s elapsed=2.5s
[13:39:38] copies=330000 rate=129746/s BW=34.0 GB/s elapsed=2.5s
[13:39:38] copies=340000 rate=129740/s BW=34.0 GB/s elapsed=2.6s
[13:39:38] copies=350000 rate=129731/s BW=34.0 GB/s elapsed=2.7s
[13:39:38] copies=360000 rate=129731/s BW=34.0 GB/s elapsed=2.8s
[13:39:38] copies=370000 rate=129728/s BW=34.0 GB/s elapsed=2.9s
[13:39:38] copies=380000 rate=129731/s BW=34.0 GB/s elapsed=2.9s
[13:39:38] copies=390000 rate=129733/s BW=34.0 GB/s elapsed=3.0s
[13:39:39] copies=400000 rate=129759/s BW=34.0 GB/s elapsed=3.1s
[13:39:39] copies=410000 rate=129793/s BW=34.0 GB/s elapsed=3.2s
[13:39:39] copies=420000 rate=129790/s BW=34.0 GB/s elapsed=3.2s
[13:39:39] copies=430000 rate=129783/s BW=34.0 GB/s elapsed=3.3s
[13:39:39] copies=440000 rate=129778/s BW=34.0 GB/s elapsed=3.4s
[13:39:39] copies=450000 rate=129771/s BW=34.0 GB/s elapsed=3.5s
[13:39:39] copies=460000 rate=129629/s BW=34.0 GB/s elapsed=3.5s
[13:39:39] copies=470000 rate=129693/s BW=34.0 GB/s elapsed=3.6s
[13:39:39] copies=480000 rate=129722/s BW=34.0 GB/s elapsed=3.7s
[13:39:39] copies=490000 rate=129756/s BW=34.0 GB/s elapsed=3.8s
[13:39:39] copies=500000 rate=129784/s BW=34.0 GB/s elapsed=3.9s
[13:39:39] copies=510000 rate=129806/s BW=34.0 GB/s elapsed=3.9s
[13:39:39] copies=520000 rate=129848/s BW=34.0 GB/s elapsed=4.0s
[13:39:40] copies=530000 rate=129908/s BW=34.1 GB/s elapsed=4.1s
[13:39:40] copies=540000 rate=129941/s BW=34.1 GB/s elapsed=4.2s
[13:39:40] copies=550000 rate=129968/s BW=34.1 GB/s elapsed=4.2s
[13:39:40] copies=560000 rate=129997/s BW=34.1 GB/s elapsed=4.3s
[13:39:40] copies=570000 rate=130026/s BW=34.1 GB/s elapsed=4.4s
[13:39:40] copies=580000 rate=130055/s BW=34.1 GB/s elapsed=4.5s
[13:39:40] copies=590000 rate=130074/s BW=34.1 GB/s elapsed=4.5s
[13:39:40] copies=600000 rate=130104/s BW=34.1 GB/s elapsed=4.6s
[13:39:40] copies=610000 rate=130115/s BW=34.1 GB/s elapsed=4.7s
[13:39:40] copies=620000 rate=130128/s BW=34.1 GB/s elapsed=4.8s
[13:39:40] copies=630000 rate=130141/s BW=34.1 GB/s elapsed=4.8s
[13:39:40] copies=640000 rate=130155/s BW=34.1 GB/s elapsed=4.9s
[13:39:40] copies=650000 rate=130165/s BW=34.1 GB/s elapsed=5.0s
[13:39:41] copies=660000 rate=130179/s BW=34.1 GB/s elapsed=5.1s
[13:39:41] copies=670000 rate=130193/s BW=34.1 GB/s elapsed=5.1s
[13:39:41] copies=680000 rate=130208/s BW=34.1 GB/s elapsed=5.2s
[13:39:41] copies=690000 rate=130220/s BW=34.1 GB/s elapsed=5.3s
[13:39:41] copies=700000 rate=130234/s BW=34.1 GB/s elapsed=5.4s
[13:39:41] copies=710000 rate=130248/s BW=34.1 GB/s elapsed=5.5s
[13:39:41] copies=720000 rate=130262/s BW=34.1 GB/s elapsed=5.5s
[13:39:41] copies=730000 rate=130272/s BW=34.2 GB/s elapsed=5.6s
[13:39:41] copies=740000 rate=130284/s BW=34.2 GB/s elapsed=5.7s
[13:39:41] copies=750000 rate=130295/s BW=34.2 GB/s elapsed=5.8s
[13:39:41] copies=760000 rate=130308/s BW=34.2 GB/s elapsed=5.8s
[13:39:41] copies=770000 rate=130320/s BW=34.2 GB/s elapsed=5.9s
[13:39:41] copies=780000 rate=130330/s BW=34.2 GB/s elapsed=6.0s
[13:39:42] copies=790000 rate=130340/s BW=34.2 GB/s elapsed=6.1s
[13:39:42] copies=800000 rate=130350/s BW=34.2 GB/s elapsed=6.1s
[13:39:42] copies=810000 rate=130357/s BW=34.2 GB/s elapsed=6.2s
[13:39:42] copies=820000 rate=130366/s BW=34.2 GB/s elapsed=6.3s
[13:39:42] copies=830000 rate=130372/s BW=34.2 GB/s elapsed=6.4s
[13:39:42] copies=840000 rate=130381/s BW=34.2 GB/s elapsed=6.4s
[13:39:42] copies=850000 rate=130386/s BW=34.2 GB/s elapsed=6.5s
[13:39:42] copies=860000 rate=130404/s BW=34.2 GB/s elapsed=6.6s
[13:39:42] copies=870000 rate=130418/s BW=34.2 GB/s elapsed=6.7s
[13:39:42] copies=880000 rate=130425/s BW=34.2 GB/s elapsed=6.7s
[13:39:42] copies=890000 rate=130431/s BW=34.2 GB/s elapsed=6.8s
[13:39:42] copies=900000 rate=130436/s BW=34.2 GB/s elapsed=6.9s
[13:39:42] copies=910000 rate=130442/s BW=34.2 GB/s elapsed=7.0s
[13:39:43] copies=920000 rate=130443/s BW=34.2 GB/s elapsed=7.1s
[13:39:43] copies=930000 rate=130439/s BW=34.2 GB/s elapsed=7.1s
[13:39:43] copies=940000 rate=130445/s BW=34.2 GB/s elapsed=7.2s
[13:39:43] copies=950000 rate=130450/s BW=34.2 GB/s elapsed=7.3s
[13:39:43] copies=960000 rate=130455/s BW=34.2 GB/s elapsed=7.4s
[13:39:43] copies=970000 rate=130461/s BW=34.2 GB/s elapsed=7.4s
[13:39:43] copies=980000 rate=130468/s BW=34.2 GB/s elapsed=7.5s
[13:39:43] copies=990000 rate=130492/s BW=34.2 GB/s elapsed=7.6s
[13:39:43] copies=1000000 rate=130499/s BW=34.2 GB/s elapsed=7.7s
[13:39:43] copies=1010000 rate=130511/s BW=34.2 GB/s elapsed=7.7s
[13:39:43] copies=1020000 rate=130521/s BW=34.2 GB/s elapsed=7.8s
[13:39:43] copies=1030000 rate=130524/s BW=34.2 GB/s elapsed=7.9s
[13:39:43] copies=1040000 rate=130528/s BW=34.2 GB/s elapsed=8.0s
[13:39:44] copies=1050000 rate=130533/s BW=34.2 GB/s elapsed=8.0s
[13:39:44] copies=1060000 rate=130536/s BW=34.2 GB/s elapsed=8.1s
[13:39:44] copies=1070000 rate=130532/s BW=34.2 GB/s elapsed=8.2s
[13:39:44] copies=1080000 rate=130537/s BW=34.2 GB/s elapsed=8.3s
[13:39:44] copies=1090000 rate=130542/s BW=34.2 GB/s elapsed=8.3s
[13:39:44] copies=1100000 rate=130546/s BW=34.2 GB/s elapsed=8.4s
[13:39:44] copies=1110000 rate=130550/s BW=34.2 GB/s elapsed=8.5s
[13:39:44] copies=1120000 rate=130555/s BW=34.2 GB/s elapsed=8.6s
[13:39:44] copies=1130000 rate=130574/s BW=34.2 GB/s elapsed=8.7s
[13:39:44] copies=1140000 rate=130584/s BW=34.2 GB/s elapsed=8.7s
[13:39:44] copies=1150000 rate=130589/s BW=34.2 GB/s elapsed=8.8s
[13:39:44] copies=1160000 rate=130595/s BW=34.2 GB/s elapsed=8.9s
[13:39:44] copies=1170000 rate=130600/s BW=34.2 GB/s elapsed=9.0s
[13:39:45] copies=1180000 rate=130604/s BW=34.2 GB/s elapsed=9.0s
[13:39:45] copies=1190000 rate=130608/s BW=34.2 GB/s elapsed=9.1s
[13:39:45] copies=1200000 rate=130611/s BW=34.2 GB/s elapsed=9.2s
[13:39:45] copies=1210000 rate=130613/s BW=34.2 GB/s elapsed=9.3s
[13:39:45] copies=1220000 rate=130616/s BW=34.2 GB/s elapsed=9.3s
[13:39:45] copies=1230000 rate=130619/s BW=34.2 GB/s elapsed=9.4s
[13:39:45] copies=1240000 rate=130622/s BW=34.2 GB/s elapsed=9.5s
[13:39:45] copies=1250000 rate=130624/s BW=34.2 GB/s elapsed=9.6s
[13:39:45] copies=1260000 rate=130627/s BW=34.2 GB/s elapsed=9.6s
[13:39:45] copies=1270000 rate=130632/s BW=34.2 GB/s elapsed=9.7s
[13:39:45] copies=1280000 rate=130637/s BW=34.2 GB/s elapsed=9.8s
[13:39:45] copies=1290000 rate=130640/s BW=34.2 GB/s elapsed=9.9s
[13:39:45] copies=1300000 rate=130642/s BW=34.2 GB/s elapsed=10.0s
[13:39:46] copies=1310000 rate=130644/s BW=34.2 GB/s elapsed=10.0s
[13:39:46] copies=1320000 rate=130647/s BW=34.2 GB/s elapsed=10.1s
[13:39:46] copies=1330000 rate=130651/s BW=34.2 GB/s elapsed=10.2s
[13:39:46] copies=1340000 rate=130655/s BW=34.3 GB/s elapsed=10.3s
[13:39:46] copies=1350000 rate=130658/s BW=34.3 GB/s elapsed=10.3s
[13:39:46] copies=1360000 rate=130662/s BW=34.3 GB/s elapsed=10.4s
[13:39:46] copies=1370000 rate=130665/s BW=34.3 GB/s elapsed=10.5s
[13:39:46] copies=1380000 rate=130670/s BW=34.3 GB/s elapsed=10.6s
[13:39:46] copies=1390000 rate=130672/s BW=34.3 GB/s elapsed=10.6s
[13:39:46] copies=1400000 rate=130668/s BW=34.3 GB/s elapsed=10.7s
[13:39:46] copies=1410000 rate=130671/s BW=34.3 GB/s elapsed=10.8s
[13:39:46] copies=1420000 rate=130672/s BW=34.3 GB/s elapsed=10.9s
[13:39:46] copies=1430000 rate=130674/s BW=34.3 GB/s elapsed=10.9s
[13:39:47] copies=1440000 rate=130677/s BW=34.3 GB/s elapsed=11.0s
[13:39:47] copies=1450000 rate=130677/s BW=34.3 GB/s elapsed=11.1s
[13:39:47] copies=1460000 rate=130679/s BW=34.3 GB/s elapsed=11.2s
[13:39:47] copies=1470000 rate=130680/s BW=34.3 GB/s elapsed=11.2s
[13:39:47] copies=1480000 rate=130683/s BW=34.3 GB/s elapsed=11.3s
[13:39:47] copies=1490000 rate=130684/s BW=34.3 GB/s elapsed=11.4s
[13:39:47] copies=1500000 rate=130686/s BW=34.3 GB/s elapsed=11.5s
[13:39:47] copies=1510000 rate=130685/s BW=34.3 GB/s elapsed=11.6s
[13:39:47] copies=1520000 rate=130688/s BW=34.3 GB/s elapsed=11.6s
[13:39:47] copies=1530000 rate=130690/s BW=34.3 GB/s elapsed=11.7s
[13:39:47] copies=1540000 rate=130694/s BW=34.3 GB/s elapsed=11.8s
[13:39:47] copies=1550000 rate=130700/s BW=34.3 GB/s elapsed=11.9s
[13:39:47] copies=1560000 rate=130708/s BW=34.3 GB/s elapsed=11.9s
[13:39:47] copies=1570000 rate=130708/s BW=34.3 GB/s elapsed=12.0s
[13:39:48] copies=1580000 rate=130710/s BW=34.3 GB/s elapsed=12.1s
