[12:46:42] allocating 2× 128 KB buffers
[12:46:42] entering high-launch-rate memcpy loop
[12:46:42] copies=10000 rate=143748/s BW=37.7 GB/s elapsed=0.1s
[12:46:42] copies=20000 rate=143375/s BW=37.6 GB/s elapsed=0.1s
[12:46:42] copies=30000 rate=143059/s BW=37.5 GB/s elapsed=0.2s
[12:46:43] copies=40000 rate=142910/s BW=37.5 GB/s elapsed=0.3s
[12:46:43] copies=50000 rate=142807/s BW=37.4 GB/s elapsed=0.4s
[12:46:43] copies=60000 rate=142723/s BW=37.4 GB/s elapsed=0.4s
[12:46:43] copies=70000 rate=142677/s BW=37.4 GB/s elapsed=0.5s
[12:46:43] copies=80000 rate=142673/s BW=37.4 GB/s elapsed=0.6s
[12:46:43] copies=90000 rate=142672/s BW=37.4 GB/s elapsed=0.6s
[12:46:43] copies=100000 rate=142674/s BW=37.4 GB/s elapsed=0.7s
[12:46:43] copies=110000 rate=142642/s BW=37.4 GB/s elapsed=0.8s
[12:46:43] copies=120000 rate=142629/s BW=37.4 GB/s elapsed=0.8s
[12:46:43] copies=130000 rate=142306/s BW=37.3 GB/s elapsed=0.9s
[12:46:43] copies=140000 rate=142304/s BW=37.3 GB/s elapsed=1.0s
[12:46:43] copies=150000 rate=142299/s BW=37.3 GB/s elapsed=1.1s
[12:46:43] copies=160000 rate=142291/s BW=37.3 GB/s elapsed=1.1s
[12:46:43] copies=170000 rate=142292/s BW=37.3 GB/s elapsed=1.2s
[12:46:44] copies=180000 rate=142281/s BW=37.3 GB/s elapsed=1.3s
[12:46:44] copies=190000 rate=142265/s BW=37.3 GB/s elapsed=1.3s
[12:46:44] copies=200000 rate=142238/s BW=37.3 GB/s elapsed=1.4s
[12:46:44] copies=210000 rate=142221/s BW=37.3 GB/s elapsed=1.5s
[12:46:44] copies=220000 rate=142207/s BW=37.3 GB/s elapsed=1.5s
[12:46:44] copies=230000 rate=142186/s BW=37.3 GB/s elapsed=1.6s
[12:46:44] copies=240000 rate=142196/s BW=37.3 GB/s elapsed=1.7s
[12:46:44] copies=250000 rate=142199/s BW=37.3 GB/s elapsed=1.8s
[12:46:44] copies=260000 rate=142207/s BW=37.3 GB/s elapsed=1.8s
[12:46:44] copies=270000 rate=142207/s BW=37.3 GB/s elapsed=1.9s
[12:46:44] copies=280000 rate=142193/s BW=37.3 GB/s elapsed=2.0s
[12:46:44] copies=290000 rate=142182/s BW=37.3 GB/s elapsed=2.0s
[12:46:44] copies=300000 rate=142169/s BW=37.3 GB/s elapsed=2.1s
[12:46:44] copies=310000 rate=142155/s BW=37.3 GB/s elapsed=2.2s
[12:46:45] copies=320000 rate=142149/s BW=37.3 GB/s elapsed=2.3s
[12:46:45] copies=330000 rate=142142/s BW=37.3 GB/s elapsed=2.3s
[12:46:45] copies=340000 rate=142121/s BW=37.3 GB/s elapsed=2.4s
[12:46:45] copies=350000 rate=142103/s BW=37.3 GB/s elapsed=2.5s
[12:46:45] copies=360000 rate=142095/s BW=37.2 GB/s elapsed=2.5s
[12:46:45] copies=370000 rate=142092/s BW=37.2 GB/s elapsed=2.6s
[12:46:45] copies=380000 rate=142087/s BW=37.2 GB/s elapsed=2.7s
[12:46:45] copies=390000 rate=142084/s BW=37.2 GB/s elapsed=2.7s
[12:46:45] copies=400000 rate=142094/s BW=37.2 GB/s elapsed=2.8s
[12:46:45] copies=410000 rate=142107/s BW=37.3 GB/s elapsed=2.9s
[12:46:45] copies=420000 rate=142100/s BW=37.3 GB/s elapsed=3.0s
[12:46:45] copies=430000 rate=142091/s BW=37.2 GB/s elapsed=3.0s
[12:46:45] copies=440000 rate=142055/s BW=37.2 GB/s elapsed=3.1s
[12:46:45] copies=450000 rate=142043/s BW=37.2 GB/s elapsed=3.2s
[12:46:45] copies=460000 rate=142036/s BW=37.2 GB/s elapsed=3.2s
[12:46:46] copies=470000 rate=142031/s BW=37.2 GB/s elapsed=3.3s
[12:46:46] copies=480000 rate=142025/s BW=37.2 GB/s elapsed=3.4s
[12:46:46] copies=490000 rate=142021/s BW=37.2 GB/s elapsed=3.5s
[12:46:46] copies=500000 rate=142015/s BW=37.2 GB/s elapsed=3.5s
[12:46:46] copies=510000 rate=142013/s BW=37.2 GB/s elapsed=3.6s
[12:46:46] copies=520000 rate=142012/s BW=37.2 GB/s elapsed=3.7s
[12:46:46] copies=530000 rate=142006/s BW=37.2 GB/s elapsed=3.7s
[12:46:46] copies=540000 rate=142002/s BW=37.2 GB/s elapsed=3.8s
[12:46:46] copies=550000 rate=141991/s BW=37.2 GB/s elapsed=3.9s
[12:46:46] copies=560000 rate=141983/s BW=37.2 GB/s elapsed=3.9s
[12:46:46] copies=570000 rate=141974/s BW=37.2 GB/s elapsed=4.0s
[12:46:46] copies=580000 rate=141969/s BW=37.2 GB/s elapsed=4.1s
[12:46:46] copies=590000 rate=141959/s BW=37.2 GB/s elapsed=4.2s
[12:46:46] copies=600000 rate=141949/s BW=37.2 GB/s elapsed=4.2s
[12:46:47] copies=610000 rate=141942/s BW=37.2 GB/s elapsed=4.3s
[12:46:47] copies=620000 rate=141932/s BW=37.2 GB/s elapsed=4.4s
[12:46:47] copies=630000 rate=141923/s BW=37.2 GB/s elapsed=4.4s
[12:46:47] copies=640000 rate=141919/s BW=37.2 GB/s elapsed=4.5s
[12:46:47] copies=650000 rate=141903/s BW=37.2 GB/s elapsed=4.6s
[12:46:47] copies=660000 rate=141900/s BW=37.2 GB/s elapsed=4.7s
[12:46:47] copies=670000 rate=141898/s BW=37.2 GB/s elapsed=4.7s
[12:46:47] copies=680000 rate=141897/s BW=37.2 GB/s elapsed=4.8s
[12:46:47] copies=690000 rate=141897/s BW=37.2 GB/s elapsed=4.9s
[12:46:47] copies=700000 rate=141895/s BW=37.2 GB/s elapsed=4.9s
[12:46:47] copies=710000 rate=141896/s BW=37.2 GB/s elapsed=5.0s
[12:46:47] copies=720000 rate=141894/s BW=37.2 GB/s elapsed=5.1s
[12:46:47] copies=730000 rate=141889/s BW=37.2 GB/s elapsed=5.1s
