[13:59:19] allocating 2× 128 KB buffers
[13:59:20] entering high-launch-rate memcpy loop
[13:59:20] copies=10000 rate=141077/s BW=37.0 GB/s elapsed=0.1s
[13:59:20] copies=20000 rate=141588/s BW=37.1 GB/s elapsed=0.1s
[13:59:20] copies=30000 rate=141829/s BW=37.2 GB/s elapsed=0.2s
[13:59:20] copies=40000 rate=141873/s BW=37.2 GB/s elapsed=0.3s
[13:59:20] copies=50000 rate=141282/s BW=37.0 GB/s elapsed=0.4s
[13:59:20] copies=60000 rate=141387/s BW=37.1 GB/s elapsed=0.4s
[13:59:20] copies=70000 rate=141448/s BW=37.1 GB/s elapsed=0.5s
[13:59:20] copies=80000 rate=141499/s BW=37.1 GB/s elapsed=0.6s
[13:59:20] copies=90000 rate=141543/s BW=37.1 GB/s elapsed=0.6s
[13:59:20] copies=100000 rate=141578/s BW=37.1 GB/s elapsed=0.7s
[13:59:20] copies=110000 rate=141591/s BW=37.1 GB/s elapsed=0.8s
[13:59:20] copies=120000 rate=141601/s BW=37.1 GB/s elapsed=0.8s
[13:59:21] copies=130000 rate=141629/s BW=37.1 GB/s elapsed=0.9s
[13:59:21] copies=140000 rate=141652/s BW=37.1 GB/s elapsed=1.0s
[13:59:21] copies=150000 rate=141670/s BW=37.1 GB/s elapsed=1.1s
[13:59:21] copies=160000 rate=141687/s BW=37.1 GB/s elapsed=1.1s
[13:59:21] copies=170000 rate=141676/s BW=37.1 GB/s elapsed=1.2s
[13:59:21] copies=180000 rate=141666/s BW=37.1 GB/s elapsed=1.3s
[13:59:21] copies=190000 rate=141642/s BW=37.1 GB/s elapsed=1.3s
[13:59:21] copies=200000 rate=141630/s BW=37.1 GB/s elapsed=1.4s
[13:59:21] copies=210000 rate=141635/s BW=37.1 GB/s elapsed=1.5s
[13:59:21] copies=220000 rate=141618/s BW=37.1 GB/s elapsed=1.6s
[13:59:21] copies=230000 rate=141631/s BW=37.1 GB/s elapsed=1.6s
[13:59:21] copies=240000 rate=141643/s BW=37.1 GB/s elapsed=1.7s
[13:59:21] copies=250000 rate=141634/s BW=37.1 GB/s elapsed=1.8s
[13:59:21] copies=260000 rate=141632/s BW=37.1 GB/s elapsed=1.8s
[13:59:22] copies=270000 rate=141628/s BW=37.1 GB/s elapsed=1.9s
[13:59:22] copies=280000 rate=141636/s BW=37.1 GB/s elapsed=2.0s
[13:59:22] copies=290000 rate=141649/s BW=37.1 GB/s elapsed=2.0s
[13:59:22] copies=300000 rate=141663/s BW=37.1 GB/s elapsed=2.1s
[13:59:22] copies=310000 rate=141669/s BW=37.1 GB/s elapsed=2.2s
[13:59:22] copies=320000 rate=141679/s BW=37.1 GB/s elapsed=2.3s
[13:59:22] copies=330000 rate=141691/s BW=37.1 GB/s elapsed=2.3s
[13:59:22] copies=340000 rate=141697/s BW=37.1 GB/s elapsed=2.4s
[13:59:22] copies=350000 rate=141767/s BW=37.2 GB/s elapsed=2.5s
[13:59:22] copies=360000 rate=141744/s BW=37.2 GB/s elapsed=2.5s
[13:59:22] copies=370000 rate=141744/s BW=37.2 GB/s elapsed=2.6s
[13:59:22] copies=380000 rate=141747/s BW=37.2 GB/s elapsed=2.7s
[13:59:22] copies=390000 rate=141748/s BW=37.2 GB/s elapsed=2.8s
[13:59:22] copies=400000 rate=141748/s BW=37.2 GB/s elapsed=2.8s
[13:59:23] copies=410000 rate=141748/s BW=37.2 GB/s elapsed=2.9s
[13:59:23] copies=420000 rate=141747/s BW=37.2 GB/s elapsed=3.0s
[13:59:23] copies=430000 rate=141748/s BW=37.2 GB/s elapsed=3.0s
[13:59:23] copies=440000 rate=141750/s BW=37.2 GB/s elapsed=3.1s
[13:59:23] copies=450000 rate=141743/s BW=37.2 GB/s elapsed=3.2s
[13:59:23] copies=460000 rate=141742/s BW=37.2 GB/s elapsed=3.2s
[13:59:23] copies=470000 rate=141740/s BW=37.2 GB/s elapsed=3.3s
[13:59:23] copies=480000 rate=141737/s BW=37.2 GB/s elapsed=3.4s
[13:59:23] copies=490000 rate=141738/s BW=37.2 GB/s elapsed=3.5s
[13:59:23] copies=500000 rate=141737/s BW=37.2 GB/s elapsed=3.5s
[13:59:23] copies=510000 rate=141736/s BW=37.2 GB/s elapsed=3.6s
[13:59:23] copies=520000 rate=141738/s BW=37.2 GB/s elapsed=3.7s
[13:59:23] copies=530000 rate=141739/s BW=37.2 GB/s elapsed=3.7s
[13:59:23] copies=540000 rate=141740/s BW=37.2 GB/s elapsed=3.8s
[13:59:24] copies=550000 rate=141741/s BW=37.2 GB/s elapsed=3.9s
[13:59:24] copies=560000 rate=141743/s BW=37.2 GB/s elapsed=4.0s
[13:59:24] copies=570000 rate=141726/s BW=37.2 GB/s elapsed=4.0s
[13:59:24] copies=580000 rate=141727/s BW=37.2 GB/s elapsed=4.1s
[13:59:24] copies=590000 rate=141727/s BW=37.2 GB/s elapsed=4.2s
[13:59:24] copies=600000 rate=141729/s BW=37.2 GB/s elapsed=4.2s
[13:59:24] copies=610000 rate=141733/s BW=37.2 GB/s elapsed=4.3s
[13:59:24] copies=620000 rate=141736/s BW=37.2 GB/s elapsed=4.4s
[13:59:24] copies=630000 rate=141732/s BW=37.2 GB/s elapsed=4.4s
[13:59:24] copies=640000 rate=141732/s BW=37.2 GB/s elapsed=4.5s
[13:59:24] copies=650000 rate=141733/s BW=37.2 GB/s elapsed=4.6s
[13:59:24] copies=660000 rate=141734/s BW=37.2 GB/s elapsed=4.7s
[13:59:24] copies=670000 rate=141734/s BW=37.2 GB/s elapsed=4.7s
[13:59:24] copies=680000 rate=141735/s BW=37.2 GB/s elapsed=4.8s
[13:59:25] copies=690000 rate=141733/s BW=37.2 GB/s elapsed=4.9s
[13:59:25] copies=700000 rate=141732/s BW=37.2 GB/s elapsed=4.9s
[13:59:25] copies=710000 rate=141729/s BW=37.2 GB/s elapsed=5.0s
[13:59:25] copies=720000 rate=141726/s BW=37.2 GB/s elapsed=5.1s
[13:59:25] copies=730000 rate=141726/s BW=37.2 GB/s elapsed=5.2s
[13:59:25] copies=740000 rate=141725/s BW=37.2 GB/s elapsed=5.2s
[13:59:25] copies=750000 rate=141727/s BW=37.2 GB/s elapsed=5.3s
[13:59:25] copies=760000 rate=141726/s BW=37.2 GB/s elapsed=5.4s
[13:59:25] copies=770000 rate=141725/s BW=37.2 GB/s elapsed=5.4s
[13:59:25] copies=780000 rate=141726/s BW=37.2 GB/s elapsed=5.5s
[13:59:25] copies=790000 rate=141728/s BW=37.2 GB/s elapsed=5.6s
[13:59:25] copies=800000 rate=141732/s BW=37.2 GB/s elapsed=5.6s
[13:59:25] copies=810000 rate=141732/s BW=37.2 GB/s elapsed=5.7s
[13:59:25] copies=820000 rate=141735/s BW=37.2 GB/s elapsed=5.8s
[13:59:25] copies=830000 rate=141736/s BW=37.2 GB/s elapsed=5.9s
[13:59:26] copies=840000 rate=141735/s BW=37.2 GB/s elapsed=5.9s
[13:59:26] copies=850000 rate=141725/s BW=37.2 GB/s elapsed=6.0s
[13:59:26] copies=860000 rate=141720/s BW=37.2 GB/s elapsed=6.1s
[13:59:26] copies=870000 rate=141718/s BW=37.2 GB/s elapsed=6.1s
[13:59:26] copies=880000 rate=141719/s BW=37.2 GB/s elapsed=6.2s
[13:59:26] copies=890000 rate=141721/s BW=37.2 GB/s elapsed=6.3s
[13:59:26] copies=900000 rate=141725/s BW=37.2 GB/s elapsed=6.4s
[13:59:26] copies=910000 rate=141727/s BW=37.2 GB/s elapsed=6.4s
[13:59:26] copies=920000 rate=141731/s BW=37.2 GB/s elapsed=6.5s
[13:59:26] copies=930000 rate=141734/s BW=37.2 GB/s elapsed=6.6s
[13:59:26] copies=940000 rate=141739/s BW=37.2 GB/s elapsed=6.6s
[13:59:26] copies=950000 rate=141744/s BW=37.2 GB/s elapsed=6.7s
[13:59:26] copies=960000 rate=141747/s BW=37.2 GB/s elapsed=6.8s
[13:59:26] copies=970000 rate=141750/s BW=37.2 GB/s elapsed=6.8s
[13:59:27] copies=980000 rate=141751/s BW=37.2 GB/s elapsed=6.9s
[13:59:27] copies=990000 rate=141753/s BW=37.2 GB/s elapsed=7.0s
[13:59:27] copies=1000000 rate=141756/s BW=37.2 GB/s elapsed=7.1s
[13:59:27] copies=1010000 rate=141756/s BW=37.2 GB/s elapsed=7.1s
[13:59:27] copies=1020000 rate=141756/s BW=37.2 GB/s elapsed=7.2s
[13:59:27] copies=1030000 rate=141759/s BW=37.2 GB/s elapsed=7.3s
[13:59:27] copies=1040000 rate=141763/s BW=37.2 GB/s elapsed=7.3s
[13:59:27] copies=1050000 rate=141765/s BW=37.2 GB/s elapsed=7.4s
[13:59:27] copies=1060000 rate=141767/s BW=37.2 GB/s elapsed=7.5s
[13:59:27] copies=1070000 rate=141768/s BW=37.2 GB/s elapsed=7.5s
[13:59:27] copies=1080000 rate=141770/s BW=37.2 GB/s elapsed=7.6s
