[12:43:39] allocating 2× 128 KB buffers
[12:43:39] entering high-launch-rate memcpy loop
[12:43:39] copies=10000 rate=87501/s BW=22.9 GB/s elapsed=0.1s
[12:43:39] copies=20000 rate=89890/s BW=23.6 GB/s elapsed=0.2s
[12:43:40] copies=30000 rate=88744/s BW=23.3 GB/s elapsed=0.3s
[12:43:40] copies=40000 rate=90340/s BW=23.7 GB/s elapsed=0.4s
[12:43:40] copies=50000 rate=90633/s BW=23.8 GB/s elapsed=0.6s
[12:43:40] copies=60000 rate=92146/s BW=24.2 GB/s elapsed=0.7s
[12:43:40] copies=70000 rate=93239/s BW=24.4 GB/s elapsed=0.8s
[12:43:40] copies=80000 rate=93938/s BW=24.6 GB/s elapsed=0.9s
[12:43:40] copies=90000 rate=94593/s BW=24.8 GB/s elapsed=1.0s
[12:43:40] copies=100000 rate=95130/s BW=24.9 GB/s elapsed=1.1s
[12:43:40] copies=110000 rate=95565/s BW=25.1 GB/s elapsed=1.2s
[12:43:40] copies=120000 rate=95876/s BW=25.1 GB/s elapsed=1.3s
[12:43:41] copies=130000 rate=96158/s BW=25.2 GB/s elapsed=1.4s
[12:43:41] copies=140000 rate=96445/s BW=25.3 GB/s elapsed=1.5s
[12:43:41] copies=150000 rate=96693/s BW=25.3 GB/s elapsed=1.6s
[12:43:41] copies=160000 rate=96909/s BW=25.4 GB/s elapsed=1.7s
[12:43:41] copies=170000 rate=97103/s BW=25.5 GB/s elapsed=1.8s
[12:43:41] copies=180000 rate=97276/s BW=25.5 GB/s elapsed=1.9s
[12:43:41] copies=190000 rate=97424/s BW=25.5 GB/s elapsed=2.0s
[12:43:41] copies=200000 rate=97567/s BW=25.6 GB/s elapsed=2.0s
[12:43:41] copies=210000 rate=97700/s BW=25.6 GB/s elapsed=2.1s
[12:43:41] copies=220000 rate=97821/s BW=25.6 GB/s elapsed=2.2s
[12:43:42] copies=230000 rate=97930/s BW=25.7 GB/s elapsed=2.3s
[12:43:42] copies=240000 rate=98030/s BW=25.7 GB/s elapsed=2.4s
[12:43:42] copies=250000 rate=98120/s BW=25.7 GB/s elapsed=2.5s
[12:43:42] copies=260000 rate=98201/s BW=25.7 GB/s elapsed=2.6s
[12:43:42] copies=270000 rate=98294/s BW=25.8 GB/s elapsed=2.7s
[12:43:42] copies=280000 rate=98361/s BW=25.8 GB/s elapsed=2.8s
[12:43:42] copies=290000 rate=98432/s BW=25.8 GB/s elapsed=2.9s
[12:43:42] copies=300000 rate=98502/s BW=25.8 GB/s elapsed=3.0s
[12:43:42] copies=310000 rate=98569/s BW=25.8 GB/s elapsed=3.1s
[12:43:42] copies=320000 rate=98634/s BW=25.9 GB/s elapsed=3.2s
[12:43:43] copies=330000 rate=98694/s BW=25.9 GB/s elapsed=3.3s
[12:43:43] copies=340000 rate=98749/s BW=25.9 GB/s elapsed=3.4s
[12:43:43] copies=350000 rate=98798/s BW=25.9 GB/s elapsed=3.5s
[12:43:43] copies=360000 rate=98841/s BW=25.9 GB/s elapsed=3.6s
[12:43:43] copies=370000 rate=98882/s BW=25.9 GB/s elapsed=3.7s
[12:43:43] copies=380000 rate=98924/s BW=25.9 GB/s elapsed=3.8s
[12:43:43] copies=390000 rate=98963/s BW=25.9 GB/s elapsed=3.9s
[12:43:43] copies=400000 rate=99001/s BW=26.0 GB/s elapsed=4.0s
[12:43:43] copies=410000 rate=99037/s BW=26.0 GB/s elapsed=4.1s
[12:43:43] copies=420000 rate=99072/s BW=26.0 GB/s elapsed=4.2s
[12:43:44] copies=430000 rate=99104/s BW=26.0 GB/s elapsed=4.3s
[12:43:44] copies=440000 rate=99135/s BW=26.0 GB/s elapsed=4.4s
[12:43:44] copies=450000 rate=99165/s BW=26.0 GB/s elapsed=4.5s
[12:43:44] copies=460000 rate=99194/s BW=26.0 GB/s elapsed=4.6s
[12:43:44] copies=470000 rate=99221/s BW=26.0 GB/s elapsed=4.7s
[12:43:44] copies=480000 rate=99247/s BW=26.0 GB/s elapsed=4.8s
[12:43:44] copies=490000 rate=99264/s BW=26.0 GB/s elapsed=4.9s
[12:43:44] copies=500000 rate=99291/s BW=26.0 GB/s elapsed=5.0s
[12:43:44] copies=510000 rate=99307/s BW=26.0 GB/s elapsed=5.1s
[12:43:44] copies=520000 rate=99328/s BW=26.0 GB/s elapsed=5.2s
[12:43:45] copies=530000 rate=99348/s BW=26.0 GB/s elapsed=5.3s
[12:43:45] copies=540000 rate=99370/s BW=26.0 GB/s elapsed=5.4s
[12:43:45] copies=550000 rate=99389/s BW=26.1 GB/s elapsed=5.5s
[12:43:45] copies=560000 rate=99406/s BW=26.1 GB/s elapsed=5.6s
[12:43:45] copies=570000 rate=99424/s BW=26.1 GB/s elapsed=5.7s
[12:43:45] copies=580000 rate=99440/s BW=26.1 GB/s elapsed=5.8s
[12:43:45] copies=590000 rate=99457/s BW=26.1 GB/s elapsed=5.9s
[12:43:45] copies=600000 rate=99472/s BW=26.1 GB/s elapsed=6.0s
[12:43:45] copies=610000 rate=99487/s BW=26.1 GB/s elapsed=6.1s
[12:43:45] copies=620000 rate=99501/s BW=26.1 GB/s elapsed=6.2s
[12:43:46] copies=630000 rate=99515/s BW=26.1 GB/s elapsed=6.3s
[12:43:46] copies=640000 rate=99528/s BW=26.1 GB/s elapsed=6.4s
[12:43:46] copies=650000 rate=99538/s BW=26.1 GB/s elapsed=6.5s
[12:43:46] copies=660000 rate=99552/s BW=26.1 GB/s elapsed=6.6s
[12:43:46] copies=670000 rate=99566/s BW=26.1 GB/s elapsed=6.7s
[12:43:46] copies=680000 rate=99579/s BW=26.1 GB/s elapsed=6.8s
[12:43:46] copies=690000 rate=99592/s BW=26.1 GB/s elapsed=6.9s
