[12:54:01] allocating 2× 128 KB buffers
[12:54:01] entering high-launch-rate memcpy loop
[12:54:01] copies=10000 rate=130175/s BW=34.1 GB/s elapsed=0.1s
[12:54:01] copies=20000 rate=129737/s BW=34.0 GB/s elapsed=0.2s
[12:54:01] copies=30000 rate=125602/s BW=32.9 GB/s elapsed=0.2s
[12:54:01] copies=40000 rate=128549/s BW=33.7 GB/s elapsed=0.3s
[12:54:01] copies=50000 rate=121343/s BW=31.8 GB/s elapsed=0.4s
[12:54:01] copies=60000 rate=120646/s BW=31.6 GB/s elapsed=0.5s
[12:54:01] copies=70000 rate=122275/s BW=32.1 GB/s elapsed=0.6s
[12:54:02] copies=80000 rate=123446/s BW=32.4 GB/s elapsed=0.6s
[12:54:02] copies=90000 rate=124007/s BW=32.5 GB/s elapsed=0.7s
[12:54:02] copies=100000 rate=124395/s BW=32.6 GB/s elapsed=0.8s
[12:54:02] copies=110000 rate=125127/s BW=32.8 GB/s elapsed=0.9s
[12:54:02] copies=120000 rate=125501/s BW=32.9 GB/s elapsed=1.0s
[12:54:02] copies=130000 rate=125960/s BW=33.0 GB/s elapsed=1.0s
[12:54:02] copies=140000 rate=126319/s BW=33.1 GB/s elapsed=1.1s
[12:54:02] copies=150000 rate=126634/s BW=33.2 GB/s elapsed=1.2s
[12:54:02] copies=160000 rate=126912/s BW=33.3 GB/s elapsed=1.3s
[12:54:02] copies=170000 rate=127156/s BW=33.3 GB/s elapsed=1.3s
[12:54:02] copies=180000 rate=127366/s BW=33.4 GB/s elapsed=1.4s
[12:54:02] copies=190000 rate=127547/s BW=33.4 GB/s elapsed=1.5s
[12:54:02] copies=200000 rate=127719/s BW=33.5 GB/s elapsed=1.6s
[12:54:03] copies=210000 rate=127878/s BW=33.5 GB/s elapsed=1.6s
[12:54:03] copies=220000 rate=128016/s BW=33.6 GB/s elapsed=1.7s
[12:54:03] copies=230000 rate=128138/s BW=33.6 GB/s elapsed=1.8s
[12:54:03] copies=240000 rate=128242/s BW=33.6 GB/s elapsed=1.9s
[12:54:03] copies=250000 rate=128345/s BW=33.6 GB/s elapsed=1.9s
[12:54:03] copies=260000 rate=128442/s BW=33.7 GB/s elapsed=2.0s
[12:54:03] copies=270000 rate=128532/s BW=33.7 GB/s elapsed=2.1s
[12:54:03] copies=280000 rate=128612/s BW=33.7 GB/s elapsed=2.2s
[12:54:03] copies=290000 rate=128685/s BW=33.7 GB/s elapsed=2.3s
[12:54:03] copies=300000 rate=128753/s BW=33.8 GB/s elapsed=2.3s
[12:54:03] copies=310000 rate=128825/s BW=33.8 GB/s elapsed=2.4s
[12:54:03] copies=320000 rate=128890/s BW=33.8 GB/s elapsed=2.5s
[12:54:03] copies=330000 rate=128920/s BW=33.8 GB/s elapsed=2.6s
[12:54:04] copies=340000 rate=128975/s BW=33.8 GB/s elapsed=2.6s
[12:54:04] copies=350000 rate=129023/s BW=33.8 GB/s elapsed=2.7s
[12:54:04] copies=360000 rate=129072/s BW=33.8 GB/s elapsed=2.8s
[12:54:04] copies=370000 rate=129117/s BW=33.8 GB/s elapsed=2.9s
[12:54:04] copies=380000 rate=129171/s BW=33.9 GB/s elapsed=2.9s
[12:54:04] copies=390000 rate=129219/s BW=33.9 GB/s elapsed=3.0s
[12:54:04] copies=400000 rate=129269/s BW=33.9 GB/s elapsed=3.1s
[12:54:04] copies=410000 rate=129313/s BW=33.9 GB/s elapsed=3.2s
[12:54:04] copies=420000 rate=129354/s BW=33.9 GB/s elapsed=3.2s
[12:54:04] copies=430000 rate=129396/s BW=33.9 GB/s elapsed=3.3s
[12:54:04] copies=440000 rate=129439/s BW=33.9 GB/s elapsed=3.4s
[12:54:04] copies=450000 rate=129478/s BW=33.9 GB/s elapsed=3.5s
[12:54:04] copies=460000 rate=129516/s BW=34.0 GB/s elapsed=3.6s
[12:54:05] copies=470000 rate=129549/s BW=34.0 GB/s elapsed=3.6s
[12:54:05] copies=480000 rate=129581/s BW=34.0 GB/s elapsed=3.7s
[12:54:05] copies=490000 rate=129614/s BW=34.0 GB/s elapsed=3.8s
[12:54:05] copies=500000 rate=129646/s BW=34.0 GB/s elapsed=3.9s
[12:54:05] copies=510000 rate=129672/s BW=34.0 GB/s elapsed=3.9s
[12:54:05] copies=520000 rate=129699/s BW=34.0 GB/s elapsed=4.0s
[12:54:05] copies=530000 rate=129710/s BW=34.0 GB/s elapsed=4.1s
[12:54:05] copies=540000 rate=129638/s BW=34.0 GB/s elapsed=4.2s
[12:54:05] copies=550000 rate=129718/s BW=34.0 GB/s elapsed=4.2s
[12:54:05] copies=560000 rate=129772/s BW=34.0 GB/s elapsed=4.3s
[12:54:05] copies=570000 rate=129825/s BW=34.0 GB/s elapsed=4.4s
[12:54:05] copies=580000 rate=129876/s BW=34.0 GB/s elapsed=4.5s
[12:54:05] copies=590000 rate=129928/s BW=34.1 GB/s elapsed=4.5s
[12:54:06] copies=600000 rate=129975/s BW=34.1 GB/s elapsed=4.6s
[12:54:06] copies=610000 rate=130020/s BW=34.1 GB/s elapsed=4.7s
[12:54:06] copies=620000 rate=130069/s BW=34.1 GB/s elapsed=4.8s
[12:54:06] copies=630000 rate=130113/s BW=34.1 GB/s elapsed=4.8s
[12:54:06] copies=640000 rate=130151/s BW=34.1 GB/s elapsed=4.9s
[12:54:06] copies=650000 rate=130190/s BW=34.1 GB/s elapsed=5.0s
[12:54:06] copies=660000 rate=130230/s BW=34.1 GB/s elapsed=5.1s
[12:54:06] copies=670000 rate=130269/s BW=34.1 GB/s elapsed=5.1s
[12:54:06] copies=680000 rate=130305/s BW=34.2 GB/s elapsed=5.2s
[12:54:06] copies=690000 rate=130337/s BW=34.2 GB/s elapsed=5.3s
