[13:59:18] allocating 2× 128 KB buffers
[13:59:19] entering high-launch-rate memcpy loop
[13:59:19] copies=10000 rate=134889/s BW=35.4 GB/s elapsed=0.1s
[13:59:19] copies=20000 rate=135973/s BW=35.6 GB/s elapsed=0.1s
[13:59:19] copies=30000 rate=134165/s BW=35.2 GB/s elapsed=0.2s
[13:59:19] copies=40000 rate=135252/s BW=35.5 GB/s elapsed=0.3s
[13:59:19] copies=50000 rate=134862/s BW=35.4 GB/s elapsed=0.4s
[13:59:19] copies=60000 rate=135338/s BW=35.5 GB/s elapsed=0.4s
[13:59:19] copies=70000 rate=135784/s BW=35.6 GB/s elapsed=0.5s
[13:59:19] copies=80000 rate=136042/s BW=35.7 GB/s elapsed=0.6s
[13:59:19] copies=90000 rate=136203/s BW=35.7 GB/s elapsed=0.7s
[13:59:19] copies=100000 rate=135761/s BW=35.6 GB/s elapsed=0.7s
[13:59:19] copies=110000 rate=135959/s BW=35.6 GB/s elapsed=0.8s
[13:59:20] copies=120000 rate=136089/s BW=35.7 GB/s elapsed=0.9s
[13:59:20] copies=130000 rate=136294/s BW=35.7 GB/s elapsed=1.0s
[13:59:20] copies=140000 rate=136346/s BW=35.7 GB/s elapsed=1.0s
[13:59:20] copies=150000 rate=136398/s BW=35.8 GB/s elapsed=1.1s
[13:59:20] copies=160000 rate=136449/s BW=35.8 GB/s elapsed=1.2s
[13:59:20] copies=170000 rate=136499/s BW=35.8 GB/s elapsed=1.2s
[13:59:20] copies=180000 rate=136527/s BW=35.8 GB/s elapsed=1.3s
[13:59:20] copies=190000 rate=136577/s BW=35.8 GB/s elapsed=1.4s
[13:59:20] copies=200000 rate=136612/s BW=35.8 GB/s elapsed=1.5s
[13:59:20] copies=210000 rate=136657/s BW=35.8 GB/s elapsed=1.5s
[13:59:20] copies=220000 rate=136695/s BW=35.8 GB/s elapsed=1.6s
[13:59:20] copies=230000 rate=136743/s BW=35.8 GB/s elapsed=1.7s
[13:59:20] copies=240000 rate=136780/s BW=35.9 GB/s elapsed=1.8s
[13:59:20] copies=250000 rate=136819/s BW=35.9 GB/s elapsed=1.8s
[13:59:21] copies=260000 rate=136824/s BW=35.9 GB/s elapsed=1.9s
[13:59:21] copies=270000 rate=136863/s BW=35.9 GB/s elapsed=2.0s
[13:59:21] copies=280000 rate=136902/s BW=35.9 GB/s elapsed=2.0s
[13:59:21] copies=290000 rate=136939/s BW=35.9 GB/s elapsed=2.1s
[13:59:21] copies=300000 rate=136975/s BW=35.9 GB/s elapsed=2.2s
[13:59:21] copies=310000 rate=137007/s BW=35.9 GB/s elapsed=2.3s
[13:59:21] copies=320000 rate=137049/s BW=35.9 GB/s elapsed=2.3s
[13:59:21] copies=330000 rate=137081/s BW=35.9 GB/s elapsed=2.4s
[13:59:21] copies=340000 rate=137116/s BW=35.9 GB/s elapsed=2.5s
[13:59:21] copies=350000 rate=137111/s BW=35.9 GB/s elapsed=2.6s
[13:59:21] copies=360000 rate=137142/s BW=36.0 GB/s elapsed=2.6s
[13:59:21] copies=370000 rate=137152/s BW=36.0 GB/s elapsed=2.7s
[13:59:21] copies=380000 rate=137170/s BW=36.0 GB/s elapsed=2.8s
[13:59:22] copies=390000 rate=137189/s BW=36.0 GB/s elapsed=2.8s
[13:59:22] copies=400000 rate=137189/s BW=36.0 GB/s elapsed=2.9s
[13:59:22] copies=410000 rate=137193/s BW=36.0 GB/s elapsed=3.0s
[13:59:22] copies=420000 rate=137207/s BW=36.0 GB/s elapsed=3.1s
