[12:54:55] allocating 2× 128 KB buffers
[12:54:55] entering high-launch-rate memcpy loop
[12:54:55] copies=10000 rate=45408/s BW=11.9 GB/s elapsed=0.2s
[12:54:56] copies=20000 rate=45394/s BW=11.9 GB/s elapsed=0.4s
[12:54:56] copies=30000 rate=45419/s BW=11.9 GB/s elapsed=0.7s
[12:54:56] copies=40000 rate=45447/s BW=11.9 GB/s elapsed=0.9s
[12:54:56] copies=50000 rate=45470/s BW=11.9 GB/s elapsed=1.1s
[12:54:56] copies=60000 rate=45492/s BW=11.9 GB/s elapsed=1.3s
[12:54:57] copies=70000 rate=45495/s BW=11.9 GB/s elapsed=1.5s
[12:54:57] copies=80000 rate=45503/s BW=11.9 GB/s elapsed=1.8s
[12:54:57] copies=90000 rate=45502/s BW=11.9 GB/s elapsed=2.0s
[12:54:57] copies=100000 rate=45503/s BW=11.9 GB/s elapsed=2.2s
[12:54:58] copies=110000 rate=45508/s BW=11.9 GB/s elapsed=2.4s
[12:54:58] copies=120000 rate=45513/s BW=11.9 GB/s elapsed=2.6s
[12:54:58] copies=130000 rate=45504/s BW=11.9 GB/s elapsed=2.9s
[12:54:58] copies=140000 rate=45499/s BW=11.9 GB/s elapsed=3.1s
[12:54:58] copies=150000 rate=45501/s BW=11.9 GB/s elapsed=3.3s
[12:54:59] copies=160000 rate=45502/s BW=11.9 GB/s elapsed=3.5s
[12:54:59] copies=170000 rate=45503/s BW=11.9 GB/s elapsed=3.7s
[12:54:59] copies=180000 rate=45504/s BW=11.9 GB/s elapsed=4.0s
[12:54:59] copies=190000 rate=45504/s BW=11.9 GB/s elapsed=4.2s
[12:54:59] copies=200000 rate=45529/s BW=11.9 GB/s elapsed=4.4s
[12:55:00] copies=210000 rate=45528/s BW=11.9 GB/s elapsed=4.6s
[12:55:00] copies=220000 rate=45528/s BW=11.9 GB/s elapsed=4.8s
[12:55:00] copies=230000 rate=45527/s BW=11.9 GB/s elapsed=5.1s
[12:55:00] copies=240000 rate=45526/s BW=11.9 GB/s elapsed=5.3s
[12:55:01] copies=250000 rate=45526/s BW=11.9 GB/s elapsed=5.5s
[12:55:01] copies=260000 rate=45525/s BW=11.9 GB/s elapsed=5.7s
