#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:19       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:19       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:19       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:19       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:20       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:20       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:20       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:20       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:21       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:21       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:21       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:21       3      1      1      0      0      0      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:22       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:22       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:22       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:22       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:23       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:23       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:23       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:23       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:24       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:24       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:24       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:24       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:25       0   6321      4      0      -      -      -      -      -      - 
 20260530    18:54:25       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:25       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:25       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:26       0   6321      4      0      -      -      -      -      -      - 
 20260530    18:54:26       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:26       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:26       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:27       0   6321      4      0      -      -      -      -      -      - 
 20260530    18:54:27       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:27       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:27       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:28       0   6321      4      0      -      -      -      -      -      - 
 20260530    18:54:28       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:28       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:28       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:29       0    349      4      0      -      -      -      -      -      - 
 20260530    18:54:29       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:29       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:29       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:30       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:30       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:30       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:30       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:31       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:31       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:31       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:31       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:32       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:32       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:32       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:32       3      1      1      0      0      0      0      0      0      0 
#Date        Time         gpu     fb   bar1   ccpm     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB      %      %      %      %      %      % 
 20260530    18:54:33       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:33       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:33       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:33       3      1      1      0      0      0      0      0      0      0 
 20260530    18:54:34       0     88      1      0      -      -      -      -      -      - 
 20260530    18:54:34       1      1      1      0      -      -      -      -      -      - 
 20260530    18:54:34       2      1      1      0      -      -      -      -      -      - 
 20260530    18:54:34       3      1      1      0      0      0      0      0      0      0 
