[04:13:16] setting up RAN AI mix: 2× NRx + 4× CsiNet + 8× BeamPred
[04:13:17] 14 workers running
[04:13:20] elapsed=3s total_iters=6278 rate=2090/s
[04:13:23] elapsed=6s total_iters=13197 rate=2196/s
[04:13:26] elapsed=9s total_iters=19899 rate=2208/s
[04:13:29] elapsed=12s total_iters=26582 rate=2212/s
[04:13:32] elapsed=15s total_iters=36740 rate=2446/s
[04:13:35] elapsed=18s total_iters=47029 rate=2609/s
[04:13:38] elapsed=21s total_iters=54750 rate=2604/s
[04:13:41] elapsed=24s total_iters=61679 rate=2566/s
