[04:31:18] setting up RAN AI mix: 4× NRx + 8× CsiNet + 16× BeamPred
[04:31:19] 28 workers running
[04:31:22] elapsed=3s total_iters=5266 rate=1754/s
[04:31:25] elapsed=6s total_iters=10801 rate=1797/s
[04:31:28] elapsed=9s total_iters=16354 rate=1813/s
[04:31:31] elapsed=12s total_iters=22014 rate=1831/s
[04:31:34] elapsed=15s total_iters=29210 rate=1943/s
[04:31:37] elapsed=18s total_iters=35641 rate=1976/s
[04:31:40] elapsed=21s total_iters=41458 rate=1970/s
[04:31:43] elapsed=24s total_iters=47490 rate=1975/s
