[04:00:00] setting up RAN AI mix: 4× NRx + 8× CsiNet + 16× BeamPred
[04:00:01] 28 workers running
[04:00:04] elapsed=3s total_iters=5609 rate=1869/s
[04:00:07] elapsed=6s total_iters=11661 rate=1942/s
[04:00:10] elapsed=9s total_iters=17908 rate=1987/s
[04:00:13] elapsed=12s total_iters=24164 rate=2010/s
[04:00:16] elapsed=15s total_iters=32831 rate=2185/s
[04:00:19] elapsed=18s total_iters=40383 rate=2239/s
[04:00:22] elapsed=21s total_iters=47907 rate=2277/s
[04:00:25] elapsed=24s total_iters=54574 rate=2270/s
