[04:16:52] setting up RAN AI mix: 4× NRx + 8× CsiNet + 16× BeamPred
[04:16:53] 28 workers running
[04:16:56] elapsed=3s total_iters=5458 rate=1816/s
[04:16:59] elapsed=6s total_iters=11454 rate=1906/s
[04:17:02] elapsed=9s total_iters=17382 rate=1927/s
[04:17:05] elapsed=12s total_iters=23291 rate=1937/s
[04:17:08] elapsed=15s total_iters=31148 rate=2072/s
[04:17:11] elapsed=18s total_iters=37577 rate=2083/s
[04:17:14] elapsed=21s total_iters=44057 rate=2094/s
[04:17:17] elapsed=24s total_iters=50261 rate=2090/s
