#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:08:07       0     42     39     41      -      -      -      -      -      -   1215    210      0      0     75      1      0 
 11:08:09       0     41     38     40      -      -      -      -      -      -   1215    285      0      0     78      2      0 
 11:08:12       0     47     37     39      -      -      -      -      -      -   1215   1095      0      0   8995      4      0 
 11:08:14       0    294     49     51      -      -      -      -      -      -   1215   1410      0      0   9311      4      0 
 11:08:16       0    297     53     55      -      -      -      -      -      -   1215   1410      0      0   9311      4      0 
 11:08:18       0    298     53     57      -      -      -      -      -      -   1215   1410      0      0   9311      4      0 
 11:08:20       0    298     54     58      -      -      -      -      -      -   1215   1410      0      0  13198      7      0 
 11:08:22       0    327     55     58      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:24       0    327     56     59      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:26       0    327     56     59      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:28       0    328     56     59      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:30       0    326     56     59      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:32       0    328     57     59      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:34       0    327     57     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:36       0    309     56     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:38       0    329     57     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:40       0    327     57     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:42       0    327     57     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:44       0    328     57     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:46       0    327     57     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:48       0    327     58     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:50       0    328     58     60      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:52       0    328     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:54       0    320     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:56       0    330     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:08:58       0    328     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:00       0    329     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:02       0    303     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:04       0    329     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:06       0    329     58     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:08       0    330     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:10       0    330     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:12       0    329     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:14       0    330     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:16       0    331     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:18       0    330     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:20       0    328     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:22       0    330     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:24       0    330     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:26       0    327     59     61      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:28       0    329     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:30       0    331     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:32       0    329     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:34       0    330     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 11:09:36       0    328     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:38       0    330     59     62      -      -      -      -      -      -   1215   1410      0      0  15534      7      0 
 11:09:40       0    330     59     62      -      -      -      -      -      -   1215   1410      0      0  15534      7      0 
 11:09:42       0    330     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:44       0    328     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:46       0    331     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:48       0    331     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:50       0    331     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:52       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:54       0    329     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:56       0    315     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:09:58       0    329     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:01       0    330     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:03       0    330     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:05       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:07       0    329     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:09       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15534      7      0 
 11:10:11       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:13       0    329     59     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:15       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:17       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:19       0    329     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:21       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
 11:10:23       0    331     60     62      -      -      -      -      -      -   1215   1410      0      0  15536      7      0 
