workload,mean_ms,p99_ms,p99_delta_pct_vs_alone
alone,37.7785,45.0975,0.0
chanpred,39.775999999999996,48.155,6.779754975331231
forecaster,39.407,42.8475,-4.989190088142359
neuralrx,39.568,42.6515,-5.4238039802649745
qwen_small,39.921,45.211,0.25167692222407556
resnet,37.537,42.173,-6.484838405676574
sat_compute,40.601,88.59700000000001,96.45656632851048
sat_hbm,39.2125,52.429500000000004,16.258107433893244
xapp,38.994,41.631,-7.686678862464658
