workload,throughput_delta_pct,max_per_op_p99_delta_pct
chanpred,0.12451085023121866,26.958522468552548
neuralrx,0.0,12.91730830497604
qwen_small,1.0711225364181676,6.67818198968626
xapp,2.1758241758241814,12.259969168855234
