[bursty] e4_burst_kpb1000_idle90_N6_t2_c1 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 34.22ms, total_kernels=20000
[bursty] burst 20: 34.29ms, total_kernels=40000
[bursty] burst 30: 34.52ms, total_kernels=60000
[bursty] burst 40: 34.45ms, total_kernels=80000
[bursty] burst 50: 34.09ms, total_kernels=100000
[bursty] burst 60: 34.19ms, total_kernels=120000
[bursty] burst 70: 34.69ms, total_kernels=140000
[bursty] burst 80: 35.13ms, total_kernels=160000
[bursty] burst 90: 34.73ms, total_kernels=180000
[bursty] burst 100: 34.73ms, total_kernels=200000
[bursty] burst 110: 34.31ms, total_kernels=220000
[bursty] burst 120: 34.48ms, total_kernels=240000
[bursty] burst 130: 42.25ms, total_kernels=260000
[bursty] burst 140: 34.56ms, total_kernels=280000
[bursty] burst 150: 34.62ms, total_kernels=300000
[bursty] burst 160: 43.43ms, total_kernels=320000
[bursty] burst 170: 44.90ms, total_kernels=340000
[bursty] burst 180: 37.11ms, total_kernels=360000
[bursty] burst 190: 34.76ms, total_kernels=380000
[bursty] burst 200: 34.71ms, total_kernels=400000
