[bursty] e4_burst_kpb1000_idle90_N6_t2_c6 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 34.13ms, total_kernels=20000
[bursty] burst 20: 34.28ms, total_kernels=40000
[bursty] burst 30: 34.06ms, total_kernels=60000
[bursty] burst 40: 34.22ms, total_kernels=80000
[bursty] burst 50: 34.11ms, total_kernels=100000
[bursty] burst 60: 34.62ms, total_kernels=120000
[bursty] burst 70: 33.97ms, total_kernels=140000
[bursty] burst 80: 34.15ms, total_kernels=160000
[bursty] burst 90: 33.84ms, total_kernels=180000
[bursty] burst 100: 34.07ms, total_kernels=200000
[bursty] burst 110: 33.16ms, total_kernels=220000
[bursty] burst 120: 33.54ms, total_kernels=240000
[bursty] burst 130: 38.94ms, total_kernels=260000
[bursty] burst 140: 45.53ms, total_kernels=280000
[bursty] burst 150: 33.42ms, total_kernels=300000
[bursty] burst 160: 42.76ms, total_kernels=320000
[bursty] burst 170: 34.20ms, total_kernels=340000
[bursty] burst 180: 34.43ms, total_kernels=360000
