[bursty] e4_burst_kpb1000_idle90_N6_t2_c2 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 35.06ms, total_kernels=20000
[bursty] burst 20: 34.58ms, total_kernels=40000
[bursty] burst 30: 35.13ms, total_kernels=60000
[bursty] burst 40: 34.88ms, total_kernels=80000
[bursty] burst 50: 34.05ms, total_kernels=100000
[bursty] burst 60: 34.60ms, total_kernels=120000
[bursty] burst 70: 34.09ms, total_kernels=140000
[bursty] burst 80: 34.21ms, total_kernels=160000
[bursty] burst 90: 34.35ms, total_kernels=180000
[bursty] burst 100: 34.67ms, total_kernels=200000
[bursty] burst 110: 34.42ms, total_kernels=220000
[bursty] burst 120: 34.56ms, total_kernels=240000
[bursty] burst 130: 37.35ms, total_kernels=260000
[bursty] burst 140: 35.47ms, total_kernels=280000
[bursty] burst 150: 34.90ms, total_kernels=300000
[bursty] burst 160: 42.50ms, total_kernels=320000
[bursty] burst 170: 42.75ms, total_kernels=340000
[bursty] burst 180: 41.61ms, total_kernels=360000
[bursty] burst 190: 34.41ms, total_kernels=380000
[bursty] burst 200: 35.29ms, total_kernels=400000
