[bursty] e4_burst_kpb1000_idle90_N6_t1_c5 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 37.76ms, total_kernels=20000
[bursty] burst 20: 35.10ms, total_kernels=40000
[bursty] burst 30: 34.87ms, total_kernels=60000
[bursty] burst 40: 34.87ms, total_kernels=80000
[bursty] burst 50: 35.42ms, total_kernels=100000
[bursty] burst 60: 35.04ms, total_kernels=120000
[bursty] burst 70: 35.17ms, total_kernels=140000
[bursty] burst 80: 35.18ms, total_kernels=160000
[bursty] burst 90: 35.05ms, total_kernels=180000
[bursty] burst 100: 35.15ms, total_kernels=200000
[bursty] burst 110: 35.21ms, total_kernels=220000
[bursty] burst 120: 35.25ms, total_kernels=240000
[bursty] burst 130: 34.90ms, total_kernels=260000
[bursty] burst 140: 36.19ms, total_kernels=280000
[bursty] burst 150: 41.92ms, total_kernels=300000
[bursty] burst 160: 42.36ms, total_kernels=320000
[bursty] burst 170: 35.24ms, total_kernels=340000
[bursty] burst 180: 35.04ms, total_kernels=360000
[bursty] burst 190: 35.08ms, total_kernels=380000
