[bursty] e4_burst_kpb500_idle90_N6_t1_c4 duration=90s kernels/burst=500 burst_int=100ms idle=90ms
[bursty] burst 10: 17.94ms, total_kernels=10000
[bursty] burst 20: 17.60ms, total_kernels=20000
[bursty] burst 30: 17.43ms, total_kernels=30000
[bursty] burst 40: 18.21ms, total_kernels=40000
[bursty] burst 50: 17.82ms, total_kernels=50000
[bursty] burst 60: 17.98ms, total_kernels=60000
[bursty] burst 70: 17.69ms, total_kernels=70000
[bursty] burst 80: 17.99ms, total_kernels=80000
[bursty] burst 90: 17.31ms, total_kernels=90000
[bursty] burst 100: 18.17ms, total_kernels=100000
[bursty] burst 110: 18.00ms, total_kernels=110000
[bursty] burst 120: 17.81ms, total_kernels=120000
[bursty] burst 130: 18.08ms, total_kernels=130000
[bursty] burst 140: 22.28ms, total_kernels=140000
[bursty] burst 150: 17.70ms, total_kernels=150000
[bursty] burst 160: 17.86ms, total_kernels=160000
[bursty] burst 170: 18.77ms, total_kernels=170000
[bursty] burst 180: 18.81ms, total_kernels=180000
[bursty] burst 190: 17.99ms, total_kernels=190000
[bursty] burst 200: 18.14ms, total_kernels=200000
[bursty] burst 210: 18.10ms, total_kernels=210000
[bursty] burst 220: 17.45ms, total_kernels=220000
