[bursty] e4_burst_kpb1000_idle90_N4_t1_c3 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 36.13ms, total_kernels=20000
[bursty] burst 20: 36.35ms, total_kernels=40000
[bursty] burst 30: 36.05ms, total_kernels=60000
[bursty] burst 40: 36.48ms, total_kernels=80000
[bursty] burst 50: 36.21ms, total_kernels=100000
[bursty] burst 60: 36.20ms, total_kernels=120000
[bursty] burst 70: 35.72ms, total_kernels=140000
[bursty] burst 80: 35.94ms, total_kernels=160000
[bursty] burst 90: 35.14ms, total_kernels=180000
[bursty] burst 100: 35.68ms, total_kernels=200000
[bursty] burst 110: 35.95ms, total_kernels=220000
[bursty] burst 120: 35.05ms, total_kernels=240000
[bursty] burst 130: 35.83ms, total_kernels=260000
[bursty] burst 140: 37.27ms, total_kernels=280000
[bursty] burst 150: 40.33ms, total_kernels=300000
[bursty] burst 160: 43.59ms, total_kernels=320000
[bursty] burst 170: 35.65ms, total_kernels=340000
[bursty] burst 180: 35.61ms, total_kernels=360000
[bursty] burst 190: 36.33ms, total_kernels=380000
