[bursty] e4_burst_kpb500_idle90_N6_t2_c3 duration=90s kernels/burst=500 burst_int=100ms idle=90ms
[bursty] burst 10: 18.11ms, total_kernels=10000
[bursty] burst 20: 17.95ms, total_kernels=20000
[bursty] burst 30: 18.07ms, total_kernels=30000
[bursty] burst 40: 18.28ms, total_kernels=40000
[bursty] burst 50: 18.10ms, total_kernels=50000
[bursty] burst 60: 18.00ms, total_kernels=60000
[bursty] burst 70: 17.86ms, total_kernels=70000
[bursty] burst 80: 17.71ms, total_kernels=80000
[bursty] burst 90: 17.79ms, total_kernels=90000
[bursty] burst 100: 17.78ms, total_kernels=100000
[bursty] burst 110: 17.39ms, total_kernels=110000
[bursty] burst 120: 17.72ms, total_kernels=120000
[bursty] burst 130: 17.66ms, total_kernels=130000
[bursty] burst 140: 17.69ms, total_kernels=140000
[bursty] burst 150: 17.12ms, total_kernels=150000
[bursty] burst 160: 19.01ms, total_kernels=160000
[bursty] burst 170: 17.62ms, total_kernels=170000
[bursty] burst 180: 17.66ms, total_kernels=180000
[bursty] burst 190: 18.02ms, total_kernels=190000
[bursty] burst 200: 17.51ms, total_kernels=200000
[bursty] burst 210: 17.21ms, total_kernels=210000
[bursty] burst 220: 17.18ms, total_kernels=220000
[bursty] burst 230: 17.52ms, total_kernels=230000
