[bursty] e4_burst_kpb1000_idle90_N4_t3_c2 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 34.55ms, total_kernels=20000
[bursty] burst 20: 34.46ms, total_kernels=40000
[bursty] burst 30: 34.74ms, total_kernels=60000
[bursty] burst 40: 34.74ms, total_kernels=80000
[bursty] burst 50: 34.76ms, total_kernels=100000
[bursty] burst 60: 35.31ms, total_kernels=120000
[bursty] burst 70: 34.84ms, total_kernels=140000
[bursty] burst 80: 34.14ms, total_kernels=160000
[bursty] burst 90: 34.79ms, total_kernels=180000
[bursty] burst 100: 34.33ms, total_kernels=200000
[bursty] burst 110: 34.15ms, total_kernels=220000
[bursty] burst 120: 34.96ms, total_kernels=240000
[bursty] burst 130: 34.00ms, total_kernels=260000
[bursty] burst 140: 34.60ms, total_kernels=280000
[bursty] burst 150: 34.22ms, total_kernels=300000
[bursty] burst 160: 34.34ms, total_kernels=320000
[bursty] burst 170: 34.07ms, total_kernels=340000
[bursty] burst 180: 34.59ms, total_kernels=360000
[bursty] burst 190: 34.64ms, total_kernels=380000
