[bursty] e4_burst_kpb1000_idle90_N4_t1_c2 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 33.76ms, total_kernels=20000
[bursty] burst 20: 33.94ms, total_kernels=40000
[bursty] burst 30: 33.85ms, total_kernels=60000
[bursty] burst 40: 34.38ms, total_kernels=80000
[bursty] burst 50: 34.24ms, total_kernels=100000
[bursty] burst 60: 34.05ms, total_kernels=120000
[bursty] burst 70: 34.16ms, total_kernels=140000
[bursty] burst 80: 33.80ms, total_kernels=160000
[bursty] burst 90: 33.73ms, total_kernels=180000
[bursty] burst 100: 33.24ms, total_kernels=200000
[bursty] burst 110: 33.45ms, total_kernels=220000
[bursty] burst 120: 33.57ms, total_kernels=240000
[bursty] burst 130: 33.40ms, total_kernels=260000
[bursty] burst 140: 34.26ms, total_kernels=280000
[bursty] burst 150: 33.65ms, total_kernels=300000
[bursty] burst 160: 37.72ms, total_kernels=320000
[bursty] burst 170: 36.64ms, total_kernels=340000
[bursty] burst 180: 34.10ms, total_kernels=360000
[bursty] burst 190: 34.40ms, total_kernels=380000
[bursty] burst 200: 33.67ms, total_kernels=400000
