[bursty] e4_burst_kpb1000_idle90_N6_t3_c1 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 34.39ms, total_kernels=20000
[bursty] burst 20: 34.23ms, total_kernels=40000
[bursty] burst 30: 34.60ms, total_kernels=60000
[bursty] burst 40: 34.46ms, total_kernels=80000
[bursty] burst 50: 34.26ms, total_kernels=100000
[bursty] burst 60: 34.25ms, total_kernels=120000
[bursty] burst 70: 34.37ms, total_kernels=140000
[bursty] burst 80: 34.32ms, total_kernels=160000
[bursty] burst 90: 33.98ms, total_kernels=180000
[bursty] burst 100: 34.39ms, total_kernels=200000
[bursty] burst 110: 35.08ms, total_kernels=220000
[bursty] burst 120: 34.91ms, total_kernels=240000
[bursty] burst 130: 34.17ms, total_kernels=260000
[bursty] burst 140: 34.22ms, total_kernels=280000
[bursty] burst 150: 37.22ms, total_kernels=300000
[bursty] burst 160: 40.56ms, total_kernels=320000
[bursty] burst 170: 51.16ms, total_kernels=340000
[bursty] burst 180: 40.68ms, total_kernels=360000
[bursty] burst 190: 33.86ms, total_kernels=380000
[bursty] burst 200: 34.43ms, total_kernels=400000
