[bursty] e4_burst_kpb1000_idle90_N6_t2_c4 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 35.37ms, total_kernels=20000
[bursty] burst 20: 35.49ms, total_kernels=40000
[bursty] burst 30: 35.33ms, total_kernels=60000
[bursty] burst 40: 35.05ms, total_kernels=80000
[bursty] burst 50: 35.09ms, total_kernels=100000
[bursty] burst 60: 35.48ms, total_kernels=120000
[bursty] burst 70: 35.16ms, total_kernels=140000
[bursty] burst 80: 35.20ms, total_kernels=160000
[bursty] burst 90: 35.14ms, total_kernels=180000
[bursty] burst 100: 35.02ms, total_kernels=200000
[bursty] burst 110: 35.02ms, total_kernels=220000
[bursty] burst 120: 35.10ms, total_kernels=240000
[bursty] burst 130: 34.55ms, total_kernels=260000
[bursty] burst 140: 39.34ms, total_kernels=280000
[bursty] burst 150: 47.46ms, total_kernels=300000
[bursty] burst 160: 40.98ms, total_kernels=320000
[bursty] burst 170: 40.28ms, total_kernels=340000
[bursty] burst 180: 34.53ms, total_kernels=360000
[bursty] burst 190: 34.34ms, total_kernels=380000
