[bursty] e4_burst_kpb1000_idle90_N4_t3_c3 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 34.16ms, total_kernels=20000
[bursty] burst 20: 34.13ms, total_kernels=40000
[bursty] burst 30: 34.10ms, total_kernels=60000
[bursty] burst 40: 33.95ms, total_kernels=80000
[bursty] burst 50: 34.11ms, total_kernels=100000
[bursty] burst 60: 34.13ms, total_kernels=120000
[bursty] burst 70: 34.77ms, total_kernels=140000
[bursty] burst 80: 34.53ms, total_kernels=160000
[bursty] burst 90: 34.93ms, total_kernels=180000
[bursty] burst 100: 34.83ms, total_kernels=200000
[bursty] burst 110: 34.71ms, total_kernels=220000
[bursty] burst 120: 43.69ms, total_kernels=240000
[bursty] burst 130: 33.84ms, total_kernels=260000
[bursty] burst 140: 34.13ms, total_kernels=280000
[bursty] burst 150: 34.45ms, total_kernels=300000
[bursty] burst 160: 34.35ms, total_kernels=320000
[bursty] burst 170: 34.33ms, total_kernels=340000
[bursty] burst 180: 34.39ms, total_kernels=360000
[bursty] burst 190: 33.86ms, total_kernels=380000
