[bursty] e4_burst_kpb1000_idle90_N6_t1_c3 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 33.93ms, total_kernels=20000
[bursty] burst 20: 33.95ms, total_kernels=40000
[bursty] burst 30: 33.81ms, total_kernels=60000
[bursty] burst 40: 33.93ms, total_kernels=80000
[bursty] burst 50: 34.19ms, total_kernels=100000
[bursty] burst 60: 34.08ms, total_kernels=120000
[bursty] burst 70: 33.82ms, total_kernels=140000
[bursty] burst 80: 33.56ms, total_kernels=160000
[bursty] burst 90: 33.83ms, total_kernels=180000
[bursty] burst 100: 33.99ms, total_kernels=200000
[bursty] burst 110: 34.33ms, total_kernels=220000
[bursty] burst 120: 34.04ms, total_kernels=240000
[bursty] burst 130: 34.42ms, total_kernels=260000
[bursty] burst 140: 33.13ms, total_kernels=280000
[bursty] burst 150: 44.25ms, total_kernels=300000
[bursty] burst 160: 42.92ms, total_kernels=320000
[bursty] burst 170: 47.68ms, total_kernels=340000
[bursty] burst 180: 34.12ms, total_kernels=360000
[bursty] burst 190: 34.36ms, total_kernels=380000
