[bursty] e4_burst_kpb1000_idle90_N4_t3_c1 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 37.66ms, total_kernels=20000
[bursty] burst 20: 35.82ms, total_kernels=40000
[bursty] burst 30: 35.25ms, total_kernels=60000
[bursty] burst 40: 35.43ms, total_kernels=80000
[bursty] burst 50: 35.02ms, total_kernels=100000
[bursty] burst 60: 35.09ms, total_kernels=120000
[bursty] burst 70: 34.62ms, total_kernels=140000
[bursty] burst 80: 34.93ms, total_kernels=160000
[bursty] burst 90: 34.90ms, total_kernels=180000
[bursty] burst 100: 34.80ms, total_kernels=200000
[bursty] burst 110: 34.52ms, total_kernels=220000
[bursty] burst 120: 34.30ms, total_kernels=240000
[bursty] burst 130: 33.88ms, total_kernels=260000
[bursty] burst 140: 34.16ms, total_kernels=280000
[bursty] burst 150: 34.27ms, total_kernels=300000
[bursty] burst 160: 34.54ms, total_kernels=320000
[bursty] burst 170: 34.57ms, total_kernels=340000
[bursty] burst 180: 34.00ms, total_kernels=360000
[bursty] burst 190: 34.53ms, total_kernels=380000
