[bursty] e4_burst_kpb1000_idle90_N6_t1_c4 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 34.80ms, total_kernels=20000
[bursty] burst 20: 35.73ms, total_kernels=40000
[bursty] burst 30: 36.48ms, total_kernels=60000
[bursty] burst 40: 33.32ms, total_kernels=80000
[bursty] burst 50: 32.84ms, total_kernels=100000
[bursty] burst 60: 33.28ms, total_kernels=120000
[bursty] burst 70: 33.04ms, total_kernels=140000
[bursty] burst 80: 33.14ms, total_kernels=160000
[bursty] burst 90: 33.16ms, total_kernels=180000
[bursty] burst 100: 33.17ms, total_kernels=200000
[bursty] burst 110: 33.12ms, total_kernels=220000
[bursty] burst 120: 33.40ms, total_kernels=240000
[bursty] burst 130: 33.70ms, total_kernels=260000
[bursty] burst 140: 35.91ms, total_kernels=280000
[bursty] burst 150: 42.19ms, total_kernels=300000
[bursty] burst 160: 41.86ms, total_kernels=320000
[bursty] burst 170: 51.64ms, total_kernels=340000
[bursty] burst 180: 33.29ms, total_kernels=360000
[bursty] burst 190: 33.23ms, total_kernels=380000
