[bursty] e4_burst_kpb1000_idle90_N4_t2_c1 duration=90s kernels/burst=1000 burst_int=100ms idle=90ms
[bursty] burst 10: 33.19ms, total_kernels=20000
[bursty] burst 20: 33.42ms, total_kernels=40000
[bursty] burst 30: 34.41ms, total_kernels=60000
[bursty] burst 40: 33.40ms, total_kernels=80000
[bursty] burst 50: 33.94ms, total_kernels=100000
[bursty] burst 60: 33.19ms, total_kernels=120000
[bursty] burst 70: 34.15ms, total_kernels=140000
[bursty] burst 80: 34.15ms, total_kernels=160000
[bursty] burst 90: 33.72ms, total_kernels=180000
[bursty] burst 100: 33.53ms, total_kernels=200000
[bursty] burst 110: 33.48ms, total_kernels=220000
[bursty] burst 120: 33.26ms, total_kernels=240000
[bursty] burst 130: 33.29ms, total_kernels=260000
[bursty] burst 140: 33.38ms, total_kernels=280000
[bursty] burst 150: 32.92ms, total_kernels=300000
[bursty] burst 160: 35.36ms, total_kernels=320000
[bursty] burst 170: 37.14ms, total_kernels=340000
[bursty] burst 180: 33.05ms, total_kernels=360000
[bursty] burst 190: 33.21ms, total_kernels=380000
