[06:10:30] allocating 2× 128 KB buffers
[06:10:30] entering high-launch-rate memcpy loop
[06:10:30] copies=10000 rate=140042/s BW=36.7 GB/s elapsed=0.1s
[06:10:31] copies=20000 rate=139754/s BW=36.6 GB/s elapsed=0.1s
[06:10:31] copies=30000 rate=139150/s BW=36.5 GB/s elapsed=0.2s
[06:10:31] copies=40000 rate=122817/s BW=32.2 GB/s elapsed=0.3s
[06:10:31] copies=50000 rate=125827/s BW=33.0 GB/s elapsed=0.4s
[06:10:31] copies=60000 rate=127832/s BW=33.5 GB/s elapsed=0.5s
[06:10:31] copies=70000 rate=129627/s BW=34.0 GB/s elapsed=0.5s
[06:10:31] copies=80000 rate=131027/s BW=34.3 GB/s elapsed=0.6s
[06:10:31] copies=90000 rate=131997/s BW=34.6 GB/s elapsed=0.7s
[06:10:31] copies=100000 rate=132727/s BW=34.8 GB/s elapsed=0.8s
[06:10:31] copies=110000 rate=133348/s BW=35.0 GB/s elapsed=0.8s
[06:10:31] copies=120000 rate=133805/s BW=35.1 GB/s elapsed=0.9s
[06:10:31] copies=130000 rate=134292/s BW=35.2 GB/s elapsed=1.0s
[06:10:31] copies=140000 rate=134297/s BW=35.2 GB/s elapsed=1.0s
[06:10:32] copies=150000 rate=134312/s BW=35.2 GB/s elapsed=1.1s
[06:10:32] copies=160000 rate=134325/s BW=35.2 GB/s elapsed=1.2s
[06:10:32] copies=170000 rate=134340/s BW=35.2 GB/s elapsed=1.3s
[06:10:32] copies=180000 rate=134381/s BW=35.2 GB/s elapsed=1.3s
[06:10:32] copies=190000 rate=134493/s BW=35.3 GB/s elapsed=1.4s
[06:10:32] copies=200000 rate=134581/s BW=35.3 GB/s elapsed=1.5s
[06:10:32] copies=210000 rate=134585/s BW=35.3 GB/s elapsed=1.6s
[06:10:32] copies=220000 rate=134570/s BW=35.3 GB/s elapsed=1.6s
[06:10:32] copies=230000 rate=134510/s BW=35.3 GB/s elapsed=1.7s
[06:10:32] copies=240000 rate=134467/s BW=35.2 GB/s elapsed=1.8s
[06:10:32] copies=250000 rate=134526/s BW=35.3 GB/s elapsed=1.9s
[06:10:32] copies=260000 rate=134528/s BW=35.3 GB/s elapsed=1.9s
[06:10:32] copies=270000 rate=134527/s BW=35.3 GB/s elapsed=2.0s
[06:10:33] copies=280000 rate=134528/s BW=35.3 GB/s elapsed=2.1s
[06:10:33] copies=290000 rate=134545/s BW=35.3 GB/s elapsed=2.2s
[06:10:33] copies=300000 rate=134560/s BW=35.3 GB/s elapsed=2.2s
[06:10:33] copies=310000 rate=134583/s BW=35.3 GB/s elapsed=2.3s
[06:10:33] copies=320000 rate=134531/s BW=35.3 GB/s elapsed=2.4s
[06:10:33] copies=330000 rate=134613/s BW=35.3 GB/s elapsed=2.5s
[06:10:33] copies=340000 rate=134710/s BW=35.3 GB/s elapsed=2.5s
[06:10:33] copies=350000 rate=134745/s BW=35.3 GB/s elapsed=2.6s
[06:10:33] copies=360000 rate=134933/s BW=35.4 GB/s elapsed=2.7s
[06:10:33] copies=370000 rate=135096/s BW=35.4 GB/s elapsed=2.7s
[06:10:33] copies=380000 rate=135249/s BW=35.5 GB/s elapsed=2.8s
[06:10:33] copies=390000 rate=135393/s BW=35.5 GB/s elapsed=2.9s
[06:10:33] copies=400000 rate=135527/s BW=35.5 GB/s elapsed=3.0s
[06:10:33] copies=410000 rate=135645/s BW=35.6 GB/s elapsed=3.0s
[06:10:34] copies=420000 rate=135764/s BW=35.6 GB/s elapsed=3.1s
[06:10:34] copies=430000 rate=135874/s BW=35.6 GB/s elapsed=3.2s
