[07:42:52] allocating 2× 128 KB buffers
[07:42:53] entering high-launch-rate memcpy loop
[07:42:54] copies=10000 rate=135909/s BW=35.6 GB/s elapsed=0.1s
[07:42:54] copies=20000 rate=136838/s BW=35.9 GB/s elapsed=0.1s
[07:42:54] copies=30000 rate=136922/s BW=35.9 GB/s elapsed=0.2s
[07:42:54] copies=40000 rate=137066/s BW=35.9 GB/s elapsed=0.3s
[07:42:54] copies=50000 rate=137260/s BW=36.0 GB/s elapsed=0.4s
[07:42:54] copies=60000 rate=137640/s BW=36.1 GB/s elapsed=0.4s
[07:42:54] copies=70000 rate=137895/s BW=36.1 GB/s elapsed=0.5s
[07:42:54] copies=80000 rate=138131/s BW=36.2 GB/s elapsed=0.6s
[07:42:54] copies=90000 rate=138134/s BW=36.2 GB/s elapsed=0.7s
[07:42:54] copies=100000 rate=138106/s BW=36.2 GB/s elapsed=0.7s
[07:42:54] copies=110000 rate=138228/s BW=36.2 GB/s elapsed=0.8s
[07:42:54] copies=120000 rate=138255/s BW=36.2 GB/s elapsed=0.9s
[07:42:54] copies=130000 rate=138274/s BW=36.2 GB/s elapsed=0.9s
[07:42:54] copies=140000 rate=138070/s BW=36.2 GB/s elapsed=1.0s
[07:42:55] copies=150000 rate=137839/s BW=36.1 GB/s elapsed=1.1s
[07:42:55] copies=160000 rate=137609/s BW=36.1 GB/s elapsed=1.2s
[07:42:55] copies=170000 rate=137451/s BW=36.0 GB/s elapsed=1.2s
[07:42:55] copies=180000 rate=137297/s BW=36.0 GB/s elapsed=1.3s
[07:42:55] copies=190000 rate=137141/s BW=36.0 GB/s elapsed=1.4s
[07:42:55] copies=200000 rate=136978/s BW=35.9 GB/s elapsed=1.5s
[07:42:55] copies=210000 rate=136849/s BW=35.9 GB/s elapsed=1.5s
[07:42:55] copies=220000 rate=136794/s BW=35.9 GB/s elapsed=1.6s
[07:42:55] copies=230000 rate=136766/s BW=35.9 GB/s elapsed=1.7s
[07:42:55] copies=240000 rate=136699/s BW=35.8 GB/s elapsed=1.8s
[07:42:55] copies=250000 rate=136640/s BW=35.8 GB/s elapsed=1.8s
[07:42:55] copies=260000 rate=136582/s BW=35.8 GB/s elapsed=1.9s
[07:42:55] copies=270000 rate=136547/s BW=35.8 GB/s elapsed=2.0s
[07:42:56] copies=280000 rate=136517/s BW=35.8 GB/s elapsed=2.1s
[07:42:56] copies=290000 rate=136488/s BW=35.8 GB/s elapsed=2.1s
[07:42:56] copies=300000 rate=136391/s BW=35.8 GB/s elapsed=2.2s
[07:42:56] copies=310000 rate=136327/s BW=35.7 GB/s elapsed=2.3s
[07:42:56] copies=320000 rate=136288/s BW=35.7 GB/s elapsed=2.3s
[07:42:56] copies=330000 rate=136252/s BW=35.7 GB/s elapsed=2.4s
[07:42:56] copies=340000 rate=136226/s BW=35.7 GB/s elapsed=2.5s
[07:42:56] copies=350000 rate=136193/s BW=35.7 GB/s elapsed=2.6s
[07:42:56] copies=360000 rate=136172/s BW=35.7 GB/s elapsed=2.6s
[07:42:56] copies=370000 rate=136159/s BW=35.7 GB/s elapsed=2.7s
[07:42:56] copies=380000 rate=136139/s BW=35.7 GB/s elapsed=2.8s
[07:42:56] copies=390000 rate=136116/s BW=35.7 GB/s elapsed=2.9s
[07:42:56] copies=400000 rate=136067/s BW=35.7 GB/s elapsed=2.9s
