[06:14:59] allocating 2× 128 KB buffers
[06:14:59] entering high-launch-rate memcpy loop
[06:14:59] copies=10000 rate=141839/s BW=37.2 GB/s elapsed=0.1s
[06:14:59] copies=20000 rate=141149/s BW=37.0 GB/s elapsed=0.1s
[06:14:59] copies=30000 rate=140029/s BW=36.7 GB/s elapsed=0.2s
[06:14:59] copies=40000 rate=140525/s BW=36.8 GB/s elapsed=0.3s
[06:14:59] copies=50000 rate=140559/s BW=36.8 GB/s elapsed=0.4s
[06:15:00] copies=60000 rate=140563/s BW=36.8 GB/s elapsed=0.4s
[06:15:00] copies=70000 rate=140562/s BW=36.8 GB/s elapsed=0.5s
[06:15:00] copies=80000 rate=140557/s BW=36.8 GB/s elapsed=0.6s
[06:15:00] copies=90000 rate=140566/s BW=36.8 GB/s elapsed=0.6s
[06:15:00] copies=100000 rate=140512/s BW=36.8 GB/s elapsed=0.7s
[06:15:00] copies=110000 rate=140518/s BW=36.8 GB/s elapsed=0.8s
[06:15:00] copies=120000 rate=140508/s BW=36.8 GB/s elapsed=0.9s
[06:15:00] copies=130000 rate=140520/s BW=36.8 GB/s elapsed=0.9s
[06:15:00] copies=140000 rate=140359/s BW=36.8 GB/s elapsed=1.0s
[06:15:00] copies=150000 rate=140079/s BW=36.7 GB/s elapsed=1.1s
[06:15:00] copies=160000 rate=139916/s BW=36.7 GB/s elapsed=1.1s
[06:15:00] copies=170000 rate=139678/s BW=36.6 GB/s elapsed=1.2s
[06:15:00] copies=180000 rate=139499/s BW=36.6 GB/s elapsed=1.3s
[06:15:00] copies=190000 rate=139324/s BW=36.5 GB/s elapsed=1.4s
[06:15:01] copies=200000 rate=139173/s BW=36.5 GB/s elapsed=1.4s
[06:15:01] copies=210000 rate=139024/s BW=36.4 GB/s elapsed=1.5s
[06:15:01] copies=220000 rate=138902/s BW=36.4 GB/s elapsed=1.6s
[06:15:01] copies=230000 rate=138776/s BW=36.4 GB/s elapsed=1.7s
[06:15:01] copies=240000 rate=138649/s BW=36.3 GB/s elapsed=1.7s
[06:15:01] copies=250000 rate=138543/s BW=36.3 GB/s elapsed=1.8s
[06:15:01] copies=260000 rate=138445/s BW=36.3 GB/s elapsed=1.9s
[06:15:01] copies=270000 rate=138364/s BW=36.3 GB/s elapsed=2.0s
[06:15:01] copies=280000 rate=138286/s BW=36.3 GB/s elapsed=2.0s
[06:15:01] copies=290000 rate=138220/s BW=36.2 GB/s elapsed=2.1s
[06:15:01] copies=300000 rate=138139/s BW=36.2 GB/s elapsed=2.2s
[06:15:01] copies=310000 rate=138072/s BW=36.2 GB/s elapsed=2.2s
[06:15:01] copies=320000 rate=138000/s BW=36.2 GB/s elapsed=2.3s
[06:15:02] copies=330000 rate=137917/s BW=36.2 GB/s elapsed=2.4s
[06:15:02] copies=340000 rate=137842/s BW=36.1 GB/s elapsed=2.5s
[06:15:02] copies=350000 rate=137780/s BW=36.1 GB/s elapsed=2.5s
[06:15:02] copies=360000 rate=137719/s BW=36.1 GB/s elapsed=2.6s
[06:15:02] copies=370000 rate=137659/s BW=36.1 GB/s elapsed=2.7s
[06:15:02] copies=380000 rate=137607/s BW=36.1 GB/s elapsed=2.8s
[06:15:02] copies=390000 rate=137552/s BW=36.1 GB/s elapsed=2.8s
[06:15:02] copies=400000 rate=137499/s BW=36.0 GB/s elapsed=2.9s
[06:15:02] copies=410000 rate=137479/s BW=36.0 GB/s elapsed=3.0s
[06:15:02] copies=420000 rate=137435/s BW=36.0 GB/s elapsed=3.1s
[06:15:02] copies=430000 rate=137383/s BW=36.0 GB/s elapsed=3.1s
[06:15:02] copies=440000 rate=137338/s BW=36.0 GB/s elapsed=3.2s
[06:15:02] copies=450000 rate=137292/s BW=36.0 GB/s elapsed=3.3s
[06:15:02] copies=460000 rate=137257/s BW=36.0 GB/s elapsed=3.4s
[06:15:03] copies=470000 rate=137216/s BW=36.0 GB/s elapsed=3.4s
[06:15:03] copies=480000 rate=137176/s BW=36.0 GB/s elapsed=3.5s
[06:15:03] copies=490000 rate=137143/s BW=36.0 GB/s elapsed=3.6s
[06:15:03] copies=500000 rate=137104/s BW=35.9 GB/s elapsed=3.6s
[06:15:03] copies=510000 rate=137072/s BW=35.9 GB/s elapsed=3.7s
[06:15:03] copies=520000 rate=137039/s BW=35.9 GB/s elapsed=3.8s
[06:15:03] copies=530000 rate=137008/s BW=35.9 GB/s elapsed=3.9s
[06:15:03] copies=540000 rate=136956/s BW=35.9 GB/s elapsed=3.9s
[06:15:03] copies=550000 rate=136935/s BW=35.9 GB/s elapsed=4.0s
[06:15:03] copies=560000 rate=136907/s BW=35.9 GB/s elapsed=4.1s
[06:15:03] copies=570000 rate=136883/s BW=35.9 GB/s elapsed=4.2s
[06:15:03] copies=580000 rate=136858/s BW=35.9 GB/s elapsed=4.2s
[06:15:03] copies=590000 rate=136829/s BW=35.9 GB/s elapsed=4.3s
[06:15:04] copies=600000 rate=136805/s BW=35.9 GB/s elapsed=4.4s
[06:15:04] copies=610000 rate=136777/s BW=35.9 GB/s elapsed=4.5s
[06:15:04] copies=620000 rate=136760/s BW=35.9 GB/s elapsed=4.5s
[06:15:04] copies=630000 rate=136736/s BW=35.8 GB/s elapsed=4.6s
[06:15:04] copies=640000 rate=136721/s BW=35.8 GB/s elapsed=4.7s
[06:15:04] copies=650000 rate=136700/s BW=35.8 GB/s elapsed=4.8s
[06:15:04] copies=660000 rate=136688/s BW=35.8 GB/s elapsed=4.8s
[06:15:04] copies=670000 rate=136673/s BW=35.8 GB/s elapsed=4.9s
