[09:17:01] allocating 2× 128 KB buffers
[09:17:01] entering high-launch-rate memcpy loop
[09:17:01] copies=10000 rate=134195/s BW=35.2 GB/s elapsed=0.1s
[09:17:01] copies=20000 rate=134708/s BW=35.3 GB/s elapsed=0.1s
[09:17:01] copies=30000 rate=134867/s BW=35.4 GB/s elapsed=0.2s
[09:17:01] copies=40000 rate=134934/s BW=35.4 GB/s elapsed=0.3s
[09:17:01] copies=50000 rate=135068/s BW=35.4 GB/s elapsed=0.4s
[09:17:01] copies=60000 rate=134616/s BW=35.3 GB/s elapsed=0.4s
[09:17:02] copies=70000 rate=134683/s BW=35.3 GB/s elapsed=0.5s
[09:17:02] copies=80000 rate=134757/s BW=35.3 GB/s elapsed=0.6s
[09:17:02] copies=90000 rate=134896/s BW=35.4 GB/s elapsed=0.7s
[09:17:02] copies=100000 rate=135036/s BW=35.4 GB/s elapsed=0.7s
[09:17:02] copies=110000 rate=135125/s BW=35.4 GB/s elapsed=0.8s
[09:17:02] copies=120000 rate=135208/s BW=35.4 GB/s elapsed=0.9s
[09:17:02] copies=130000 rate=135272/s BW=35.5 GB/s elapsed=1.0s
[09:17:02] copies=140000 rate=135037/s BW=35.4 GB/s elapsed=1.0s
[09:17:02] copies=150000 rate=134767/s BW=35.3 GB/s elapsed=1.1s
[09:17:02] copies=160000 rate=134566/s BW=35.3 GB/s elapsed=1.2s
[09:17:02] copies=170000 rate=134380/s BW=35.2 GB/s elapsed=1.3s
[09:17:02] copies=180000 rate=134207/s BW=35.2 GB/s elapsed=1.3s
[09:17:02] copies=190000 rate=134033/s BW=35.1 GB/s elapsed=1.4s
[09:17:03] copies=200000 rate=133889/s BW=35.1 GB/s elapsed=1.5s
[09:17:03] copies=210000 rate=133743/s BW=35.1 GB/s elapsed=1.6s
[09:17:03] copies=220000 rate=133639/s BW=35.0 GB/s elapsed=1.6s
[09:17:03] copies=230000 rate=133506/s BW=35.0 GB/s elapsed=1.7s
[09:17:03] copies=240000 rate=133410/s BW=35.0 GB/s elapsed=1.8s
[09:17:03] copies=250000 rate=133297/s BW=34.9 GB/s elapsed=1.9s
[09:17:03] copies=260000 rate=133179/s BW=34.9 GB/s elapsed=2.0s
[09:17:03] copies=270000 rate=133094/s BW=34.9 GB/s elapsed=2.0s
[09:17:03] copies=280000 rate=133019/s BW=34.9 GB/s elapsed=2.1s
[09:17:03] copies=290000 rate=132930/s BW=34.8 GB/s elapsed=2.2s
[09:17:03] copies=300000 rate=132852/s BW=34.8 GB/s elapsed=2.3s
[09:17:03] copies=310000 rate=132785/s BW=34.8 GB/s elapsed=2.3s
[09:17:03] copies=320000 rate=132709/s BW=34.8 GB/s elapsed=2.4s
[09:17:04] copies=330000 rate=132646/s BW=34.8 GB/s elapsed=2.5s
[09:17:04] copies=340000 rate=132566/s BW=34.8 GB/s elapsed=2.6s
[09:17:04] copies=350000 rate=132492/s BW=34.7 GB/s elapsed=2.6s
[09:17:04] copies=360000 rate=132413/s BW=34.7 GB/s elapsed=2.7s
[09:17:04] copies=370000 rate=132353/s BW=34.7 GB/s elapsed=2.8s
[09:17:04] copies=380000 rate=132296/s BW=34.7 GB/s elapsed=2.9s
[09:17:04] copies=390000 rate=132238/s BW=34.7 GB/s elapsed=2.9s
[09:17:04] copies=400000 rate=132167/s BW=34.6 GB/s elapsed=3.0s
[09:17:04] copies=410000 rate=132175/s BW=34.6 GB/s elapsed=3.1s
[09:17:04] copies=420000 rate=132126/s BW=34.6 GB/s elapsed=3.2s
[09:17:04] copies=430000 rate=132070/s BW=34.6 GB/s elapsed=3.3s
[09:17:04] copies=440000 rate=132034/s BW=34.6 GB/s elapsed=3.3s
[09:17:04] copies=450000 rate=131995/s BW=34.6 GB/s elapsed=3.4s
