[06:11:21] allocating 2× 128 KB buffers
[06:11:22] entering high-launch-rate memcpy loop
[06:11:22] copies=10000 rate=145089/s BW=38.0 GB/s elapsed=0.1s
[06:11:22] copies=20000 rate=144511/s BW=37.9 GB/s elapsed=0.1s
[06:11:22] copies=30000 rate=142792/s BW=37.4 GB/s elapsed=0.2s
[06:11:22] copies=40000 rate=143425/s BW=37.6 GB/s elapsed=0.3s
[06:11:22] copies=50000 rate=143516/s BW=37.6 GB/s elapsed=0.3s
[06:11:22] copies=60000 rate=143552/s BW=37.6 GB/s elapsed=0.4s
[06:11:22] copies=70000 rate=143514/s BW=37.6 GB/s elapsed=0.5s
[06:11:22] copies=80000 rate=143456/s BW=37.6 GB/s elapsed=0.6s
[06:11:22] copies=90000 rate=143404/s BW=37.6 GB/s elapsed=0.6s
[06:11:23] copies=100000 rate=143321/s BW=37.6 GB/s elapsed=0.7s
[06:11:23] copies=110000 rate=143268/s BW=37.6 GB/s elapsed=0.8s
[06:11:23] copies=120000 rate=143255/s BW=37.6 GB/s elapsed=0.8s
[06:11:23] copies=130000 rate=143249/s BW=37.6 GB/s elapsed=0.9s
[06:11:23] copies=140000 rate=143148/s BW=37.5 GB/s elapsed=1.0s
[06:11:23] copies=150000 rate=143082/s BW=37.5 GB/s elapsed=1.0s
[06:11:23] copies=160000 rate=143059/s BW=37.5 GB/s elapsed=1.1s
[06:11:23] copies=170000 rate=143033/s BW=37.5 GB/s elapsed=1.2s
[06:11:23] copies=180000 rate=143012/s BW=37.5 GB/s elapsed=1.3s
[06:11:23] copies=190000 rate=143023/s BW=37.5 GB/s elapsed=1.3s
[06:11:23] copies=200000 rate=143037/s BW=37.5 GB/s elapsed=1.4s
[06:11:23] copies=210000 rate=143032/s BW=37.5 GB/s elapsed=1.5s
[06:11:23] copies=220000 rate=143027/s BW=37.5 GB/s elapsed=1.5s
[06:11:23] copies=230000 rate=143013/s BW=37.5 GB/s elapsed=1.6s
[06:11:24] copies=240000 rate=143004/s BW=37.5 GB/s elapsed=1.7s
[06:11:24] copies=250000 rate=142979/s BW=37.5 GB/s elapsed=1.7s
[06:11:24] copies=260000 rate=142961/s BW=37.5 GB/s elapsed=1.8s
[06:11:24] copies=270000 rate=142967/s BW=37.5 GB/s elapsed=1.9s
[06:11:24] copies=280000 rate=142965/s BW=37.5 GB/s elapsed=2.0s
[06:11:24] copies=290000 rate=142923/s BW=37.5 GB/s elapsed=2.0s
[06:11:24] copies=300000 rate=142764/s BW=37.4 GB/s elapsed=2.1s
[06:11:24] copies=310000 rate=142609/s BW=37.4 GB/s elapsed=2.2s
[06:11:24] copies=320000 rate=142532/s BW=37.4 GB/s elapsed=2.2s
[06:11:24] copies=330000 rate=142405/s BW=37.3 GB/s elapsed=2.3s
[06:11:24] copies=340000 rate=142257/s BW=37.3 GB/s elapsed=2.4s
[06:11:24] copies=350000 rate=142130/s BW=37.3 GB/s elapsed=2.5s
[06:11:24] copies=360000 rate=142012/s BW=37.2 GB/s elapsed=2.5s
