[09:22:53] allocating 2× 128 KB buffers
[09:22:53] entering high-launch-rate memcpy loop
[09:22:53] copies=10000 rate=135995/s BW=35.7 GB/s elapsed=0.1s
[09:22:53] copies=20000 rate=136189/s BW=35.7 GB/s elapsed=0.1s
[09:22:53] copies=30000 rate=136274/s BW=35.7 GB/s elapsed=0.2s
[09:22:53] copies=40000 rate=136301/s BW=35.7 GB/s elapsed=0.3s
[09:22:53] copies=50000 rate=136177/s BW=35.7 GB/s elapsed=0.4s
[09:22:53] copies=60000 rate=136196/s BW=35.7 GB/s elapsed=0.4s
[09:22:53] copies=70000 rate=136234/s BW=35.7 GB/s elapsed=0.5s
[09:22:53] copies=80000 rate=136247/s BW=35.7 GB/s elapsed=0.6s
[09:22:54] copies=90000 rate=136269/s BW=35.7 GB/s elapsed=0.7s
[09:22:54] copies=100000 rate=136278/s BW=35.7 GB/s elapsed=0.7s
[09:22:54] copies=110000 rate=136305/s BW=35.7 GB/s elapsed=0.8s
[09:22:54] copies=120000 rate=136330/s BW=35.7 GB/s elapsed=0.9s
[09:22:54] copies=130000 rate=136133/s BW=35.7 GB/s elapsed=1.0s
[09:22:54] copies=140000 rate=135920/s BW=35.6 GB/s elapsed=1.0s
[09:22:54] copies=150000 rate=135691/s BW=35.6 GB/s elapsed=1.1s
[09:22:54] copies=160000 rate=135496/s BW=35.5 GB/s elapsed=1.2s
[09:22:54] copies=170000 rate=135329/s BW=35.5 GB/s elapsed=1.3s
[09:22:54] copies=180000 rate=135173/s BW=35.4 GB/s elapsed=1.3s
[09:22:54] copies=190000 rate=135032/s BW=35.4 GB/s elapsed=1.4s
[09:22:54] copies=200000 rate=134914/s BW=35.4 GB/s elapsed=1.5s
[09:22:54] copies=210000 rate=134789/s BW=35.3 GB/s elapsed=1.6s
[09:22:55] copies=220000 rate=134685/s BW=35.3 GB/s elapsed=1.6s
[09:22:55] copies=230000 rate=134593/s BW=35.3 GB/s elapsed=1.7s
[09:22:55] copies=240000 rate=134504/s BW=35.3 GB/s elapsed=1.8s
[09:22:55] copies=250000 rate=134429/s BW=35.2 GB/s elapsed=1.9s
[09:22:55] copies=260000 rate=134355/s BW=35.2 GB/s elapsed=1.9s
[09:22:55] copies=270000 rate=134287/s BW=35.2 GB/s elapsed=2.0s
[09:22:55] copies=280000 rate=134221/s BW=35.2 GB/s elapsed=2.1s
[09:22:55] copies=290000 rate=134157/s BW=35.2 GB/s elapsed=2.2s
[09:22:55] copies=300000 rate=134100/s BW=35.2 GB/s elapsed=2.2s
[09:22:55] copies=310000 rate=134039/s BW=35.1 GB/s elapsed=2.3s
[09:22:55] copies=320000 rate=133982/s BW=35.1 GB/s elapsed=2.4s
[09:22:55] copies=330000 rate=133910/s BW=35.1 GB/s elapsed=2.5s
[09:22:55] copies=340000 rate=133853/s BW=35.1 GB/s elapsed=2.5s
[09:22:56] copies=350000 rate=133797/s BW=35.1 GB/s elapsed=2.6s
[09:22:56] copies=360000 rate=133749/s BW=35.1 GB/s elapsed=2.7s
[09:22:56] copies=370000 rate=133700/s BW=35.0 GB/s elapsed=2.8s
[09:22:56] copies=380000 rate=133651/s BW=35.0 GB/s elapsed=2.8s
[09:22:56] copies=390000 rate=133602/s BW=35.0 GB/s elapsed=2.9s
[09:22:56] copies=400000 rate=133559/s BW=35.0 GB/s elapsed=3.0s
[09:22:56] copies=410000 rate=133497/s BW=35.0 GB/s elapsed=3.1s
[09:22:56] copies=420000 rate=133422/s BW=35.0 GB/s elapsed=3.1s
[09:22:56] copies=430000 rate=133461/s BW=35.0 GB/s elapsed=3.2s
[09:22:56] copies=440000 rate=133470/s BW=35.0 GB/s elapsed=3.3s
[09:22:56] copies=450000 rate=133479/s BW=35.0 GB/s elapsed=3.4s
[09:22:56] copies=460000 rate=133484/s BW=35.0 GB/s elapsed=3.4s
[09:22:56] copies=470000 rate=133505/s BW=35.0 GB/s elapsed=3.5s
[09:22:57] copies=480000 rate=133512/s BW=35.0 GB/s elapsed=3.6s
[09:22:57] copies=490000 rate=133515/s BW=35.0 GB/s elapsed=3.7s
[09:22:57] copies=500000 rate=133515/s BW=35.0 GB/s elapsed=3.7s
