[07:44:55] allocating 2× 128 KB buffers
[07:44:56] entering high-launch-rate memcpy loop
[07:44:56] copies=10000 rate=145477/s BW=38.1 GB/s elapsed=0.1s
[07:44:56] copies=20000 rate=145801/s BW=38.2 GB/s elapsed=0.1s
[07:44:56] copies=30000 rate=145925/s BW=38.3 GB/s elapsed=0.2s
[07:44:56] copies=40000 rate=146090/s BW=38.3 GB/s elapsed=0.3s
[07:44:56] copies=50000 rate=146301/s BW=38.4 GB/s elapsed=0.3s
[07:44:56] copies=60000 rate=146473/s BW=38.4 GB/s elapsed=0.4s
[07:44:56] copies=70000 rate=146576/s BW=38.4 GB/s elapsed=0.5s
[07:44:56] copies=80000 rate=146671/s BW=38.4 GB/s elapsed=0.5s
[07:44:56] copies=90000 rate=146797/s BW=38.5 GB/s elapsed=0.6s
[07:44:56] copies=100000 rate=146870/s BW=38.5 GB/s elapsed=0.7s
[07:44:56] copies=110000 rate=146968/s BW=38.5 GB/s elapsed=0.7s
[07:44:57] copies=120000 rate=147010/s BW=38.5 GB/s elapsed=0.8s
[07:44:57] copies=130000 rate=146996/s BW=38.5 GB/s elapsed=0.9s
[07:44:57] copies=140000 rate=147012/s BW=38.5 GB/s elapsed=1.0s
[07:44:57] copies=150000 rate=147035/s BW=38.5 GB/s elapsed=1.0s
[07:44:57] copies=160000 rate=147064/s BW=38.6 GB/s elapsed=1.1s
[07:44:57] copies=170000 rate=147097/s BW=38.6 GB/s elapsed=1.2s
[07:44:57] copies=180000 rate=147133/s BW=38.6 GB/s elapsed=1.2s
[07:44:57] copies=190000 rate=147159/s BW=38.6 GB/s elapsed=1.3s
[07:44:57] copies=200000 rate=147180/s BW=38.6 GB/s elapsed=1.4s
[07:44:57] copies=210000 rate=147201/s BW=38.6 GB/s elapsed=1.4s
[07:44:57] copies=220000 rate=147216/s BW=38.6 GB/s elapsed=1.5s
[07:44:57] copies=230000 rate=147207/s BW=38.6 GB/s elapsed=1.6s
[07:44:57] copies=240000 rate=147204/s BW=38.6 GB/s elapsed=1.6s
[07:44:57] copies=250000 rate=147207/s BW=38.6 GB/s elapsed=1.7s
[07:44:57] copies=260000 rate=147225/s BW=38.6 GB/s elapsed=1.8s
[07:44:58] copies=270000 rate=147230/s BW=38.6 GB/s elapsed=1.8s
[07:44:58] copies=280000 rate=147242/s BW=38.6 GB/s elapsed=1.9s
[07:44:58] copies=290000 rate=147256/s BW=38.6 GB/s elapsed=2.0s
[07:44:58] copies=300000 rate=147264/s BW=38.6 GB/s elapsed=2.0s
[07:44:58] copies=310000 rate=147276/s BW=38.6 GB/s elapsed=2.1s
[07:44:58] copies=320000 rate=147242/s BW=38.6 GB/s elapsed=2.2s
[07:44:58] copies=330000 rate=147248/s BW=38.6 GB/s elapsed=2.2s
[07:44:58] copies=340000 rate=147260/s BW=38.6 GB/s elapsed=2.3s
[07:44:58] copies=350000 rate=147280/s BW=38.6 GB/s elapsed=2.4s
[07:44:58] copies=360000 rate=147284/s BW=38.6 GB/s elapsed=2.4s
[07:44:58] copies=370000 rate=147297/s BW=38.6 GB/s elapsed=2.5s
[07:44:58] copies=380000 rate=147309/s BW=38.6 GB/s elapsed=2.6s
[07:44:58] copies=390000 rate=147324/s BW=38.6 GB/s elapsed=2.6s
[07:44:58] copies=400000 rate=147340/s BW=38.6 GB/s elapsed=2.7s
[07:44:58] copies=410000 rate=147361/s BW=38.6 GB/s elapsed=2.8s
[07:44:59] copies=420000 rate=147367/s BW=38.6 GB/s elapsed=2.9s
[07:44:59] copies=430000 rate=147389/s BW=38.6 GB/s elapsed=2.9s
[07:44:59] copies=440000 rate=147406/s BW=38.6 GB/s elapsed=3.0s
[07:44:59] copies=450000 rate=147418/s BW=38.6 GB/s elapsed=3.1s
[07:44:59] copies=460000 rate=147433/s BW=38.6 GB/s elapsed=3.1s
[07:44:59] copies=470000 rate=147451/s BW=38.7 GB/s elapsed=3.2s
[07:44:59] copies=480000 rate=147465/s BW=38.7 GB/s elapsed=3.3s
[07:44:59] copies=490000 rate=147479/s BW=38.7 GB/s elapsed=3.3s
[07:44:59] copies=500000 rate=147494/s BW=38.7 GB/s elapsed=3.4s
[07:44:59] copies=510000 rate=147506/s BW=38.7 GB/s elapsed=3.5s
[07:44:59] copies=520000 rate=147519/s BW=38.7 GB/s elapsed=3.5s
[07:44:59] copies=530000 rate=147531/s BW=38.7 GB/s elapsed=3.6s
[07:44:59] copies=540000 rate=147539/s BW=38.7 GB/s elapsed=3.7s
[07:44:59] copies=550000 rate=147523/s BW=38.7 GB/s elapsed=3.7s
[07:45:00] copies=560000 rate=147522/s BW=38.7 GB/s elapsed=3.8s
[07:45:00] copies=570000 rate=147521/s BW=38.7 GB/s elapsed=3.9s
[07:45:00] copies=580000 rate=147521/s BW=38.7 GB/s elapsed=3.9s
[07:45:00] copies=590000 rate=147518/s BW=38.7 GB/s elapsed=4.0s
[07:45:00] copies=600000 rate=147506/s BW=38.7 GB/s elapsed=4.1s
[07:45:00] copies=610000 rate=147505/s BW=38.7 GB/s elapsed=4.1s
[07:45:00] copies=620000 rate=147504/s BW=38.7 GB/s elapsed=4.2s
[07:45:00] copies=630000 rate=147495/s BW=38.7 GB/s elapsed=4.3s
[07:45:00] copies=640000 rate=147487/s BW=38.7 GB/s elapsed=4.3s
[07:45:00] copies=650000 rate=147484/s BW=38.7 GB/s elapsed=4.4s
[07:45:00] copies=660000 rate=147481/s BW=38.7 GB/s elapsed=4.5s
[07:45:00] copies=670000 rate=147471/s BW=38.7 GB/s elapsed=4.5s
[07:45:00] copies=680000 rate=147466/s BW=38.7 GB/s elapsed=4.6s
[07:45:00] copies=690000 rate=147464/s BW=38.7 GB/s elapsed=4.7s
[07:45:00] copies=700000 rate=147459/s BW=38.7 GB/s elapsed=4.7s
[07:45:01] copies=710000 rate=147449/s BW=38.7 GB/s elapsed=4.8s
[07:45:01] copies=720000 rate=147446/s BW=38.7 GB/s elapsed=4.9s
[07:45:01] copies=730000 rate=147434/s BW=38.6 GB/s elapsed=5.0s
[07:45:01] copies=740000 rate=147425/s BW=38.6 GB/s elapsed=5.0s
[07:45:01] copies=750000 rate=147410/s BW=38.6 GB/s elapsed=5.1s
[07:45:01] copies=760000 rate=147398/s BW=38.6 GB/s elapsed=5.2s
[07:45:01] copies=770000 rate=147383/s BW=38.6 GB/s elapsed=5.2s
[07:45:01] copies=780000 rate=147376/s BW=38.6 GB/s elapsed=5.3s
[07:45:01] copies=790000 rate=147370/s BW=38.6 GB/s elapsed=5.4s
[07:45:01] copies=800000 rate=147364/s BW=38.6 GB/s elapsed=5.4s
[07:45:01] copies=810000 rate=147361/s BW=38.6 GB/s elapsed=5.5s
[07:45:01] copies=820000 rate=147357/s BW=38.6 GB/s elapsed=5.6s
[07:45:01] copies=830000 rate=147339/s BW=38.6 GB/s elapsed=5.6s
[07:45:01] copies=840000 rate=147335/s BW=38.6 GB/s elapsed=5.7s
[07:45:01] copies=850000 rate=147332/s BW=38.6 GB/s elapsed=5.8s
[07:45:02] copies=860000 rate=147329/s BW=38.6 GB/s elapsed=5.8s
[07:45:02] copies=870000 rate=147328/s BW=38.6 GB/s elapsed=5.9s
[07:45:02] copies=880000 rate=147328/s BW=38.6 GB/s elapsed=6.0s
[07:45:02] copies=890000 rate=147327/s BW=38.6 GB/s elapsed=6.0s
[07:45:02] copies=900000 rate=147327/s BW=38.6 GB/s elapsed=6.1s
[07:45:02] copies=910000 rate=147324/s BW=38.6 GB/s elapsed=6.2s
[07:45:02] copies=920000 rate=147323/s BW=38.6 GB/s elapsed=6.2s
[07:45:02] copies=930000 rate=147321/s BW=38.6 GB/s elapsed=6.3s
[07:45:02] copies=940000 rate=147319/s BW=38.6 GB/s elapsed=6.4s
[07:45:02] copies=950000 rate=147315/s BW=38.6 GB/s elapsed=6.4s
[07:45:02] copies=960000 rate=147313/s BW=38.6 GB/s elapsed=6.5s
[07:45:02] copies=970000 rate=147307/s BW=38.6 GB/s elapsed=6.6s
[07:45:02] copies=980000 rate=147303/s BW=38.6 GB/s elapsed=6.7s
[07:45:02] copies=990000 rate=147300/s BW=38.6 GB/s elapsed=6.7s
[07:45:02] copies=1000000 rate=147294/s BW=38.6 GB/s elapsed=6.8s
[07:45:03] copies=1010000 rate=147290/s BW=38.6 GB/s elapsed=6.9s
[07:45:03] copies=1020000 rate=147288/s BW=38.6 GB/s elapsed=6.9s
[07:45:03] copies=1030000 rate=147285/s BW=38.6 GB/s elapsed=7.0s
