[07:42:15] allocating 2× 128 KB buffers
[07:42:16] entering high-launch-rate memcpy loop
[07:42:16] copies=10000 rate=139859/s BW=36.7 GB/s elapsed=0.1s
[07:42:16] copies=20000 rate=140362/s BW=36.8 GB/s elapsed=0.1s
[07:42:16] copies=30000 rate=140582/s BW=36.9 GB/s elapsed=0.2s
[07:42:16] copies=40000 rate=140690/s BW=36.9 GB/s elapsed=0.3s
[07:42:16] copies=50000 rate=140932/s BW=36.9 GB/s elapsed=0.4s
[07:42:16] copies=60000 rate=141295/s BW=37.0 GB/s elapsed=0.4s
[07:42:16] copies=70000 rate=141524/s BW=37.1 GB/s elapsed=0.5s
[07:42:16] copies=80000 rate=141714/s BW=37.1 GB/s elapsed=0.6s
[07:42:16] copies=90000 rate=141854/s BW=37.2 GB/s elapsed=0.6s
[07:42:16] copies=100000 rate=141877/s BW=37.2 GB/s elapsed=0.7s
[07:42:16] copies=110000 rate=141832/s BW=37.2 GB/s elapsed=0.8s
[07:42:16] copies=120000 rate=141822/s BW=37.2 GB/s elapsed=0.8s
[07:42:16] copies=130000 rate=141880/s BW=37.2 GB/s elapsed=0.9s
[07:42:17] copies=140000 rate=141759/s BW=37.2 GB/s elapsed=1.0s
[07:42:17] copies=150000 rate=141471/s BW=37.1 GB/s elapsed=1.1s
[07:42:17] copies=160000 rate=141188/s BW=37.0 GB/s elapsed=1.1s
[07:42:17] copies=170000 rate=140966/s BW=37.0 GB/s elapsed=1.2s
[07:42:17] copies=180000 rate=140745/s BW=36.9 GB/s elapsed=1.3s
[07:42:17] copies=190000 rate=140566/s BW=36.8 GB/s elapsed=1.4s
[07:42:17] copies=200000 rate=140402/s BW=36.8 GB/s elapsed=1.4s
[07:42:17] copies=210000 rate=140257/s BW=36.8 GB/s elapsed=1.5s
[07:42:17] copies=220000 rate=140140/s BW=36.7 GB/s elapsed=1.6s
[07:42:17] copies=230000 rate=140045/s BW=36.7 GB/s elapsed=1.6s
[07:42:17] copies=240000 rate=139942/s BW=36.7 GB/s elapsed=1.7s
[07:42:17] copies=250000 rate=139820/s BW=36.7 GB/s elapsed=1.8s
[07:42:17] copies=260000 rate=139726/s BW=36.6 GB/s elapsed=1.9s
[07:42:18] copies=270000 rate=139644/s BW=36.6 GB/s elapsed=1.9s
[07:42:18] copies=280000 rate=139585/s BW=36.6 GB/s elapsed=2.0s
[07:42:18] copies=290000 rate=139523/s BW=36.6 GB/s elapsed=2.1s
[07:42:18] copies=300000 rate=139441/s BW=36.6 GB/s elapsed=2.2s
[07:42:18] copies=310000 rate=139302/s BW=36.5 GB/s elapsed=2.2s
[07:42:18] copies=320000 rate=139209/s BW=36.5 GB/s elapsed=2.3s
[07:42:18] copies=330000 rate=139145/s BW=36.5 GB/s elapsed=2.4s
[07:42:18] copies=340000 rate=139052/s BW=36.5 GB/s elapsed=2.4s
[07:42:18] copies=350000 rate=139094/s BW=36.5 GB/s elapsed=2.5s
[07:42:18] copies=360000 rate=139171/s BW=36.5 GB/s elapsed=2.6s
[07:42:18] copies=370000 rate=139241/s BW=36.5 GB/s elapsed=2.7s
