[09:14:29] allocating 2× 128 KB buffers
[09:14:29] entering high-launch-rate memcpy loop
[09:14:29] copies=10000 rate=138331/s BW=36.3 GB/s elapsed=0.1s
[09:14:30] copies=20000 rate=138885/s BW=36.4 GB/s elapsed=0.1s
[09:14:30] copies=30000 rate=139379/s BW=36.5 GB/s elapsed=0.2s
[09:14:30] copies=40000 rate=139563/s BW=36.6 GB/s elapsed=0.3s
[09:14:30] copies=50000 rate=139697/s BW=36.6 GB/s elapsed=0.4s
[09:14:30] copies=60000 rate=139333/s BW=36.5 GB/s elapsed=0.4s
[09:14:30] copies=70000 rate=139491/s BW=36.6 GB/s elapsed=0.5s
[09:14:30] copies=80000 rate=139670/s BW=36.6 GB/s elapsed=0.6s
[09:14:30] copies=90000 rate=139763/s BW=36.6 GB/s elapsed=0.6s
[09:14:30] copies=100000 rate=139862/s BW=36.7 GB/s elapsed=0.7s
[09:14:30] copies=110000 rate=139901/s BW=36.7 GB/s elapsed=0.8s
[09:14:30] copies=120000 rate=139928/s BW=36.7 GB/s elapsed=0.9s
[09:14:30] copies=130000 rate=139929/s BW=36.7 GB/s elapsed=0.9s
[09:14:30] copies=140000 rate=139789/s BW=36.6 GB/s elapsed=1.0s
[09:14:30] copies=150000 rate=139491/s BW=36.6 GB/s elapsed=1.1s
[09:14:31] copies=160000 rate=139245/s BW=36.5 GB/s elapsed=1.1s
[09:14:31] copies=170000 rate=139026/s BW=36.4 GB/s elapsed=1.2s
[09:14:31] copies=180000 rate=138836/s BW=36.4 GB/s elapsed=1.3s
[09:14:31] copies=190000 rate=138654/s BW=36.3 GB/s elapsed=1.4s
[09:14:31] copies=200000 rate=138503/s BW=36.3 GB/s elapsed=1.4s
[09:14:31] copies=210000 rate=138374/s BW=36.3 GB/s elapsed=1.5s
[09:14:31] copies=220000 rate=138248/s BW=36.2 GB/s elapsed=1.6s
[09:14:31] copies=230000 rate=138125/s BW=36.2 GB/s elapsed=1.7s
[09:14:31] copies=240000 rate=138015/s BW=36.2 GB/s elapsed=1.7s
[09:14:31] copies=250000 rate=137912/s BW=36.2 GB/s elapsed=1.8s
[09:14:31] copies=260000 rate=137856/s BW=36.1 GB/s elapsed=1.9s
[09:14:31] copies=270000 rate=137770/s BW=36.1 GB/s elapsed=2.0s
[09:14:31] copies=280000 rate=137709/s BW=36.1 GB/s elapsed=2.0s
[09:14:32] copies=290000 rate=137637/s BW=36.1 GB/s elapsed=2.1s
[09:14:32] copies=300000 rate=137571/s BW=36.1 GB/s elapsed=2.2s
[09:14:32] copies=310000 rate=137509/s BW=36.0 GB/s elapsed=2.3s
[09:14:32] copies=320000 rate=137461/s BW=36.0 GB/s elapsed=2.3s
[09:14:32] copies=330000 rate=137409/s BW=36.0 GB/s elapsed=2.4s
[09:14:32] copies=340000 rate=137363/s BW=36.0 GB/s elapsed=2.5s
[09:14:32] copies=350000 rate=137318/s BW=36.0 GB/s elapsed=2.5s
[09:14:32] copies=360000 rate=137235/s BW=36.0 GB/s elapsed=2.6s
[09:14:32] copies=370000 rate=137199/s BW=36.0 GB/s elapsed=2.7s
[09:14:32] copies=380000 rate=137172/s BW=36.0 GB/s elapsed=2.8s
