#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB 
 12:10:24       0     39     28     29      -      -      -      -      -      -   1215    210      0      0     75      1      0 
 12:10:26       0     39     28     29      -      -      -      -      -      -   1215    210      0      0     78      2      0 
 12:10:28       0    113     30     36      -      -      -      -      -      -   1215   1410      0      0   8917      4      0 
 12:10:30       0    114     31     38      -      -      -      -      -      -   1215   1410      0      0   8917      4      0 
 12:10:32       0    114     32     39      -      -      -      -      -      -   1215   1410      0      0   8917      4      0 
 12:10:34       0    113     32     39      -      -      -      -      -      -   1215   1410      0      0   8917      4      0 
 12:10:36       0    114     32     39      -      -      -      -      -      -   1215   1410      0      0   9102      7      0 
 12:10:38       0    137     33     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:40       0    136     33     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:42       0    137     33     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:44       0    137     33     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:46       0    137     33     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:48       0    136     33     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:50       0    136     34     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:52       0    136     34     39      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:54       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:10:56       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15140      7      0 
 12:10:58       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:00       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:02       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15140      7      0 
 12:11:04       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:07       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:09       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:11       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:13       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:15       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:17       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:19       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:21       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15140      7      0 
 12:11:23       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:25       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:27       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:29       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:31       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:33       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:35       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:37       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:39       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:41       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:43       0    138     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:45       0    137     34     40      -      -      -      -      -      -   1215   1410      0      0  15140      7      0 
 12:11:47       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:49       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
 12:11:51       0    136     34     40      -      -      -      -      -      -   1215   1410      0      0  15142      7      0 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm 
